tool	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 
run set	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND
/home/nitin/cfond-asp-private/experiments/benchexec/tasks/	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size
acrobatics_01.yml	true	0.932212	0.7388565875589848	47.165440	0.11672938242554665	5	true	0.824157	0.5905349254608154	47.054848	0.09383097663521767	5
acrobatics_02.yml	true	1.089755	0.8594603985548019	47.341568	0.2599889636039734	8	true	0.906004	0.6717169843614101	47.108096	0.16443795710802078	8
acrobatics_03.yml	true	6.460171	5.202482562512159	93.167616	4.575285065919161	16	true	7.466023	4.4617211148142815	66.293760	3.936452016234398	16
acrobatics_04.yml	true	1699.624772	892.5181781314313	489.177088	891.8803140260279	32	true	6374.6273	3196.7441606111825	220.270592	3196.1867241226137	32
acrobatics_05.yml	TIMEOUT (false)	14402.040533	7399.017767645419	1481.490432	-1	-1	TIMEOUT (false)	14402.0447	7219.618569560349	366.690304	-1	-1
acrobatics_06.yml	TIMEOUT (false)	14402.214721	7350.933800999075	2607.435776	-1	-1	TIMEOUT (false)	14402.085822	7206.027229875326	753.029120	-1	-1
acrobatics_07.yml	OUT OF MEMORY (false)	63.027275	62.54658376798034	4096.000000	-1	-1	OUT OF MEMORY (false)	95.605073	95.11958527937531	4096.000000	-1	-1
acrobatics_08.yml	false	17.166597	16.995484445244074	372.240384	16.385740377008915	-1	false	17.259516	17.091030452400446	372.359168	16.527953788638115	-1
beam-walk_01.yml	true	0.905916	0.6672307774424553	47.099904	0.13791242241859436	8	true	0.786633	0.621191430836916	46.956544	0.1087479367852211	8
beam-walk_02.yml	true	1.301609	1.0881357192993164	52.232192	0.5346348248422146	16	true	1.137866	1.0129742436110973	47.804416	0.38861969858407974	16
beam-walk_03.yml	true	97.936397	53.70952858775854	133.529600	53.16364576295018	32	true	227.532679	115.53728469461203	100.503552	114.95182132720947	32
beam-walk_04.yml	TIMEOUT (false)	14402.040429	7220.512261085212	382.365696	-1	-1	TIMEOUT (false)	14402.02921	7206.269104287028	219.676672	-1	-1
beam-walk_05.yml	TIMEOUT (false)	14402.141082	7213.355762608349	1467.232256	-1	-1	TIMEOUT (false)	14402.082799	7205.946060251445	782.360576	-1	-1
beam-walk_06.yml	false	2.998278	2.862743403762579	103.747584	2.289502616971731	-1	false	3.961645	3.7208596020936966	103.858176	3.107452142983675	-1
beam-walk_07.yml	false	5.175893	5.033322524279356	143.769600	4.5245689637959	-1	false	6.086462	5.847736649215221	144.019456	5.292677290737629	-1
beam-walk_08.yml	false	9.573619	9.418546013534069	222.695424	8.86972427368164	-1	false	11.207925	10.969831369817257	223.195136	10.369720358401537	-1
beam-walk_09.yml	false	18.510982	18.39078848809004	383.635456	17.83517089858651	-1	false	21.506041	21.265718527138233	383.754240	20.68385374173522	-1
beam-walk_10.yml	false	37.809128	37.65174823254347	704.839680	37.134445168077946	-1	false	43.295244	43.08765649423003	704.839680	42.51674023270607	-1
beam-walk_11.yml	false	84.783225	84.66695951670408	1353.510912	84.10142662003636	-1	false	90.081605	89.84572136029601	1356.603392	89.19362031668425	-1
blocksworld-ipc08_01.yml	true	4.632704	4.047528821974993	110.538752	3.47913421690464	9	true	2.413193	1.8041699677705765	64.372736	1.2516605593264103	9
blocksworld-ipc08_02.yml	true	4.26415	3.8112200163304806	110.288896	3.2135572396218777	9	true	2.121723	1.6346241012215614	64.110592	1.1088268607854843	9
blocksworld-ipc08_03.yml	true	5.415773	4.511903814971447	126.251008	4.013037238270044	10	true	4.341235	2.804496556520462	69.296128	2.2626152634620667	10
blocksworld-ipc08_04.yml	true	54.425446	32.22829806059599	210.731008	31.672826305031776	14	true	51.191951	26.98725027963519	100.810752	26.37190255895257	14
blocksworld-ipc08_05.yml	true	23.193534	16.04718404635787	185.700352	15.51532482355833	13	true	21.589742	11.802611481398344	90.718208	11.231831807643175	13
blocksworld-ipc08_06.yml	true	10.785661	7.652631290256977	144.277504	7.154791783541441	11	true	7.075828	4.27324378862977	76.206080	3.707095019519329	11
blocksworld-ipc08_07.yml	true	27.600504	17.941906228661537	185.217024	17.377160996198654	13	true	31.853985	17.023587934672832	89.534464	16.496690064668655	13
blocksworld-ipc08_08.yml	true	36.793811	22.42609455808997	187.875328	21.87865710631013	13	true	24.2858	13.221974048763514	88.408064	12.66981903463602	13
blocksworld-ipc08_09.yml	true	3.884943	3.3884572833776474	110.641152	2.9032288566231728	9	true	2.426874	1.7525328621268272	64.458752	1.2162836268544197	9
blocksworld-ipc08_10.yml	true	8.43485	6.730196312069893	143.478784	6.197319936007261	11	true	5.184626	3.399001095443964	75.018240	2.863280363380909	11
blocksworld-ipc08_11.yml	TIMEOUT (false)	14402.10585	7694.821238435805	2439.155712	-1	-1	TIMEOUT (false)	14402.0397	7756.340311609209	823.390208	-1	-1
blocksworld-ipc08_12.yml	TIMEOUT (false)	14402.147492	7282.915396336466	2184.884224	-1	-1	TIMEOUT (false)	14402.055219	7230.221883371472	627.867648	-1	-1
blocksworld-ipc08_13.yml	TIMEOUT (false)	14402.10257	7377.498734999448	2041.778176	-1	-1	TIMEOUT (false)	14402.066253	7368.770871810615	671.346688	-1	-1
blocksworld-ipc08_14.yml	TIMEOUT (false)	14402.129764	7278.809750288725	1787.879424	-1	-1	TIMEOUT (false)	14402.064144	7219.127171084285	602.189824	-1	-1
blocksworld-ipc08_15.yml	TIMEOUT (false)	14402.203723	7301.34303522855	2197.721088	-1	-1	TIMEOUT (false)	14402.075357	7284.418290473521	695.836672	-1	-1
blocksworld-ipc08_16.yml	TIMEOUT (false)	14402.182293	7317.557638183236	2201.931776	-1	-1	TIMEOUT (false)	14402.058147	7310.480787988752	681.340928	-1	-1
blocksworld-ipc08_17.yml	TIMEOUT (false)	14402.158865	7299.638286307454	2027.048960	-1	-1	TIMEOUT (false)	14402.067432	7282.159914180636	693.276672	-1	-1
blocksworld-ipc08_18.yml	TIMEOUT (false)	14402.115912	7272.446191750467	1790.156800	-1	-1	TIMEOUT (false)	14402.066062	7222.474458578974	605.044736	-1	-1
blocksworld-ipc08_19.yml	TIMEOUT (false)	14402.127672	7323.041737295687	1988.055040	-1	-1	TIMEOUT (false)	14402.016413	7334.174863912165	647.393280	-1	-1
blocksworld-ipc08_20.yml	TIMEOUT (false)	14402.115641	7274.602415345609	1792.348160	-1	-1	TIMEOUT (false)	14402.06172	7225.4105417616665	612.986880	-1	-1
blocksworld-ipc08_21.yml	TIMEOUT (false)	14400.313688	14401.18472750485	899.727360	-1	-1	TIMEOUT (false)	14400.311719	14400.896439220756	899.420160	-1	-1
blocksworld-ipc08_22.yml	TIMEOUT (false)	14400.316461	14401.015348371118	834.392064	-1	-1	TIMEOUT (false)	14400.305573	14400.871653530747	833.638400	-1	-1
blocksworld-ipc08_23.yml	TIMEOUT (false)	14400.30382	14400.810453187674	682.455040	-1	-1	TIMEOUT (false)	14400.312378	14400.853930663317	681.930752	-1	-1
blocksworld-ipc08_24.yml	TIMEOUT (false)	14400.309578	14400.885359145701	758.636544	-1	-1	TIMEOUT (false)	14400.303149	14400.903944186866	758.620160	-1	-1
blocksworld-ipc08_25.yml	TIMEOUT (false)	14400.312448	14400.941668991	792.260608	-1	-1	TIMEOUT (false)	14400.308398	14400.995975382626	792.236032	-1	-1
blocksworld-ipc08_26.yml	OUT OF MEMORY (false)	7883.054159	7883.037052102387	4096.000000	-1	-1	TIMEOUT (false)	14402.188106	11090.262548599392	3011.584000	-1	-1
blocksworld-ipc08_27.yml	TIMEOUT (false)	14400.304883	14400.735393859446	757.354496	-1	-1	TIMEOUT (false)	14400.307356	14403.321522753686	757.526528	-1	-1
blocksworld-ipc08_28.yml	TIMEOUT (false)	14400.312394	14404.511967938393	950.169600	-1	-1	TIMEOUT (false)	14400.324732	14400.897632405162	964.173824	-1	-1
blocksworld-ipc08_29.yml	TIMEOUT (false)	14400.319804	14400.905656974763	926.339072	-1	-1	TIMEOUT (false)	14400.344987	14400.961999937892	914.518016	-1	-1
blocksworld-ipc08_30.yml	TIMEOUT (false)	14400.311946	14403.371774099767	839.512064	-1	-1	TIMEOUT (false)	14400.313074	14400.829474095255	830.062592	-1	-1
blocksworld-new_1.yml	true	0.935184	0.6989940106868744	47.562752	0.16679586842656136	5	true	0.89407	0.7006219886243343	47.476736	0.14094925671815872	5
blocksworld-new_10.yml	TIMEOUT (false)	14402.146244	7333.551720637828	2200.911872	-1	-1	TIMEOUT (false)	14402.091714	7304.002840429544	656.392192	-1	-1
blocksworld-new_11.yml	TIMEOUT (false)	14402.305242	8463.536074832082	3898.257408	-1	-1	TIMEOUT (false)	14402.091875	8477.552522618324	1050.292224	-1	-1
blocksworld-new_12.yml	OUT OF MEMORY (false)	1081.958559	1081.5720260441303	4096.000000	-1	-1	TIMEOUT (false)	14402.242363	7727.744711671025	1326.112768	-1	-1
blocksworld-new_13.yml	TIMEOUT (false)	14400.30873	14400.679261747748	668.536832	-1	-1	TIMEOUT (false)	14400.302464	14400.902998663485	667.389952	-1	-1
blocksworld-new_14.yml	OUT OF MEMORY (false)	9341.038431	9340.92236045003	4096.000000	-1	-1	TIMEOUT (false)	14401.703176	12260.866015840322	2340.200448	-1	-1
blocksworld-new_15.yml	TIMEOUT (false)	14400.305296	14404.37609104067	785.096704	-1	-1	TIMEOUT (false)	14400.313258	14400.915191855282	784.326656	-1	-1
blocksworld-new_16.yml	TIMEOUT (false)	14400.313556	14400.914731092751	860.745728	-1	-1	TIMEOUT (false)	14400.315641	14400.858055260032	859.410432	-1	-1
blocksworld-new_17.yml	TIMEOUT (false)	14400.323415	14400.874147579074	1011.675136	-1	-1	TIMEOUT (false)	14400.323182	14400.850328318775	1018.388480	-1	-1
blocksworld-new_18.yml	TIMEOUT (false)	14400.33996	14400.892328768969	1224.089600	-1	-1	TIMEOUT (false)	14400.335043	14400.92393225804	1222.488064	-1	-1
blocksworld-new_19.yml	TIMEOUT (false)	14400.358587	14401.33181432262	1675.988992	-1	-1	TIMEOUT (false)	14400.364051	14400.949229415506	1691.107328	-1	-1
blocksworld-new_2.yml	true	0.768669	0.6489556804299355	47.243264	0.10866867378354073	5	true	0.812674	0.6084775701165199	47.312896	0.0990849956870079	5
blocksworld-new_20.yml	TIMEOUT (false)	14400.382052	14400.952692247927	2044.964864	-1	-1	TIMEOUT (false)	14400.37641	14400.96489014104	2044.985344	-1	-1
blocksworld-new_21.yml	TIMEOUT (false)	14400.387867	14400.891757763922	2090.745856	-1	-1	TIMEOUT (false)	14400.371651	14403.178607229143	2096.779264	-1	-1
blocksworld-new_22.yml	TIMEOUT (false)	14400.396728	14400.843826081604	2433.892352	-1	-1	TIMEOUT (false)	14400.396952	14400.898023795336	2433.974272	-1	-1
blocksworld-new_23.yml	TIMEOUT (false)	14400.406141	14404.773816701025	2635.522048	-1	-1	TIMEOUT (false)	14400.40936	14400.94759143889	2631.725056	-1	-1
blocksworld-new_24.yml	TIMEOUT (false)	14400.374242	14400.925810270011	2067.066880	-1	-1	TIMEOUT (false)	14400.369888	14400.91534569487	2067.427328	-1	-1
blocksworld-new_25.yml	OUT OF MEMORY (false)	14079.363823	14079.941214814782	4096.000000	-1	-1	TIMEOUT (false)	14400.416088	14400.874099478126	3172.052992	-1	-1
blocksworld-new_26.yml	TIMEOUT (false)	14400.415929	14400.952593509108	2974.662656	-1	-1	TIMEOUT (false)	14400.415566	14400.966307546943	2975.019008	-1	-1
blocksworld-new_27.yml	TIMEOUT (false)	14400.418985	14401.15512291342	2911.866880	-1	-1	TIMEOUT (false)	14400.411663	14400.89925622195	2915.323904	-1	-1
blocksworld-new_28.yml	TIMEOUT (false)	14400.516473	14400.9778804034	3649.716224	-1	-1	TIMEOUT (false)	14400.431643	14400.920768991113	3649.269760	-1	-1
blocksworld-new_29.yml	OUT OF MEMORY (false)	8359.731537	8359.896560680121	4096.000000	-1	-1	OUT OF MEMORY (false)	8353.26974	8354.882587287575	4096.000000	-1	-1
blocksworld-new_3.yml	true	0.882147	0.6455514244735241	47.587328	0.16522880271077156	5	true	0.934818	0.6986755691468716	47.423488	0.13448716700077057	5
blocksworld-new_30.yml	TIMEOUT (false)	14400.503705	14401.05162768066	4026.265600	-1	-1	TIMEOUT (false)	14400.474431	14400.960745949298	4026.298368	-1	-1
blocksworld-new_31.yml	OUT OF MEMORY (false)	5894.757012	5896.301833432168	4096.000000	-1	-1	OUT OF MEMORY (false)	5822.402997	5822.387748502195	4096.000000	-1	-1
blocksworld-new_32.yml	OUT OF MEMORY (false)	3463.164669	3462.9572664648294	4096.000000	-1	-1	OUT OF MEMORY (false)	3572.63864	3572.4368110373616	4096.000000	-1	-1
blocksworld-new_33.yml	OUT OF MEMORY (false)	1365.057354	1364.753578774631	4096.000000	-1	-1	OUT OF MEMORY (false)	1321.907741	1321.5694397464395	4096.000000	-1	-1
blocksworld-new_34.yml	OUT OF MEMORY (false)	1658.456469	1658.2267258055508	4096.000000	-1	-1	OUT OF MEMORY (false)	1645.774669	1645.7867845855653	4096.000000	-1	-1
blocksworld-new_35.yml	OUT OF MEMORY (false)	575.917711	575.5416962318122	4096.000000	-1	-1	OUT OF MEMORY (false)	545.745565	545.365225225687	4096.000000	-1	-1
blocksworld-new_36.yml	OUT OF MEMORY (false)	312.548238	312.1367449834943	4096.000000	-1	-1	OUT OF MEMORY (false)	302.845781	302.4019086062908	4096.000000	-1	-1
blocksworld-new_37.yml	OUT OF MEMORY (false)	233.409623	233.06407875940204	4096.000000	-1	-1	OUT OF MEMORY (false)	238.887062	238.47742231190205	4096.000000	-1	-1
blocksworld-new_38.yml	OUT OF MEMORY (false)	204.745077	204.38428052142262	4096.000000	-1	-1	OUT OF MEMORY (false)	194.93298	194.57209694758058	4096.000000	-1	-1
blocksworld-new_39.yml	OUT OF MEMORY (false)	186.684379	186.2252794764936	4096.000000	-1	-1	OUT OF MEMORY (false)	201.311407	200.9044611826539	4096.000000	-1	-1
blocksworld-new_4.yml	true	1.782128	1.4909531995654106	73.994240	0.9596672058105469	8	true	1.336394	1.0200124755501747	51.830784	0.5072875320911407	8
blocksworld-new_40.yml	OUT OF MEMORY (false)	171.275144	170.93379172310233	4096.000000	-1	-1	OUT OF MEMORY (false)	189.951197	189.46706472337246	4096.000000	-1	-1
blocksworld-new_5.yml	true	35.148524	20.91221932694316	201.371648	20.45738922432065	13	true	31.112772	16.439252447336912	90.284032	15.920246094465256	13
blocksworld-new_6.yml	true	64.695055	38.83215142786503	303.939584	38.34013829380274	13	true	70.235299	36.73273736983538	120.475648	36.18477352708578	13
