domain,cov_ASP-fsat,cov_ASP-reg,time_ASP-fsat,time_ASP-reg,mem_ASP-fsat,mem_ASP-reg,size_ASP-fsat,size_ASP-reg
miner,1.0,1.0,33.26,36.15,474.45,346.35,17.56,17.56
