scenario,instance,solver,total-time,ground-time,solve-time,states
zenotravel,p03,asp-1,5088.897000000001,72.37700000000021,5016.5199999999995,17
zenotravel,p03,fondsat-glucose,353.903174,192.9770704782568,132.635865,17
zenotravel,p04,fondsat-minisat,256.152591,120.65036219637841,113.995687,13
zenotravel,p04,asp-1,867.2959999999998,49.075999999999986,818.22,13
zenotravel,p04,fondsat-glucose,318.230167,174.00940825231373,117.472599,13
tireworld-truck,p71,asp-opt-8,863.731,33.91099999999998,829.82,21
tireworld-truck,p71,asp-plus-opt-1,2682.8790000000004,24.64899999999971,2658.23,21
tireworld-truck,p71,fondsat-minisat,23552.223289,24.49629122717306,23523.015018,21
tireworld-truck,p71,asp-opt-4,2023.1209999999994,35.03099999999995,1988.09,21
tireworld-truck,p71,asp-1,16936.361,42.35100000000009,16894.01,21
tireworld-truck,p71,fondsat-glucose,2018.794509,29.1352322101593,1984.84505,21
tireworld-truck,p71,asp-opt-1,11121.82,49.80999999999969,11072.010000000002,21
tireworld-truck,p71,asp-4,4607.651999999999,31.691999999999638,4575.960000000001,21
tireworld-truck,p71,asp-8,1661.3990000000001,31.79899999999998,1629.6,21
tireworld-truck,p09,asp-opt-8,5.276,3.2359999999999998,2.04,11
tireworld-truck,p09,asp-plus-opt-1,4.135999999999999,2.046,2.09,11
tireworld-truck,p09,fondsat-minisat,12.523689,3.1144857960753143,8.553575,11
tireworld-truck,p09,asp-opt-4,4.8260000000000005,2.9560000000000004,1.87,11
tireworld-truck,p09,asp-1,8.302,3.492,4.8100000000000005,11
tireworld-truck,p09,fondsat-glucose,6.351686,3.7828276781365275,2.005306,11
tireworld-truck,p09,asp-opt-1,7.710999999999999,3.151,4.56,11
tireworld-truck,p09,asp-4,7.457000000000001,3.5569999999999995,3.9000000000000004,11
tireworld-truck,p09,asp-8,4.495,2.445,2.0500000000000003,11
tireworld-truck,p09,asp-plus-opt-4,3.635,2.1350000000000002,1.5000000000000002,11
tireworld-truck,p56,asp-opt-8,395.84999999999997,21.539999999999996,374.31,18
tireworld-truck,p56,asp-plus-opt-1,980.972,15.712000000000032,965.26,18
tireworld-truck,p56,fondsat-minisat,5596.167611,18.05121070938185,5575.233603,18
tireworld-truck,p56,asp-opt-4,764.172,23.551999999999957,740.62,18
tireworld-truck,p56,asp-1,5910.421,25.19100000000002,5885.229999999999,18
tireworld-truck,p56,fondsat-glucose,378.574307,18.08180843712762,356.477373,18
tireworld-truck,p56,asp-opt-1,5812.354000000001,31.744000000000394,5780.61,18
tireworld-truck,p56,asp-4,1075.9609999999998,21.181000000000044,1054.78,18
tireworld-truck,p56,asp-8,999.271,20.341,978.93,18
tireworld-truck,p40,asp-opt-8,78.11400000000002,12.784,65.33,17
tireworld-truck,p40,asp-plus-opt-1,83.587,7.757,75.83,17
tireworld-truck,p40,fondsat-minisat,748.436394,11.455877553205937,735.353323,17
tireworld-truck,p40,asp-opt-4,60.20400000000001,11.494000000000002,48.709999999999994,17
tireworld-truck,p40,asp-1,383.26700000000005,12.317000000000005,370.95,17
tireworld-truck,p40,fondsat-glucose,64.317008,11.245990201830864,50.462958,17
tireworld-truck,p40,asp-opt-1,250.34500000000003,14.82500000000001,235.51999999999998,17
tireworld-truck,p40,asp-4,134.238,10.618,123.62,17
tireworld-truck,p40,asp-8,117.688,12.688000000000002,105.00000000000003,17
tireworld-truck,p40,asp-plus-opt-4,33.736,8.105999999999998,25.630000000000003,17
tireworld-truck,p01,asp-opt-8,0.96,0.5800000000000001,0.38,11
tireworld-truck,p01,asp-plus-opt-1,0.629,0.319,0.31,11
tireworld-truck,p01,fondsat-minisat,6.006279,0.9960037409327924,4.690767,11
tireworld-truck,p01,asp-opt-4,0.757,0.487,0.27,11
tireworld-truck,p01,asp-1,1.71,0.6100000000000001,1.1,11
tireworld-truck,p01,fondsat-glucose,2.266201,1.0892102615907788,0.887772,11
tireworld-truck,p01,asp-opt-1,1.205,0.7050000000000001,0.5,11
tireworld-truck,p01,asp-4,1.268,0.6880000000000001,0.5800000000000001,11
tireworld-truck,p01,asp-8,0.918,0.508,0.41000000000000003,11
tireworld-truck,p01,asp-plus-opt-4,0.5070000000000001,0.36700000000000005,0.14,11
tireworld-truck,p13,asp-opt-8,17.781999999999996,4.491999999999999,13.289999999999996,14
tireworld-truck,p13,asp-plus-opt-1,26.064,2.8740000000000006,23.19,14
tireworld-truck,p13,fondsat-minisat,237.811513,4.46582363685593,232.377828,14
tireworld-truck,p13,asp-opt-4,27.754,4.284000000000001,23.470000000000002,14
tireworld-truck,p13,asp-1,171.764,4.244000000000004,167.52000000000004,14
tireworld-truck,p13,fondsat-glucose,32.344415,5.248254214879125,25.928944,14
tireworld-truck,p13,asp-opt-1,130.192,5.252000000000001,124.94000000000001,14
tireworld-truck,p13,asp-4,28.695,4.605,24.090000000000003,14
tireworld-truck,p13,asp-8,36.68699999999999,4.407000000000002,32.28,14
tireworld-truck,p13,asp-plus-opt-4,12.741999999999997,2.8620000000000005,9.88,14
tireworld-truck,p05,asp-opt-8,3.1630000000000003,1.853,1.31,11
tireworld-truck,p05,asp-plus-opt-1,2.6189999999999998,1.629,0.99,11
tireworld-truck,p05,fondsat-minisat,15.941843,2.454176550731063,12.868107,11
tireworld-truck,p05,asp-opt-4,3.109,1.979,1.13,11
tireworld-truck,p05,asp-1,6.0920000000000005,1.992,4.1,11
tireworld-truck,p05,fondsat-glucose,4.804069,2.451874176040292,1.811654,11
tireworld-truck,p05,asp-opt-1,6.188000000000001,2.428,3.76,11
tireworld-truck,p05,asp-4,4.625,2.275,2.35,11
tireworld-truck,p05,asp-8,3.8559999999999994,1.6560000000000001,2.2,11
tireworld-truck,p05,asp-plus-opt-4,2.286,1.416,0.8700000000000001,11
tireworld-truck,p15,asp-opt-8,38.274,6.5939999999999985,31.68,14
tireworld-truck,p15,asp-plus-opt-1,35.03,4.229999999999999,30.799999999999997,14
tireworld-truck,p15,fondsat-minisat,417.701541,6.230822668410838,409.968838,14
tireworld-truck,p15,asp-opt-4,31.961,6.091000000000001,25.87,14
tireworld-truck,p15,asp-1,313.02700000000004,7.996999999999998,305.03000000000003,14
tireworld-truck,p15,fondsat-glucose,43.549393,5.252546943724155,37.338425,14
tireworld-truck,p15,asp-opt-1,121.76099999999998,8.200999999999997,113.56,14
tireworld-truck,p15,asp-4,73.224,6.374000000000003,66.85000000000001,14
tireworld-truck,p15,asp-8,62.31900000000001,5.948999999999996,56.37000000000001,14
tireworld-truck,p15,asp-plus-opt-4,21.132000000000005,4.082000000000001,17.05,14
tireworld-truck,p07,asp-opt-8,2.124,1.734,0.39000000000000007,9
tireworld-truck,p07,asp-plus-opt-1,1.3750000000000002,1.125,0.25,9
tireworld-truck,p07,fondsat-minisat,4.478971,1.795154355932027,2.206074,9
tireworld-truck,p07,asp-opt-4,1.6620000000000001,1.422,0.24,9
tireworld-truck,p07,asp-1,1.993,1.563,0.43,9
tireworld-truck,p07,fondsat-glucose,2.545747,1.7379221450537443,0.402143,9
tireworld-truck,p07,asp-opt-1,2.416,1.856,0.56,9
tireworld-truck,p07,asp-4,2.612,2.1220000000000003,0.49,9
tireworld-truck,p07,asp-8,1.359,0.999,0.36000000000000004,9
tireworld-truck,p07,asp-plus-opt-4,1.0450000000000002,0.9149999999999999,0.13,9
tireworld-truck,p17,asp-opt-8,1.179,0.779,0.4000000000000001,12
tireworld-truck,p17,asp-plus-opt-1,0.9160000000000001,0.5359999999999999,0.38,12
tireworld-truck,p17,fondsat-minisat,18.288038,1.599651014432311,16.271221,12
tireworld-truck,p17,asp-opt-4,1.3,0.8400000000000001,0.46,12
tireworld-truck,p17,asp-1,2.123,1.0430000000000001,1.08,12
tireworld-truck,p17,fondsat-glucose,2.624175,1.4443468716926873,0.923362,12
tireworld-truck,p17,asp-opt-1,2.638,1.218,1.42,12
tireworld-truck,p17,asp-4,1.919,1.0490000000000002,0.87,12
tireworld-truck,p17,asp-8,1.616,0.746,0.87,12
tireworld-truck,p17,asp-plus-opt-4,0.783,0.573,0.21000000000000002,12
tireworld-truck,p72,asp-opt-8,5827.239999999999,46.2400000000001,5781.0,23
tireworld-truck,p72,asp-plus-opt-1,9284.243000000002,32.863000000000284,9251.380000000001,23
tireworld-truck,p72,asp-opt-4,8522.971,45.86099999999999,8477.11,23
tireworld-truck,p72,asp-1,82327.50200000001,50.402000000002595,82277.1,23
tireworld-truck,p72,fondsat-glucose,16637.369418,38.64076414285228,16589.767097,23
tireworld-truck,p72,asp-opt-1,45140.428,64.52800000000119,45075.899999999994,23
tireworld-truck,p72,asp-4,34841.158,37.85800000000245,34803.30000000001,23
tireworld-truck,p72,asp-8,17089.684000000005,46.33400000000114,17043.350000000002,23
tireworld-truck,p47,asp-opt-8,139.03500000000003,8.155000000000001,130.88,18
tireworld-truck,p47,asp-plus-opt-1,315.62500000000006,5.415000000000019,310.21,18
tireworld-truck,p47,fondsat-minisat,4675.816753,9.189767406787723,4663.826738,18
tireworld-truck,p47,asp-opt-4,114.422,8.091999999999999,106.33,18
tireworld-truck,p47,asp-1,2379.0469999999996,10.476999999999933,2368.57,18
tireworld-truck,p47,fondsat-glucose,341.679339,9.191694521345198,330.161366,18
tireworld-truck,p47,asp-opt-1,2570.607,9.317000000000084,2561.2899999999995,18
tireworld-truck,p47,asp-4,593.9979999999999,8.637999999999991,585.3599999999999,18
tireworld-truck,p47,asp-8,253.592,7.562000000000009,246.02999999999994,18
tireworld-truck,p47,asp-plus-opt-4,52.729,5.579000000000003,47.15,18
tireworld-truck,p33,asp-opt-8,272.392,15.331999999999985,257.06,17
tireworld-truck,p33,asp-plus-opt-1,309.24,10.04000000000002,299.20000000000005,17
tireworld-truck,p33,fondsat-minisat,2167.356937,12.155565428547561,2153.010513,17
tireworld-truck,p33,asp-opt-4,247.618,15.937999999999995,231.67999999999995,17
tireworld-truck,p33,asp-1,3328.613,13.913000000000151,3314.7,17
tireworld-truck,p33,fondsat-glucose,217.181624,14.226654040627182,199.425046,17
tireworld-truck,p33,asp-opt-1,1727.085,21.175000000000097,1705.91,17
tireworld-truck,p33,asp-4,384.43699999999995,12.93700000000002,371.5,17
tireworld-truck,p33,asp-8,299.476,12.505999999999988,286.96999999999997,17
tireworld-truck,p33,asp-plus-opt-4,109.80699999999999,10.357,99.45,17
tireworld-truck,p59,asp-opt-8,6.167000000000001,2.857,3.3099999999999996,16
tireworld-truck,p59,asp-plus-opt-1,7.081000000000001,1.9310000000000005,5.15,16
tireworld-truck,p59,fondsat-minisat,81.907254,4.73977395426482,76.299382,16
tireworld-truck,p59,asp-opt-4,9.184999999999999,3.8049999999999993,5.379999999999999,16
tireworld-truck,p59,asp-1,24.995,3.955,21.04,16
tireworld-truck,p59,fondsat-glucose,19.39987,4.6885387878865,13.49663,16
tireworld-truck,p59,asp-opt-1,11.964000000000002,3.7740000000000005,8.19,16
tireworld-truck,p59,asp-4,11.123000000000001,3.133000000000001,7.989999999999998,16
tireworld-truck,p59,asp-8,12.126000000000001,3.5660000000000003,8.559999999999999,16
tireworld-truck,p44,asp-opt-8,41.38100000000001,12.841000000000003,28.539999999999996,15
tireworld-truck,p44,asp-plus-opt-1,63.24399999999999,8.683999999999996,54.56,15
tireworld-truck,p44,fondsat-minisat,139.68904,10.811370445415378,127.199071,15
tireworld-truck,p44,asp-opt-4,54.46300000000001,12.543000000000006,41.92,15
tireworld-truck,p44,asp-1,182.414,13.243999999999986,169.17000000000002,15
tireworld-truck,p44,fondsat-glucose,31.89873,11.580665584187955,18.812187,15
tireworld-truck,p44,asp-opt-1,116.45399999999998,13.664000000000003,102.79,15
tireworld-truck,p44,asp-4,58.870000000000005,11.030000000000001,47.84,15
tireworld-truck,p44,asp-8,70.97399999999999,10.714000000000002,60.260000000000005,15
tireworld-truck,p44,asp-plus-opt-4,19.954,8.674,11.280000000000001,15
tireworld-truck,p11,asp-opt-8,1.8489999999999998,1.529,0.32000000000000006,9
tireworld-truck,p11,asp-plus-opt-1,1.335,1.095,0.24000000000000002,9
tireworld-truck,p11,fondsat-minisat,5.085812,1.5258463798090816,3.152538,9
tireworld-truck,p11,asp-opt-4,1.8199999999999998,1.52,0.30000000000000004,9
tireworld-truck,p11,asp-1,2.9440000000000004,2.124,0.8200000000000001,9
tireworld-truck,p11,fondsat-glucose,3.117293,2.066050820518285,0.56664,9
tireworld-truck,p11,asp-opt-1,2.414,1.9340000000000002,0.48,9
tireworld-truck,p11,asp-4,2.153,1.7530000000000001,0.4,9
tireworld-truck,p11,asp-8,1.557,1.2469999999999999,0.31000000000000005,9
tireworld-truck,p11,asp-plus-opt-4,1.246,1.1059999999999999,0.13999999999999999,9
tireworld-truck,p20,asp-opt-8,16.547,6.236999999999998,10.309999999999999,14
tireworld-truck,p20,asp-plus-opt-1,18.014999999999997,3.555,14.459999999999999,14
tireworld-truck,p20,fondsat-minisat,76.78205,5.478893804829568,70.095426,14
tireworld-truck,p20,asp-opt-4,16.712000000000003,5.662000000000002,11.049999999999999,14
tireworld-truck,p20,asp-1,57.870999999999995,6.261,51.61,14
tireworld-truck,p20,fondsat-glucose,12.541039,5.177104096394032,6.226153,14
tireworld-truck,p20,asp-opt-1,45.26,6.250000000000002,39.010000000000005,14
tireworld-truck,p20,asp-4,17.759000000000004,5.749,12.009999999999998,14
tireworld-truck,p20,asp-8,22.705,6.114999999999999,16.589999999999996,14
tireworld-truck,p20,asp-plus-opt-4,8.270999999999999,3.5910000000000006,4.679999999999999,14
tireworld-truck,p52,asp-opt-8,733.125,24.684999999999988,708.44,20
tireworld-truck,p52,asp-plus-opt-1,1273.0290000000002,17.83899999999996,1255.19,20
tireworld-truck,p52,fondsat-minisat,21989.740664,22.232641412876546,21963.416336,20
tireworld-truck,p52,asp-opt-4,1608.3530000000003,24.32299999999996,1584.0299999999997,20
tireworld-truck,p52,asp-1,10793.573999999999,31.333999999999563,10762.24,20
tireworld-truck,p52,fondsat-glucose,1577.359139,20.28472887771204,1552.935169,20
tireworld-truck,p52,asp-opt-1,12870.324999999997,40.09499999999997,12830.230000000001,20
tireworld-truck,p52,asp-4,2455.061,23.350999999999843,2431.7100000000005,20
tireworld-truck,p52,asp-8,1631.164,18.91399999999991,1612.25,20
tireworld-truck,p02,asp-opt-8,0.44400000000000006,0.364,0.08,9
tireworld-truck,p02,asp-plus-opt-1,0.225,0.195,0.03,9
tireworld-truck,p02,fondsat-minisat,2.004861,0.5535651952959597,1.201933,9
tireworld-truck,p02,asp-opt-4,0.45,0.38999999999999996,0.06,9
tireworld-truck,p02,asp-1,0.506,0.386,0.12,9
tireworld-truck,p02,fondsat-glucose,1.044007,0.5875853039324284,0.234577,9
tireworld-truck,p02,asp-opt-1,0.392,0.31200000000000006,0.08,9
tireworld-truck,p02,asp-4,0.495,0.40499999999999997,0.09000000000000001,9
tireworld-truck,p02,asp-8,0.377,0.28700000000000003,0.09,9
tireworld-truck,p02,asp-plus-opt-4,0.253,0.223,0.03,9
tireworld-truck,p51,asp-opt-8,567.526,20.81600000000001,546.7099999999999,20
tireworld-truck,p51,asp-plus-opt-1,2817.9509999999996,14.78100000000002,2803.17,20
tireworld-truck,p51,fondsat-minisat,11714.923986,15.724746547173709,11695.109719,20
tireworld-truck,p51,asp-opt-4,1032.961,20.351000000000006,1012.6099999999999,20
tireworld-truck,p51,asp-1,9122.605,24.625000000000014,9097.98,20
tireworld-truck,p51,fondsat-glucose,1165.769747,18.62332869740203,1144.057794,20
tireworld-truck,p51,asp-opt-1,7810.938999999999,32.349000000000444,7778.589999999999,20
tireworld-truck,p51,asp-4,2169.786,17.825999999999933,2151.96,20
tireworld-truck,p51,asp-8,1870.4710000000002,18.65100000000005,1851.82,20
tireworld-truck,p43,asp-opt-8,123.146,17.216000000000008,105.93,17
tireworld-truck,p43,asp-plus-opt-1,182.04700000000003,12.336999999999998,169.71,17
tireworld-truck,p43,fondsat-minisat,695.21501,15.605494708288461,675.588824,17
tireworld-truck,p43,asp-opt-4,120.317,17.857000000000003,102.46000000000001,17
tireworld-truck,p43,asp-1,534.903,16.88299999999999,518.02,17
tireworld-truck,p43,fondsat-glucose,80.15372,14.94862813083455,61.434074,17
tireworld-truck,p43,asp-opt-1,707.679,23.86899999999999,683.81,17
tireworld-truck,p43,asp-4,207.074,14.614000000000004,192.45999999999998,17
tireworld-truck,p43,asp-8,188.12900000000002,18.779000000000003,169.35,17
tireworld-truck,p43,asp-plus-opt-4,54.196,12.186,42.010000000000005,17
tireworld-truck,p60,asp-opt-8,18.295,6.775,11.52,16
tireworld-truck,p60,asp-plus-opt-1,18.458999999999996,4.429,14.03,16
tireworld-truck,p60,fondsat-minisat,167.725301,7.218967683147639,158.679929,16
tireworld-truck,p60,asp-opt-4,21.386000000000003,8.376000000000001,13.009999999999998,16
tireworld-truck,p60,asp-1,65.905,8.304999999999996,57.599999999999994,16
tireworld-truck,p60,fondsat-glucose,24.183297,8.494089481886476,14.555605,16
tireworld-truck,p60,asp-opt-1,46.33800000000001,10.437999999999999,35.900000000000006,16
tireworld-truck,p60,asp-4,26.725,7.124999999999998,19.599999999999998,16
tireworld-truck,p60,asp-8,32.626000000000005,6.646000000000001,25.979999999999997,16
tireworld-truck,p12,asp-opt-8,11.551,2.301,9.25,14
tireworld-truck,p12,asp-plus-opt-1,14.186,1.476,12.709999999999999,14
tireworld-truck,p12,fondsat-minisat,377.587055,3.077534475363791,373.56695,14
tireworld-truck,p12,asp-opt-4,12.222999999999999,2.643,9.58,14
tireworld-truck,p12,asp-1,74.591,2.8610000000000015,71.73000000000002,14
tireworld-truck,p12,fondsat-glucose,22.85175,3.1481131012551486,18.79837,14
tireworld-truck,p12,asp-opt-1,55.722,3.071999999999999,52.65,14
tireworld-truck,p12,asp-4,25.364999999999995,2.565000000000001,22.8,14
tireworld-truck,p12,asp-8,18.937000000000005,2.7269999999999994,16.21,14
tireworld-truck,p12,asp-plus-opt-4,5.759999999999999,1.4300000000000002,4.329999999999999,14
tireworld-truck,p32,asp-opt-8,69.429,10.439,58.989999999999995,15
tireworld-truck,p32,asp-plus-opt-1,87.02699999999999,6.917000000000001,80.10999999999999,15
tireworld-truck,p32,fondsat-minisat,350.361671,9.55906724743545,338.408237,15
tireworld-truck,p32,asp-opt-4,63.937,9.987,53.95,15
tireworld-truck,p32,asp-1,367.66200000000003,9.411999999999992,358.25,15
tireworld-truck,p32,fondsat-glucose,51.33697,9.590498224366456,40.361446,15
tireworld-truck,p32,asp-opt-1,516.755,11.005000000000011,505.75,15
tireworld-truck,p32,asp-4,81.503,9.543000000000006,71.96000000000001,15
tireworld-truck,p32,asp-8,136.78300000000002,8.933000000000007,127.85,15
tireworld-truck,p32,asp-plus-opt-4,30.984,7.034000000000002,23.949999999999996,15
tireworld-truck,p45,asp-opt-8,99.73499999999999,17.535000000000004,82.19999999999999,17
tireworld-truck,p45,asp-plus-opt-1,181.25900000000001,12.23899999999999,169.02,17
tireworld-truck,p45,fondsat-minisat,471.641374,14.454550017602742,455.042568,17
tireworld-truck,p45,asp-opt-4,150.258,19.798000000000002,130.46,17
tireworld-truck,p45,asp-1,538.0949999999999,18.32500000000001,519.77,17
tireworld-truck,p45,fondsat-glucose,73.450174,16.391210110858083,53.150155,17
tireworld-truck,p45,asp-opt-1,721.966,22.185999999999993,699.78,17
tireworld-truck,p45,asp-4,188.264,16.074,172.19,17
tireworld-truck,p45,asp-8,135.224,15.694,119.53,17
tireworld-truck,p45,asp-plus-opt-4,57.775999999999996,12.506,45.27,17
tireworld-truck,p65,asp-opt-8,177.99600000000004,25.995999999999995,152.00000000000003,18
tireworld-truck,p65,asp-plus-opt-1,307.4300000000001,18.480000000000004,288.95,18
tireworld-truck,p65,fondsat-minisat,485.220897,24.336874368600547,457.725391,18
tireworld-truck,p65,asp-opt-4,189.258,26.568000000000005,162.69,18
tireworld-truck,p65,asp-1,1583.1989999999998,29.249000000000002,1553.9499999999998,18
tireworld-truck,p65,fondsat-glucose,114.81827,22.952925864607096,88.087472,18
tireworld-truck,p65,asp-opt-1,1196.395,36.555,1159.84,18
tireworld-truck,p65,asp-4,220.046,22.83599999999999,197.21,18
tireworld-truck,p65,asp-8,259.54600000000005,23.586000000000006,235.96000000000004,18
tireworld-truck,p57,asp-opt-8,369.222,23.63200000000001,345.59,18
tireworld-truck,p57,asp-plus-opt-1,570.0,15.780000000000006,554.22,18
tireworld-truck,p57,fondsat-minisat,3087.24411,17.193879765924066,3067.282051,18
tireworld-truck,p57,asp-opt-4,413.85,21.180000000000007,392.66999999999996,18
tireworld-truck,p57,asp-1,4566.849,23.639000000000056,4543.21,18
tireworld-truck,p57,fondsat-glucose,497.463139,20.90894124750048,471.673018,18
tireworld-truck,p57,asp-opt-1,3920.725,33.054999999999794,3887.6700000000005,18
tireworld-truck,p57,asp-4,981.9190000000001,22.419000000000075,959.5,18
tireworld-truck,p57,asp-8,649.135,19.465000000000025,629.6700000000001,18
tireworld-truck,p73,asp-opt-8,1620.81,40.679999999999936,1580.13,21
tireworld-truck,p73,asp-plus-opt-1,3228.6950000000006,33.43499999999996,3195.2599999999998,21
tireworld-truck,p73,fondsat-minisat,38762.442486,32.93864554492757,38721.495581,21
tireworld-truck,p73,asp-opt-4,3115.1530000000002,41.35299999999985,3073.7999999999997,21
tireworld-truck,p73,asp-1,16406.390999999996,35.261000000000294,16371.13,21
tireworld-truck,p73,fondsat-glucose,2683.978807,35.09940361045301,2643.285405,21
tireworld-truck,p73,asp-opt-1,8944.132999999998,44.39299999999971,8899.740000000002,21
tireworld-truck,p73,asp-4,4186.037,36.357000000000085,4149.679999999999,21
tireworld-truck,p73,asp-8,3191.344,36.21400000000002,3155.1300000000006,21
tireworld-truck,p08,asp-opt-8,4.142,2.3520000000000003,1.79,11
tireworld-truck,p08,asp-plus-opt-1,3.9,1.8199999999999998,2.08,11
tireworld-truck,p08,fondsat-minisat,15.358257,3.037615653593093,11.742928,11
tireworld-truck,p08,asp-opt-4,4.489,2.439,2.05,11
tireworld-truck,p08,asp-1,7.987,2.677,5.3100000000000005,11
tireworld-truck,p08,fondsat-glucose,5.701407,2.7743739006109536,2.223371,11
tireworld-truck,p08,asp-opt-1,6.7730000000000015,3.193,3.58,11
tireworld-truck,p08,asp-4,5.149000000000001,2.8989999999999996,2.25,11
tireworld-truck,p08,asp-8,4.757,1.8369999999999997,2.92,11
tireworld-truck,p08,asp-plus-opt-4,2.156,1.526,0.63,11
tireworld-truck,p35,asp-opt-8,5.124,2.064,3.0599999999999996,15
tireworld-truck,p35,asp-plus-opt-1,4.484,1.294,3.1900000000000004,15
tireworld-truck,p35,fondsat-minisat,100.491716,3.149825284257531,96.417233,15
tireworld-truck,p35,asp-opt-4,4.981999999999999,1.9119999999999997,3.0700000000000003,15
tireworld-truck,p35,asp-1,22.939,2.8890000000000002,20.049999999999997,15
tireworld-truck,p35,fondsat-glucose,9.710204,2.713592684827745,6.071462,15
tireworld-truck,p35,asp-opt-1,7.763999999999999,1.8540000000000003,5.91,15
tireworld-truck,p35,asp-4,7.805,2.035,5.77,15
tireworld-truck,p35,asp-8,8.806,2.856,5.949999999999999,15
tireworld-truck,p35,asp-plus-opt-4,2.408,1.3080000000000003,1.1,15
tireworld-truck,p75,asp-opt-8,100.977,21.796999999999986,79.18,17
tireworld-truck,p75,asp-plus-opt-1,267.75199999999995,16.072000000000003,251.67999999999998,17
tireworld-truck,p75,fondsat-minisat,440.608058,17.45720442989841,418.815332,17
tireworld-truck,p75,asp-opt-4,142.29,22.279999999999994,120.01,17
tireworld-truck,p75,asp-1,590.7989999999999,19.758999999999958,571.04,17
tireworld-truck,p75,fondsat-glucose,113.03472,20.703613163437694,87.768186,17
tireworld-truck,p75,asp-opt-1,493.51800000000003,22.37800000000004,471.14,17
tireworld-truck,p75,asp-4,243.688,20.537999999999993,223.15,17
tireworld-truck,p75,asp-8,189.98899999999998,22.718999999999998,167.27,17
tireworld-truck,p18,asp-opt-8,3.3589999999999995,1.899,1.46,12
tireworld-truck,p18,asp-plus-opt-1,2.234,1.234,1.0,12
tireworld-truck,p18,fondsat-minisat,22.762531,2.232264018151909,20.163318,12
tireworld-truck,p18,asp-opt-4,3.0530000000000004,1.8429999999999997,1.21,12
tireworld-truck,p18,asp-1,6.463,2.343,4.119999999999999,12
tireworld-truck,p18,fondsat-glucose,4.63951,1.985015063546598,2.123201,12
tireworld-truck,p18,asp-opt-1,3.987,2.4470000000000005,1.54,12
tireworld-truck,p18,asp-4,4.378,1.978,2.4,12
tireworld-truck,p18,asp-8,3.6799999999999997,1.81,1.87,12
tireworld-truck,p18,asp-plus-opt-4,1.79,1.24,0.55,12
tireworld-truck,p06,asp-opt-8,1.344,1.034,0.31000000000000005,9
tireworld-truck,p06,asp-plus-opt-1,1.1059999999999999,0.956,0.15,9
tireworld-truck,p06,fondsat-minisat,3.593075,1.2572035770863295,1.978945,9
tireworld-truck,p06,asp-opt-4,1.504,1.274,0.23,9
tireworld-truck,p06,asp-1,2.126,1.536,0.5900000000000001,9
tireworld-truck,p06,fondsat-glucose,2.125382,1.363806527107954,0.368449,9
tireworld-truck,p06,asp-opt-1,1.5159999999999998,1.366,0.15000000000000002,9
tireworld-truck,p06,asp-4,1.22,0.99,0.23,9
tireworld-truck,p06,asp-8,1.328,1.058,0.27,9
tireworld-truck,p06,asp-plus-opt-4,0.855,0.7450000000000001,0.11,9
tireworld-truck,p39,asp-opt-8,25.197,8.796999999999999,16.4,15
tireworld-truck,p39,asp-plus-opt-1,28.223,5.272999999999999,22.950000000000003,15
tireworld-truck,p39,fondsat-minisat,141.00244,7.497562137898058,132.364434,15
tireworld-truck,p39,asp-opt-4,25.167,8.147,17.02,15
tireworld-truck,p39,asp-1,67.64,7.560000000000001,60.08,15
tireworld-truck,p39,fondsat-glucose,22.798915,7.723348860628903,13.014436,15
tireworld-truck,p39,asp-opt-1,81.483,13.843000000000004,67.64,15
tireworld-truck,p39,asp-4,38.394999999999996,7.155000000000002,31.24,15
tireworld-truck,p39,asp-8,43.581999999999994,9.542000000000002,34.040000000000006,15
tireworld-truck,p39,asp-plus-opt-4,14.396,5.656000000000001,8.739999999999998,15
tireworld-truck,p26,asp-opt-8,59.593,5.733000000000005,53.86,17
tireworld-truck,p26,asp-plus-opt-1,57.88999999999999,3.6100000000000008,54.28,17
tireworld-truck,p26,fondsat-minisat,2454.139619,6.053246468305588,2445.943028,17
tireworld-truck,p26,asp-opt-4,83.64400000000002,7.124000000000004,76.52000000000001,17
tireworld-truck,p26,asp-1,545.981,6.241,539.74,17
tireworld-truck,p26,fondsat-glucose,145.014164,5.917011055164039,137.260618,17
tireworld-truck,p26,asp-opt-1,535.8969999999999,5.767000000000031,530.13,17
tireworld-truck,p26,asp-4,115.50200000000001,5.122000000000002,110.38,17
tireworld-truck,p26,asp-8,116.536,4.526,112.01,17
tireworld-truck,p26,asp-plus-opt-4,27.715999999999998,3.5060000000000002,24.21,17
tireworld-truck,p54,asp-opt-8,73.976,12.036,61.94,16
tireworld-truck,p54,asp-plus-opt-1,78.227,8.947000000000003,69.28,16
tireworld-truck,p54,fondsat-minisat,661.096483,12.946696620434523,645.625593,16
tireworld-truck,p54,asp-opt-4,46.959999999999994,12.289999999999997,34.67,16
tireworld-truck,p54,asp-1,673.1470000000002,15.706999999999987,657.44,16
tireworld-truck,p54,fondsat-glucose,72.984515,12.783421808388084,57.472967,16
tireworld-truck,p54,asp-opt-1,495.27599999999995,19.575999999999986,475.70000000000005,16
tireworld-truck,p54,asp-4,118.691,12.641000000000007,106.05,16
tireworld-truck,p54,asp-8,118.99,12.630000000000003,106.36000000000001,16
tireworld-truck,p61,asp-opt-8,7.226,4.376,2.8499999999999996,14
tireworld-truck,p61,asp-plus-opt-1,4.763000000000001,2.673,2.09,14
