domain,instance,configuration,time,choices,conflicts,restarts,constraints,variables,sat,iteration
earth_observation,p01,asp-1,0.09,3900,2634,17,14303,5782,0,10
earth_observation,p01,asp-1,5.19,93412,69582,252,32763,12277,0,15
earth_observation,p01,asp-1,0.0,197,114,1,5115,2314,0,6
earth_observation,p01,asp-1,16.49,217868,165712,509,37445,13864,0,16
earth_observation,p01,asp-1,0.0,0,1,0,30,291,0,2
earth_observation,p01,asp-1,0.0,217,118,1,6971,3037,0,7
earth_observation,p01,asp-1,7.25,172987,94911,271,53579,19201,1,19
earth_observation,p01,asp-1,0.0,55,18,0,2249,1156,0,4
earth_observation,p01,asp-1,0.03,1870,1075,7,11559,4771,0,9
earth_observation,p01,asp-1,2.35,53945,39155,155,28419,10786,0,14
earth_observation,p01,asp-2,0.11,4224,2821,17,18021,7018,0,11
earth_observation,p01,asp-2,117.78,844486,682981,1784,49752,17658,0,18
earth_observation,p01,asp-2,0.27,8823,6159,30,21525,8244,0,12
earth_observation,p01,asp-2,0.79,21202,15361,63,25362,9568,0,13
earth_observation,p01,asp-2,40.11,395663,310762,856,44160,15844,0,17
earth_observation,p01,asp-2,0.08,3451,2220,14,14844,5890,0,10
earth_observation,p01,asp-2,4.85,85028,63383,239,34059,12510,0,15
earth_observation,p01,asp-2,14.37,188573,144559,475,38931,14128,0,16
earth_observation,p01,asp-2,9.38,167372,114298,332,55713,19570,1,19
earth_observation,p01,asp-2,0.02,1155,765,6,11988,4860,0,9
earth_observation,p01,asp-2,2.09,47900,35133,126,29538,10990,0,14
earth_observation,p03,asp-1,0.0,7,4,0,1215,721,0,3
earth_observation,p03,asp-1,0.18,7204,4641,24,17355,6889,0,11
earth_observation,p03,asp-1,108.76,821711,646928,1595,47847,17326,0,18
earth_observation,p03,asp-1,0.46,15504,10625,58,20721,8092,0,12
earth_observation,p03,asp-1,1.01,29552,21060,92,24407,9391,0,13
earth_observation,p03,asp-1,38.94,404711,312857,892,42471,15547,0,17
earth_observation,p03,asp-1,0.0,0,1,0,0,73,0,1
earth_observation,p03,asp-1,0.0,95,60,0,3543,1687,0,5
earth_observation,p03,asp-1,0.01,911,483,4,9117,3856,0,8
earth_observation,p03,asp-1,0.09,3900,2634,17,14303,5782,0,10
earth_observation,p03,asp-1,5.04,93412,69582,252,32763,12277,0,15
earth_observation,p03,asp-1,0.0,197,114,1,5115,2314,0,6
earth_observation,p03,asp-1,16.82,217868,165712,509,37445,13864,0,16
earth_observation,p03,asp-1,0.0,0,1,0,30,291,0,2
earth_observation,p03,asp-1,0.0,217,118,1,6971,3037,0,7
earth_observation,p03,asp-1,7.08,172987,94911,271,53579,19201,1,19
earth_observation,p03,asp-1,0.0,55,18,0,2249,1156,0,4
earth_observation,p03,asp-1,0.03,1870,1075,7,11559,4771,0,9
earth_observation,p03,asp-1,2.38,53945,39155,155,28419,10786,0,14
earth_observation,p03,asp-2,0.11,4224,2821,17,18021,7018,0,11
earth_observation,p03,asp-2,121.87,844486,682981,1784,49752,17658,0,18
earth_observation,p03,asp-2,0.28,8823,6159,30,21525,8244,0,12
earth_observation,p03,asp-2,0.77,21202,15361,63,25362,9568,0,13
earth_observation,p03,asp-2,38.36,395663,310762,856,44160,15844,0,17
earth_observation,p03,asp-2,0.08,3451,2220,14,14844,5890,0,10
earth_observation,p03,asp-2,4.68,85028,63383,239,34059,12510,0,15
earth_observation,p03,asp-2,13.42,188573,144559,475,38931,14128,0,16
earth_observation,p03,asp-2,9.72,167372,114298,332,55713,19570,1,19
earth_observation,p03,asp-2,0.02,1155,765,6,11988,4860,0,9
earth_observation,p03,asp-2,2.11,47900,35133,126,29538,10990,0,14
triangle-tireworld,p01,asp-1,0.0,15,6,0,739,442,0,3
triangle-tireworld,p01,asp-1,0.0,0,1,0,0,48,0,1
triangle-tireworld,p01,asp-1,0.0,239,129,1,2250,1050,0,5
triangle-tireworld,p01,asp-1,0.0,212,106,1,3273,1453,0,6
triangle-tireworld,p01,asp-1,0.0,1,2,0,93,194,0,2
triangle-tireworld,p01,asp-1,0.0,251,122,1,4496,1922,0,7
triangle-tireworld,p01,asp-1,0.0,59,29,0,1383,713,0,4
triangle-tireworld,p01,asp-2,0.0,2,3,0,764,452,0,3
triangle-tireworld,p01,asp-2,0.0,59,37,0,2354,1076,0,5
triangle-tireworld,p01,asp-2,0.0,209,130,2,6250,2522,0,8
triangle-tireworld,p01,asp-2,0.0,217,85,0,9979,3826,0,10
triangle-tireworld,p01,asp-2,0.0,87,63,1,3437,1490,0,6
triangle-tireworld,p01,asp-2,0.0,0,1,0,10,197,0,2
triangle-tireworld,p01,asp-2,0.0,238,145,2,4733,1972,0,7
triangle-tireworld,p01,asp-2,0.0,17,14,0,1442,730,0,4
triangle-tireworld,p01,asp-2,0.01,770,417,4,7996,3140,0,9
triangle-tireworld,p03,asp-1,0.0,15,6,0,739,442,0,3
triangle-tireworld,p03,asp-1,0.0,0,1,0,0,48,0,1
triangle-tireworld,p03,asp-1,0.0,239,129,1,2250,1050,0,5
triangle-tireworld,p03,asp-1,0.0,212,106,1,3273,1453,0,6
triangle-tireworld,p03,asp-1,0.0,1,2,0,93,194,0,2
triangle-tireworld,p03,asp-1,0.0,251,122,1,4496,1922,0,7
triangle-tireworld,p03,asp-1,0.0,59,29,0,1383,713,0,4
triangle-tireworld,p03,asp-2,0.0,2,3,0,764,452,0,3
triangle-tireworld,p03,asp-2,0.0,59,37,0,2354,1076,0,5
triangle-tireworld,p03,asp-2,0.01,209,130,2,6250,2522,0,8
triangle-tireworld,p03,asp-2,0.0,217,85,0,9979,3826,0,10
triangle-tireworld,p03,asp-2,0.0,87,63,1,3437,1490,0,6
triangle-tireworld,p03,asp-2,0.0,0,1,0,10,197,0,2
triangle-tireworld,p03,asp-2,0.0,238,145,2,4733,1972,0,7
triangle-tireworld,p03,asp-2,0.0,17,14,0,1442,730,0,4
triangle-tireworld,p03,asp-2,0.01,770,417,4,7996,3140,0,9
islands,p01,asp-1,0.0,33,6,0,977,611,0,3
islands,p01,asp-1,0.0,0,1,0,0,54,0,1
islands,p01,asp-1,0.0,1,2,0,274,251,0,2
islands,p01,asp-2,0.0,9,9,0,1003,620,0,3
islands,p01,asp-2,0.0,0,1,0,0,54,0,1
islands,p01,asp-2,0.0,76,29,0,2980,1470,0,5
islands,p01,asp-2,0.0,1,2,0,279,254,0,2
islands,p01,asp-2,0.0,45,28,0,1872,1002,0,4
islands,p03,asp-1,0.0,22,6,0,2811,1706,0,3
islands,p03,asp-1,0.0,0,1,0,1,178,0,1
islands,p03,asp-1,0.0,2,3,0,920,693,0,2
islands,p03,asp-2,0.0,16,14,0,2837,1715,0,3
islands,p03,asp-2,0.0,0,1,0,0,171,0,1
islands,p03,asp-2,0.01,235,140,1,8100,4055,1,5
islands,p03,asp-2,0.0,2,3,0,925,696,0,2
islands,p03,asp-2,0.0,83,66,1,5198,2770,0,4
