,domain,instance,planner,type,solved,SAT,time,memory,timeout,memoryout,policysize
408,miner,p17,asp2,asp,True,True,79.59141712728888,545.9375,False,False,18
420,miner,p13,asp2,asp,True,True,27.576284469105303,0.97265625,False,False,17
432,miner,p16,asp2,asp,True,True,61.59278118796647,544.5,False,False,16
444,miner,p14,asp2,asp,True,True,63.14849478472024,486.8046875,False,False,19
456,miner,p03,asp2,asp,True,True,4.823759211227298,1.14453125,False,False,14
468,miner,p18,asp2,asp,True,True,62.978877045214176,472.08984375,False,False,19
480,miner,p26,asp2,asp,True,True,156.5151478210464,615.1953125,False,False,19
492,miner,p30,asp2,asp,True,True,86.75272953417152,506.40234375,False,False,17
504,miner,p27,asp2,asp,True,True,321.97468617372215,891.9765625,False,False,22
516,miner,p42,asp2,asp,True,True,359.07788555603474,1143.59765625,False,False,21
528,miner,p36,asp2,asp,True,True,165.18213604111224,589.984375,False,False,19
540,miner,p41,asp2,asp,True,True,369.99671568814665,1198.2265625,False,False,22
552,miner,p49,asp2,asp,True,True,1841.4753307569767,2523.3515625,False,False,28
564,miner,p24,asp2,asp,True,True,384.3127890052274,1037.8828125,False,False,22
576,miner,p07,asp2,asp,True,True,56.277741325087845,177.0234375,False,False,20
588,miner,p09,asp2,asp,True,True,52.27824128419161,362.83984375,False,False,19
600,miner,p23,asp2,asp,True,True,247.385184426792,799.83203125,False,False,22
612,miner,p12,asp2,asp,True,True,22.40345350280404,1.0625,False,False,17
624,miner,p08,asp2,asp,True,True,37.91026582289487,64.90234375,False,False,18
636,miner,p15,asp2,asp,True,True,83.03780242335051,460.98046875,False,False,20
648,miner,p47,asp2,asp,True,True,1298.7179204979911,2443.56640625,False,False,25
660,miner,p02,asp2,asp,True,True,4.072253609076142,0.89453125,False,False,15
672,miner,p10,asp2,asp,True,True,36.3409292306751,257.79296875,False,False,17
684,miner,p38,asp2,asp,True,True,590.8329181885347,1559.33984375,False,False,22
696,miner,p40,asp2,asp,True,True,492.7290531592444,1304.55078125,False,False,23
708,miner,p46,asp2,asp,True,True,1282.496621446684,2184.99609375,False,False,26
720,miner,p32,asp2,asp,True,True,675.7543626353145,1503.09765625,False,False,24
732,miner,p05,asp2,asp,True,True,21.47933009918779,1.0546875,False,False,19
744,miner,p34,asp2,asp,True,True,258.5657643089071,806.2734375,False,False,20
756,miner,p33,asp2,asp,True,True,374.4764294968918,1168.58984375,False,False,22
768,miner,p45,asp2,asp,True,True,1689.9589452911168,3128.13671875,False,False,28
780,miner,p28,asp2,asp,True,True,245.3347693476826,800.63671875,False,False,22
792,miner,p43,asp2,asp,True,True,560.5977001432329,1437.296875,False,False,22
804,miner,p39,asp2,asp,True,True,787.0038341870531,1818.296875,False,False,24
816,miner,p21,asp2,asp,True,True,242.9015605468303,731.296875,False,False,23
828,miner,p11,asp2,asp,True,True,40.8832635357976,332.77734375,False,False,19
840,miner,p51,asp2,asp,True,True,1909.352137543261,3330.52734375,False,False,25
852,miner,p31,asp2,asp,True,True,103.63683467917144,477.875,False,False,19
864,miner,p37,asp2,asp,True,True,296.9695722395554,938.484375,False,False,21
876,miner,p19,asp2,asp,True,True,182.57294992450625,846.00390625,False,False,21
888,miner,p04,asp2,asp,True,True,19.99970574490726,1.14453125,False,False,17
3329,spiky-tireworld,p06,asp2,asp,True,True,235.35979144694284,365.37890625,False,False,23
3340,spiky-tireworld,p01,asp2,asp,True,True,53.22952294303104,109.16015625,False,False,23
3351,spiky-tireworld,p03,asp2,asp,True,True,78.69159755995497,267.08984375,False,False,23
3362,spiky-tireworld,p07,asp2,asp,True,True,255.7426612488925,420.41015625,False,False,23
3373,spiky-tireworld,p09,asp2,asp,True,True,357.25264048110694,502.07421875,False,False,23
3384,spiky-tireworld,p08,asp2,asp,True,True,398.4044470391236,472.21875,False,False,23
3395,spiky-tireworld,p02,asp2,asp,True,True,59.75772122293711,219.09765625,False,False,23
3404,spiky-tireworld,p10,asp2,asp,True,True,364.0537952417508,538.2265625,False,False,23
3415,spiky-tireworld,p05,asp2,asp,True,True,155.8343117479235,353.6953125,False,False,23
3424,spiky-tireworld,p11,asp2,asp,True,True,1356.258434274234,789.39453125,False,False,27
3435,spiky-tireworld,p04,asp2,asp,True,True,11.134972573723644,1.1875,False,False,23
3445,tireworld-truck,p50,asp2,asp,True,True,462.5837813047692,161.30859375,False,False,20
3455,tireworld-truck,p20,asp2,asp,True,True,3.708944017067552,1.3046875,False,False,14
3465,tireworld-truck,p35,asp2,asp,True,True,3.0913901031017303,0.86328125,False,False,15
3475,tireworld-truck,p48,asp2,asp,True,True,240.8159529929981,144.54296875,False,False,18
3485,tireworld-truck,p22,asp2,asp,True,True,2.9951309841126204,0.93359375,False,False,12
3495,tireworld-truck,p29,asp2,asp,True,True,109.82179648196325,127.578125,False,False,17
3505,tireworld-truck,p25,asp2,asp,True,True,3.135646136943251,0.7265625,False,False,12
3515,tireworld-truck,p44,asp2,asp,True,True,13.090313877910376,0.6953125,False,False,15
3525,tireworld-truck,p58,asp2,asp,True,True,2.3354289080016315,0.82421875,False,False,14
3535,tireworld-truck,p06,asp2,asp,True,True,1.331942757125944,0.953125,False,False,9
3545,tireworld-truck,p66,asp2,asp,True,True,24.27457533404231,0.80859375,False,False,16
3555,tireworld-truck,p01,asp2,asp,True,True,1.2057905457913876,1.08984375,False,False,11
3565,tireworld-truck,p17,asp2,asp,True,True,1.3462882339954376,0.7265625,False,False,12
3575,tireworld-truck,p13,asp2,asp,True,True,5.716751648113132,1.13671875,False,False,14
3585,tireworld-truck,p16,asp2,asp,True,True,1.0406553130596876,1.2578125,False,False,10
3595,tireworld-truck,p72,asp2,asp,True,True,1472.2088182480074,215.640625,False,False,23
3605,tireworld-truck,p14,asp2,asp,True,True,5.587338863871992,1.3046875,False,False,14
3615,tireworld-truck,p69,asp2,asp,True,True,62.15260886726901,140.98828125,False,False,17
3625,tireworld-truck,p03,asp2,asp,True,True,1.2594999810680747,1.1953125,False,False,9
3635,tireworld-truck,p18,asp2,asp,True,True,1.8523883810266848,1.12109375,False,False,12
3645,tireworld-truck,p26,asp2,asp,True,True,22.04539899807424,0.72265625,False,False,17
3655,tireworld-truck,p30,asp2,asp,True,True,118.65746542671695,134.23828125,False,False,17
3665,tireworld-truck,p27,asp2,asp,True,True,9.688816942740232,1.2265625,False,False,15
3675,tireworld-truck,p52,asp2,asp,True,True,382.7970793102868,174.85546875,False,False,20
3685,tireworld-truck,p42,asp2,asp,True,True,23.98998691979796,0.8125,False,False,17
3695,tireworld-truck,p36,asp2,asp,True,True,4.7698437590152025,0.9375,False,False,15
3705,tireworld-truck,p56,asp2,asp,True,True,388.6186552853324,171.41796875,False,False,18
3715,tireworld-truck,p63,asp2,asp,True,True,19.032587596215308,1.2578125,False,False,16
3725,tireworld-truck,p41,asp2,asp,True,True,10.66460866620764,1.2890625,False,False,15
3735,tireworld-truck,p49,asp2,asp,True,True,97.87905252166092,140.0859375,False,False,18
3745,tireworld-truck,p57,asp2,asp,True,True,124.56133246282116,166.66015625,False,False,18
3755,tireworld-truck,p24,asp2,asp,True,True,5.277374824043363,1.16015625,False,False,14
3765,tireworld-truck,p07,asp2,asp,True,True,1.356546876952052,0.890625,False,False,9
3775,tireworld-truck,p09,asp2,asp,True,True,2.3922115634195507,0.88671875,False,False,11
3785,tireworld-truck,p73,asp2,asp,True,True,550.3906504218467,216.69140625,False,False,21
3795,tireworld-truck,p75,asp2,asp,True,True,87.45645332243294,163.05078125,False,False,17
3805,tireworld-truck,p23,asp2,asp,True,True,5.638042752165347,1.28515625,False,False,14
3815,tireworld-truck,p12,asp2,asp,True,True,5.236342173069716,1.16015625,False,False,14
3825,tireworld-truck,p08,asp2,asp,True,True,2.1191018731333315,1.16015625,False,False,11
3835,tireworld-truck,p15,asp2,asp,True,True,13.26207803701982,1.08203125,False,False,14
3845,tireworld-truck,p47,asp2,asp,True,True,63.41575340786949,114.765625,False,False,18
3855,tireworld-truck,p64,asp2,asp,True,True,48.18053087405861,117.453125,False,False,18
3865,tireworld-truck,p02,asp2,asp,True,True,1.0166233768686652,1.1015625,False,False,9
3875,tireworld-truck,p68,asp2,asp,True,True,343.415251925122,140.15625,False,False,21
3885,tireworld-truck,p70,asp2,asp,True,True,247.76417640270665,166.21875,False,False,19
3895,tireworld-truck,p65,asp2,asp,True,True,55.357948787976056,161.43359375,False,False,18
3905,tireworld-truck,p38,asp2,asp,True,True,4.295453399885446,1.3046875,False,False,13
3915,tireworld-truck,p60,asp2,asp,True,True,9.884638944640756,0.83203125,False,False,16
3925,tireworld-truck,p40,asp2,asp,True,True,18.532541589345783,0.83984375,False,False,17
3935,tireworld-truck,p67,asp2,asp,True,True,103.37265517516062,124.08203125,False,False,19
3945,tireworld-truck,p61,asp2,asp,True,True,5.367381901014596,1.29296875,False,False,14
3955,tireworld-truck,p71,asp2,asp,True,True,559.0662703630514,199.65234375,False,False,21
3965,tireworld-truck,p46,asp2,asp,True,True,12.249714297242464,1.12890625,False,False,16
3975,tireworld-truck,p54,asp2,asp,True,True,46.7928851172328,118.453125,False,False,16
3985,tireworld-truck,p62,asp2,asp,True,True,20.4801463666372,1.16015625,False,False,16
3995,tireworld-truck,p32,asp2,asp,True,True,20.646361445076764,0.86328125,False,False,15
4005,tireworld-truck,p05,asp2,asp,True,True,1.800499876961112,1.31640625,False,False,11
4015,tireworld-truck,p53,asp2,asp,True,True,114.50292982812972,149.30078125,False,False,18
4025,tireworld-truck,p59,asp2,asp,True,True,6.1367301368154585,1.1640625,False,False,16
4035,tireworld-truck,p34,asp2,asp,True,True,1.7054266859777272,0.7578125,False,False,13
4045,tireworld-truck,p33,asp2,asp,True,True,59.80652009975165,134.32421875,False,False,17
4055,tireworld-truck,p45,asp2,asp,True,True,27.249713848810643,1.30078125,False,False,17
4065,tireworld-truck,p28,asp2,asp,True,True,14.882063798140734,0.9375,False,False,15
4075,tireworld-truck,p43,asp2,asp,True,True,22.08779350295663,1.10546875,False,False,17
4085,tireworld-truck,p39,asp2,asp,True,True,6.5651513850316405,1.2421875,False,False,15
4095,tireworld-truck,p21,asp2,asp,True,True,2.5804894790053368,1.29296875,False,False,12
4105,tireworld-truck,p74,asp2,asp,True,True,274.15840055420995,193.47265625,False,False,19
4115,tireworld-truck,p11,asp2,asp,True,True,1.583878675941378,1.2109375,False,False,9
4125,tireworld-truck,p55,asp2,asp,True,True,55.259655382018536,101.82421875,False,False,16
4135,tireworld-truck,p51,asp2,asp,True,True,214.6813284740784,156.52734375,False,False,20
4145,tireworld-truck,p31,asp2,asp,True,True,14.965854463167489,0.8515625,False,False,15
4155,tireworld-truck,p37,asp2,asp,True,True,2.655085809994489,1.09375,False,False,13
4165,tireworld-truck,p19,asp2,asp,True,True,2.8782650707289577,1.171875,False,False,14
4175,tireworld-truck,p04,asp2,asp,True,True,1.445759465917945,1.26171875,False,False,11
1120,triangle-tireworld,p01,asp2,asp,True,True,1.03833552217111,1.1640625,False,False,8
1151,triangle-tireworld,p03,asp2,asp,True,True,54.53786931466311,123.56640625,False,False,24
1230,triangle-tireworld,p02,asp2,asp,True,True,3.527477596886456,1.25390625,False,False,16
1261,triangle-tireworld,p05,asp2,asp,True,True,5938.5885487920605,460.80859375,False,False,40
1322,triangle-tireworld,p04,asp2,asp,True,True,842.3525344841182,250.234375,False,False,32
1,acrobatics,p06,paladinus-4h,paladinus,True,True,3.1531581680756062,82.828125,False,False,128
5,acrobatics,p06,prp-4h,prp,True,True,10.47929317993112,11.1171875,False,False,129
8,acrobatics,p01,paladinus-4h,paladinus,True,True,0.3787393060047179,1.28515625,False,False,4
9,acrobatics,p01,minisat-4h,fondsat,True,True,0.2944262488745153,1.40234375,False,False,4
10,acrobatics,p01,glucose-4h,fondsat,True,True,0.179494225885719,0.00390625,False,False,4
15,acrobatics,p01,prp-4h,prp,True,True,0.1181883299723267,1.28515625,False,False,5
18,acrobatics,p03,paladinus-4h,paladinus,True,True,0.5761188010219485,1.0703125,False,False,16
19,acrobatics,p03,minisat-4h,fondsat,True,True,28.30876251775772,1.2109375,False,False,16
20,acrobatics,p03,glucose-4h,fondsat,True,True,6.692406486719847,1.57421875,False,False,16
25,acrobatics,p03,prp-4h,prp,True,True,6.965715982951224,10.30078125,False,False,17
28,acrobatics,p07,paladinus-4h,paladinus,True,True,11.784497031010687,86.36328125,False,False,256
32,acrobatics,p07,prp-4h,prp,True,True,10.957495455862954,11.51171875,False,False,257
35,acrobatics,p08,paladinus-4h,paladinus,True,True,88.89614224480465,121.57421875,False,False,512
39,acrobatics,p08,prp-4h,prp,True,True,11.595875557977706,12.8359375,False,False,513
42,acrobatics,p02,paladinus-4h,paladinus,True,True,0.4600885650143027,1.30078125,False,False,8
43,acrobatics,p02,minisat-4h,fondsat,True,True,0.5720735746435821,1.19921875,False,False,8
44,acrobatics,p02,glucose-4h,fondsat,True,True,0.4186751530505717,1.21484375,False,False,8
49,acrobatics,p02,prp-4h,prp,True,True,6.412867966108024,10.44140625,False,False,9
52,acrobatics,p05,paladinus-4h,paladinus,True,True,1.259007962187752,69.58203125,False,False,64
59,acrobatics,p05,prp-4h,prp,True,True,10.421824936987832,10.96875,False,False,65
62,acrobatics,p04,paladinus-4h,paladinus,True,True,0.7399643620010465,0.75,False,False,32
64,acrobatics,p04,glucose-4h,fondsat,True,True,867.9480644678697,191.5859375,False,False,32
69,acrobatics,p04,prp-4h,prp,True,True,7.347044080961496,10.41796875,False,False,33
76,blocksworld,p20,prp-4h,prp,True,True,0.9076750259846448,6.203125,False,False,23
83,blocksworld,p22,prp-4h,prp,True,True,2.9564737109467387,47.81640625,False,False,43
90,blocksworld,p29,prp-4h,prp,True,True,2.556227657012641,50.26171875,False,False,39
97,blocksworld,p25,prp-4h,prp,True,True,2.3768837999086827,53.4140625,False,False,46
100,blocksworld,p06,paladinus-4h,paladinus,True,True,1.632992630824447,69.29296875,False,False,13
101,blocksworld,p06,minisat-4h,fondsat,True,True,11.65156905213371,1.63671875,False,False,11
102,blocksworld,p06,glucose-4h,fondsat,True,True,13.00834269123152,1.02734375,False,False,11
105,blocksworld,p06,prp-4h,prp,True,True,0.2145198888611048,1.30859375,False,False,12
108,blocksworld,p01,paladinus-4h,paladinus,True,True,0.9167560262139888,1.2890625,False,False,11
109,blocksworld,p01,minisat-4h,fondsat,True,True,6.055234865285456,1.42578125,False,False,9
110,blocksworld,p01,glucose-4h,fondsat,True,True,6.945543561596423,1.7578125,False,False,9
113,blocksworld,p01,prp-4h,prp,True,True,0.2505516118835658,3.4296875,False,False,10
120,blocksworld,p17,prp-4h,prp,True,True,0.927383280126378,1.1015625,False,False,27
127,blocksworld,p13,prp-4h,prp,True,True,0.8408717219717801,1.1953125,False,False,23
134,blocksworld,p16,prp-4h,prp,True,True,0.929476706078276,3.11328125,False,False,27
139,blocksworld,p14,glucose-4h,fondsat,True,True,4526.590034770314,1162.0390625,False,False,18
141,blocksworld,p14,prp-4h,prp,True,True,0.9057642170228064,1.21484375,False,False,19
144,blocksworld,p03,paladinus-4h,paladinus,True,True,1.1992373780813068,67.9765625,False,False,11
145,blocksworld,p03,minisat-4h,fondsat,True,True,7.861829767934978,1.0859375,False,False,10
146,blocksworld,p03,glucose-4h,fondsat,True,True,9.329728738870472,1.484375,False,False,10
149,blocksworld,p03,prp-4h,prp,True,True,0.2395886739250272,1.18359375,False,False,11
154,blocksworld,p18,glucose-4h,fondsat,True,True,4181.355611450039,1112.8046875,False,False,18
156,blocksworld,p18,prp-4h,prp,True,True,0.7848906591534615,0.80859375,False,False,19
163,blocksworld,p26,prp-4h,prp,True,True,2.2697125519625843,52.37890625,False,False,32
170,blocksworld,p30,prp-4h,prp,True,True,3.0942192170768976,47.88671875,False,False,39
177,blocksworld,p27,prp-4h,prp,True,True,2.9133076849393547,47.5859375,False,False,37
184,blocksworld,p24,prp-4h,prp,True,True,2.8542294669896364,47.8671875,False,False,46
187,blocksworld,p07,paladinus-4h,paladinus,True,True,7.176788235083222,246.83984375,False,False,19
188,blocksworld,p07,minisat-4h,fondsat,True,True,26.68901856662705,1.54296875,False,False,13
189,blocksworld,p07,glucose-4h,fondsat,True,True,25.615321727003906,1.25,False,False,13
192,blocksworld,p07,prp-4h,prp,True,True,0.2080404399894178,0.859375,False,False,14
195,blocksworld,p09,paladinus-4h,paladinus,True,True,0.9123996130656452,1.2265625,False,False,9
196,blocksworld,p09,minisat-4h,fondsat,True,True,6.102952432818711,1.0859375,False,False,9
197,blocksworld,p09,glucose-4h,fondsat,True,True,7.015866560861468,0.953125,False,False,9
200,blocksworld,p09,prp-4h,prp,True,True,0.2634987579658627,1.06640625,False,False,10
207,blocksworld,p23,prp-4h,prp,True,True,2.715039419941604,48.31640625,False,False,43
215,blocksworld,p12,prp-4h,prp,True,True,0.7852858239784837,0.85546875,False,False,25
218,blocksworld,p08,paladinus-4h,paladinus,True,True,4.305092507973313,148.63671875,False,False,15
219,blocksworld,p08,minisat-4h,fondsat,True,True,37.271187532227486,36.01171875,False,False,13
220,blocksworld,p08,glucose-4h,fondsat,True,True,25.38863357109949,0.9296875,False,False,13
223,blocksworld,p08,prp-4h,prp,True,True,0.216974554117769,1.0703125,False,False,14
230,blocksworld,p15,prp-4h,prp,True,True,0.8335239458829165,0.6953125,False,False,26
233,blocksworld,p02,paladinus-4h,paladinus,True,True,0.9881001228932292,1.234375,False,False,9
234,blocksworld,p02,minisat-4h,fondsat,True,True,4.432602893095464,0.91015625,False,False,8
235,blocksworld,p02,glucose-4h,fondsat,True,True,4.89045017817989,1.0625,False,False,8
238,blocksworld,p02,prp-4h,prp,True,True,0.2208243580535054,1.25,False,False,9
241,blocksworld,p10,paladinus-4h,paladinus,True,True,0.9957345728762448,1.2265625,False,False,11
242,blocksworld,p10,minisat-4h,fondsat,True,True,10.841491599101571,1.34765625,False,False,11
243,blocksworld,p10,glucose-4h,fondsat,True,True,12.765837657731026,1.05859375,False,False,11
246,blocksworld,p10,prp-4h,prp,True,True,0.2334146320354193,0.75,False,False,12
249,blocksworld,p05,paladinus-4h,paladinus,True,True,2.3784419849980623,97.36328125,False,False,17
250,blocksworld,p05,minisat-4h,fondsat,True,True,15.28265889082104,1.00390625,False,False,12
251,blocksworld,p05,glucose-4h,fondsat,True,True,16.815682717133313,1.3671875,False,False,12
254,blocksworld,p05,prp-4h,prp,True,True,0.2190911720972508,1.1640625,False,False,13
261,blocksworld,p28,prp-4h,prp,True,True,2.867967592785135,48.56640625,False,False,31
268,blocksworld,p21,prp-4h,prp,True,True,2.758163176011294,48.26171875,False,False,40
276,blocksworld,p11,prp-4h,prp,True,True,0.931751481955871,0.69921875,False,False,25
283,blocksworld,p19,prp-4h,prp,True,True,0.822562312008813,0.859375,False,False,28
286,blocksworld,p04,paladinus-4h,paladinus,True,True,5.296035321196541,188.8984375,False,False,17
287,blocksworld,p04,minisat-4h,fondsat,True,True,55.17789551382885,20.53125,False,False,14
288,blocksworld,p04,glucose-4h,fondsat,True,True,30.70180702302605,22.1796875,False,False,14
291,blocksworld,p04,prp-4h,prp,True,True,0.2295024411287158,1.1015625,False,False,19
296,miner,p50,minisat-4h,fondsat,True,True,1808.419493637048,314.6484375,False,False,24
297,miner,p50,glucose-4h,fondsat,True,True,1529.3915378088132,350.31640625,False,False,24
306,miner,p20,paladinus-4h,paladinus,True,True,78.27120577404276,1184.953125,False,False,25
308,miner,p20,minisat-4h,fondsat,True,True,359.79978132015094,154.96484375,False,False,19
309,miner,p20,glucose-4h,fondsat,True,True,256.9980956260115,101.7890625,False,False,19
318,miner,p35,paladinus-4h,paladinus,True,True,5.913402499863878,89.32421875,False,False,19
320,miner,p35,minisat-4h,fondsat,True,True,616.3334902669303,262.6015625,False,False,18
321,miner,p35,glucose-4h,fondsat,True,True,424.137060508132,196.0703125,False,False,18
330,miner,p48,paladinus-4h,paladinus,True,True,35.187516948906705,350.34765625,False,False,24
332,miner,p48,minisat-4h,fondsat,True,True,2278.812108461745,395.40234375,False,False,24
333,miner,p48,glucose-4h,fondsat,True,True,1717.4675792870112,509.77734375,False,False,24
344,miner,p22,minisat-4h,fondsat,True,True,1317.3011309029534,621.27734375,False,False,26
345,miner,p22,glucose-4h,fondsat,True,True,521.701136009302,194.4609375,False,False,26
351,miner,p22,prp-4h,prp,True,True,1214.6906231271569,2463.62890625,False,False,35
354,miner,p29,paladinus-4h,paladinus,True,True,12.766523139784113,218.32421875,False,False,23
356,miner,p29,minisat-4h,fondsat,True,True,290.78405239991844,97.8671875,False,False,19
357,miner,p29,glucose-4h,fondsat,True,True,279.7006628708914,177.08984375,False,False,19
366,miner,p25,paladinus-4h,paladinus,True,True,13.488120290916411,224.55078125,False,False,23
368,miner,p25,minisat-4h,fondsat,True,True,247.2931830990128,90.96875,False,False,20
369,miner,p25,glucose-4h,fondsat,True,True,215.79859736282376,95.16015625,False,False,20
375,miner,p25,prp-4h,prp,True,True,9.504855691920966,18.84765625,False,False,24
378,miner,p44,paladinus-4h,paladinus,True,True,54.47556416899897,736.5390625,False,False,22
380,miner,p44,minisat-4h,fondsat,True,True,812.2966475249268,258.9765625,False,False,22
381,miner,p44,glucose-4h,fondsat,True,True,658.4313072487712,293.81640625,False,False,22
390,miner,p01,paladinus-4h,paladinus,True,True,1.499260483076796,74.1875,False,False,21
392,miner,p01,minisat-4h,fondsat,True,True,20.97101302817464,1.20703125,False,False,18
393,miner,p01,glucose-4h,fondsat,True,True,12.121543101035058,1.33203125,False,False,18
399,miner,p01,prp-4h,prp,True,True,0.6413564258255064,0.9296875,False,False,23
402,miner,p17,paladinus-4h,paladinus,True,True,7.789297017036006,143.92578125,False,False,18
404,miner,p17,minisat-4h,fondsat,True,True,342.40386664122343,112.3828125,False,False,18
405,miner,p17,glucose-4h,fondsat,True,True,247.5065078428015,90.11328125,False,False,18
414,miner,p13,paladinus-4h,paladinus,True,True,7.581958516966551,193.0234375,False,False,19
416,miner,p13,minisat-4h,fondsat,True,True,73.14547957293689,27.74609375,False,False,17
417,miner,p13,glucose-4h,fondsat,True,True,68.23565575899556,27.59765625,False,False,17
426,miner,p16,paladinus-4h,paladinus,True,True,3.6522739459760487,85.9921875,False,False,16
428,miner,p16,minisat-4h,fondsat,True,True,203.66586178401485,89.140625,False,False,16
429,miner,p16,glucose-4h,fondsat,True,True,207.07931987196207,120.78125,False,False,16
438,miner,p14,paladinus-4h,paladinus,True,True,3.830265301978216,87.78125,False,False,19
440,miner,p14,minisat-4h,fondsat,True,True,300.21224590111524,99.03515625,False,False,19
441,miner,p14,glucose-4h,fondsat,True,True,156.25746371783316,132.1328125,False,False,19
450,miner,p03,paladinus-4h,paladinus,True,True,1.9733849680051208,67.234375,False,False,15
452,miner,p03,minisat-4h,fondsat,True,True,17.987560217268765,1.10546875,False,False,14
453,miner,p03,glucose-4h,fondsat,True,True,11.700495348777622,1.09765625,False,False,14
459,miner,p03,prp-4h,prp,True,True,793.6423449260183,1191.4140625,False,False,17
462,miner,p18,paladinus-4h,paladinus,True,True,12.904272458981724,262.5546875,False,False,20
464,miner,p18,minisat-4h,fondsat,True,True,274.6855891998857,109.01171875,False,False,19
465,miner,p18,glucose-4h,fondsat,True,True,160.24179296894,127.46875,False,False,19
471,miner,p18,prp-4h,prp,True,True,9.442035733023658,19.42578125,False,False,21
474,miner,p26,paladinus-4h,paladinus,True,True,97.36430930183268,1587.78125,False,False,26
476,miner,p26,minisat-4h,fondsat,True,True,271.1609743167646,137.1328125,False,False,19
477,miner,p26,glucose-4h,fondsat,True,True,242.59386930288747,165.3359375,False,False,19
486,miner,p30,paladinus-4h,paladinus,True,True,10.344933009939268,206.95703125,False,False,18
488,miner,p30,minisat-4h,fondsat,True,True,202.8756423303857,38.74609375,False,False,17
489,miner,p30,glucose-4h,fondsat,True,True,199.33296458004045,38.69921875,False,False,17
495,miner,p30,prp-4h,prp,True,True,1037.6146981699858,2135.0234375,False,False,19
498,miner,p27,paladinus-4h,paladinus,True,True,247.69686500402167,3154.42578125,False,False,30
500,miner,p27,minisat-4h,fondsat,True,True,513.1974499667995,133.91015625,False,False,22
501,miner,p27,glucose-4h,fondsat,True,True,431.908547595609,204.1015625,False,False,22
510,miner,p42,paladinus-4h,paladinus,True,True,28.18602585908957,428.36328125,False,False,21
512,miner,p42,minisat-4h,fondsat,True,True,855.3211001148447,172.12109375,False,False,21
513,miner,p42,glucose-4h,fondsat,True,True,651.3949233782478,269.77734375,False,False,21
522,miner,p36,paladinus-4h,paladinus,True,True,15.217193488031626,224.41796875,False,False,19
524,miner,p36,minisat-4h,fondsat,True,True,477.1419985373505,191.421875,False,False,19
525,miner,p36,glucose-4h,fondsat,True,True,382.35801311722025,193.66796875,False,False,19
534,miner,p41,paladinus-4h,paladinus,True,True,56.39703426416963,704.421875,False,False,26
536,miner,p41,minisat-4h,fondsat,True,True,1147.4035541815683,262.06640625,False,False,22
537,miner,p41,glucose-4h,fondsat,True,True,677.3312506871298,271.64453125,False,False,22
546,miner,p49,paladinus-4h,paladinus,True,True,255.01868262095377,2672.8125,False,False,32
548,miner,p49,minisat-4h,fondsat,True,True,4874.562750865705,1525.328125,False,False,28
549,miner,p49,glucose-4h,fondsat,True,True,1953.509614221752,471.6640625,False,False,28
560,miner,p24,minisat-4h,fondsat,True,True,804.0641124518588,188.94921875,False,False,22
561,miner,p24,glucose-4h,fondsat,True,True,595.8207036084495,249.25390625,False,False,22
570,miner,p07,paladinus-4h,paladinus,True,True,19.429595249006525,523.8671875,False,False,22
572,miner,p07,minisat-4h,fondsat,True,True,163.82709830068052,157.484375,False,False,20
573,miner,p07,glucose-4h,fondsat,True,True,89.64408473623917,44.4765625,False,False,20
582,miner,p09,paladinus-4h,paladinus,True,True,112.85503313387744,1956.82421875,False,False,41
584,miner,p09,minisat-4h,fondsat,True,True,279.6066811340861,150.30859375,False,False,19
585,miner,p09,glucose-4h,fondsat,True,True,107.63008532579988,86.6328125,False,False,19
594,miner,p23,paladinus-4h,paladinus,True,True,34.62710554595105,503.43359375,False,False,26
596,miner,p23,minisat-4h,fondsat,True,True,446.46483004512265,157.609375,False,False,22
597,miner,p23,glucose-4h,fondsat,True,True,374.2382981427945,106.0078125,False,False,22
606,miner,p12,paladinus-4h,paladinus,True,True,2.7687402949668467,75.26171875,False,False,17
608,miner,p12,minisat-4h,fondsat,True,True,68.35469373129308,27.453125,False,False,17
609,miner,p12,glucose-4h,fondsat,True,True,60.49445507163182,27.390625,False,False,17
615,miner,p12,prp-4h,prp,True,True,813.7511718319729,1184.03515625,False,False,20
618,miner,p08,paladinus-4h,paladinus,True,True,3.9080212560947984,93.4375,False,False,18
620,miner,p08,minisat-4h,fondsat,True,True,110.21448284201324,38.6484375,False,False,18
621,miner,p08,glucose-4h,fondsat,True,True,76.65004676021636,74.85546875,False,False,18
630,miner,p15,paladinus-4h,paladinus,True,True,65.13359931507148,1192.71875,False,False,28
632,miner,p15,minisat-4h,fondsat,True,True,229.2397524937988,74.29296875,False,False,20
633,miner,p15,glucose-4h,fondsat,True,True,167.8302201507613,114.703125,False,False,20
642,miner,p47,paladinus-4h,paladinus,True,True,16.811989297159016,160.9140625,False,False,25
644,miner,p47,minisat-4h,fondsat,True,True,7229.664082258008,2188.9921875,False,False,25
645,miner,p47,glucose-4h,fondsat,True,True,2020.150414256845,536.40625,False,False,25
654,miner,p02,paladinus-4h,paladinus,True,True,1.1331060458905995,67.70703125,False,False,15
656,miner,p02,minisat-4h,fondsat,True,True,20.568488587159663,1.10546875,False,False,15
657,miner,p02,glucose-4h,fondsat,True,True,9.339348560199142,1.203125,False,False,15
663,miner,p02,prp-4h,prp,True,True,0.2247386800590902,1.2890625,False,False,16
666,miner,p10,paladinus-4h,paladinus,True,True,38.70546934800223,857.34375,False,False,22
