task,run,status,solved,cputime,walltime,memory_mb,planner_time,policy_size,domain,instance,solver
triangle-tireworld_12.yml,prp.FOND,1,True,1.518449,1.520745487883687,20.549632,0.95,143,triangle-tireworld,12,prp
triangle-tireworld_13.yml,prp.FOND,1,True,1.834337,1.8366264468058944,25.264128,1.22,155,triangle-tireworld,13,prp
triangle-tireworld_14.yml,prp.FOND,1,True,2.269158,2.271449407562613,30.90432,1.58,167,triangle-tireworld,14,prp
triangle-tireworld_15.yml,prp.FOND,1,True,2.939703,2.941956190392375,37.35552,2.14,179,triangle-tireworld,15,prp
triangle-tireworld_16.yml,prp.FOND,1,True,3.703374,3.7059087194502354,46.002176,2.79,191,triangle-tireworld,16,prp
triangle-tireworld_17.yml,prp.FOND,1,True,4.737849,4.740231274627149,54.849536,3.69,203,triangle-tireworld,17,prp
triangle-tireworld_18.yml,prp.FOND,1,True,6.040234,6.042709610424936,65.3312,4.84,215,triangle-tireworld,18,prp
triangle-tireworld_19.yml,prp.FOND,1,True,7.498262,7.5010934779420495,76.959744,6.14,227,triangle-tireworld,19,prp
triangle-tireworld_20.yml,prp.FOND,1,True,9.481038,9.483919182792306,90.0096,7.93,239,triangle-tireworld,20,prp
triangle-tireworld_21.yml,prp.FOND,1,True,11.946727,11.95047581102699,105.254912,10.16,251,triangle-tireworld,21,prp
triangle-tireworld_22.yml,prp.FOND,1,True,14.737447,14.74449751432985,124.792832,12.7,263,triangle-tireworld,22,prp
triangle-tireworld_23.yml,prp.FOND,1,True,17.254745,17.258391010574996,144.728064,14.97,275,triangle-tireworld,23,prp
triangle-tireworld_24.yml,prp.FOND,1,True,22.998908,23.003263684920967,166.449152,20.41,287,triangle-tireworld,24,prp
triangle-tireworld_25.yml,prp.FOND,1,True,28.270529,28.27511786296964,191.041536,25.38,299,triangle-tireworld,25,prp
triangle-tireworld_26.yml,prp.FOND,1,True,34.479434,34.486216568388045,218.783744,31.18,311,triangle-tireworld,26,prp
triangle-tireworld_27.yml,prp.FOND,1,True,41.922925,41.92913996707648,248.877056,38.2,323,triangle-tireworld,27,prp
triangle-tireworld_28.yml,prp.FOND,1,True,51.571669,51.57903653383255,281.235456,47.46,335,triangle-tireworld,28,prp
triangle-tireworld_29.yml,prp.FOND,1,True,61.853726,61.86211861949414,317.1328,57.27,347,triangle-tireworld,29,prp
triangle-tireworld_30.yml,prp.FOND,1,True,81.323711,81.33547595050186,356.978688,76.14,359,triangle-tireworld,30,prp
triangle-tireworld_31.yml,prp.FOND,1,True,93.980573,93.99258725345136,400.273408,88.17,371,triangle-tireworld,31,prp
triangle-tireworld_32.yml,prp.FOND,1,True,101.142782,101.15370164532214,452.141056,94.77,383,triangle-tireworld,32,prp
triangle-tireworld_33.yml,prp.FOND,1,True,109.451412,109.46529198158532,504.946688,102.21,395,triangle-tireworld,33,prp
triangle-tireworld_34.yml,prp.FOND,1,True,160.091355,160.1092105889693,562.745344,152.27,407,triangle-tireworld,34,prp
triangle-tireworld_35.yml,prp.FOND,1,True,201.17119,201.18998800963163,624.566272,192.36,419,triangle-tireworld,35,prp
triangle-tireworld_36.yml,prp.FOND,1,True,240.761217,240.782691616565,691.34336,231.06,431,triangle-tireworld,36,prp
triangle-tireworld_37.yml,prp.FOND,1,True,283.820222,283.8434945596382,764.14976,273.2,443,triangle-tireworld,37,prp
triangle-tireworld_38.yml,prp.FOND,1,True,338.917202,338.95067408587784,843.776,327.32,455,triangle-tireworld,38,prp
triangle-tireworld_39.yml,prp.FOND,1,True,385.3794,385.41340921260417,928.079872,372.66,467,triangle-tireworld,39,prp
triangle-tireworld_40.yml,prp.FOND,1,True,454.04938,454.08588911034167,1018.200064,440.11,479,triangle-tireworld,40,prp
zenotravel_01.yml,prp.FOND,1,True,0.352238,0.3539818795397877,12.947456,0.0,1,zenotravel,01,prp
zenotravel_02.yml,prp.FOND,1,True,0.439449,0.4413691367954016,13.877248,0.06,21,zenotravel,02,prp
zenotravel_03.yml,prp.FOND,1,True,0.494549,0.496781937777996,15.040512,0.08,27,zenotravel,03,prp
zenotravel_04.yml,prp.FOND,1,True,0.498361,0.5003094282001257,15.9744,0.04,13,zenotravel,04,prp
zenotravel_05.yml,prp.FOND,1,True,0.571512,0.5735143069177866,17.215488,0.06,21,zenotravel,05,prp
zenotravel_06.yml,prp.FOND,1,True,1.148967,1.1511018248274922,28.95872,0.18,45,zenotravel,06,prp
zenotravel_07.yml,prp.FOND,1,True,1.277448,1.2796350857242942,31.997952,0.2,45,zenotravel,07,prp
zenotravel_08.yml,prp.FOND,1,True,1.53351,1.5358094675466418,35.196928,0.29,65,zenotravel,08,prp
zenotravel_09.yml,prp.FOND,1,True,1.651716,1.65382263623178,38.592512,0.27,57,zenotravel,09,prp
zenotravel_10.yml,prp.FOND,1,True,1.752244,1.75432082824409,42.139648,0.25,49,zenotravel,10,prp
zenotravel_11.yml,prp.FOND,1,True,6.948226,6.951000644825399,121.860096,2.05,103,zenotravel,11,prp
zenotravel_12.yml,prp.FOND,1,True,6.649175,6.651849320158362,134.98368,1.12,85,zenotravel,12,prp
zenotravel_13.yml,prp.FOND,1,True,7.448371,7.451155888848007,147.98848,1.47,99,zenotravel,13,prp
zenotravel_14.yml,prp.FOND,1,True,7.889992,7.8930135210976,162.578432,1.2,97,zenotravel,14,prp
zenotravel_15.yml,prp.FOND,1,True,17.652254,17.65693322941661,177.238016,10.48,91,zenotravel,15,prp
acrobatics_01.yml,paladinus.FOND,1,True,0.416907,0.4532777760177851,31.98976,0.036,3,acrobatics,01,paladinus
acrobatics_02.yml,paladinus.FOND,1,True,0.448627,0.4757532998919487,32.026624,0.061,7,acrobatics,02,paladinus
acrobatics_03.yml,paladinus.FOND,1,True,0.501916,0.5439648553729057,32.09216,0.115,15,acrobatics,03,paladinus
acrobatics_04.yml,paladinus.FOND,1,True,0.681321,0.7165743503719568,46.497792,0.261,31,acrobatics,04,paladinus
acrobatics_05.yml,paladinus.FOND,1,True,1.171665,1.2356821149587631,54.849536,0.687,63,acrobatics,05,paladinus
acrobatics_06.yml,paladinus.FOND,1,True,2.819233,2.888596875593066,67.305472,2.305,127,acrobatics,06,paladinus
acrobatics_07.yml,paladinus.FOND,1,True,11.478949,11.51322565600276,71.82336,10.809,255,acrobatics,07,paladinus
acrobatics_08.yml,paladinus.FOND,1,True,71.897328,71.92680467665195,111.16544,71.069,511,acrobatics,08,paladinus
beam-walk_01.yml,paladinus.FOND,1,True,0.375828,0.4066944047808647,31.879168,0.04,7,beam-walk,01,paladinus
beam-walk_02.yml,paladinus.FOND,1,True,0.400706,0.43386285379529,32.075776,0.047,15,beam-walk,02,paladinus
beam-walk_03.yml,paladinus.FOND,1,True,0.440306,0.4697918146848678,32.079872,0.088,31,beam-walk,03,paladinus
beam-walk_04.yml,paladinus.FOND,1,True,0.535851,0.5676085539162159,32.149504,0.15,63,beam-walk,04,paladinus
beam-walk_05.yml,paladinus.FOND,1,True,0.694834,0.71812479570508,40.833024,0.275,127,beam-walk,05,paladinus
beam-walk_06.yml,paladinus.FOND,1,True,0.892953,0.9274259600788356,47.710208,0.418,255,beam-walk,06,paladinus
beam-walk_07.yml,paladinus.FOND,1,True,1.459893,1.52759157307446,69.148672,0.875,511,beam-walk,07,paladinus
beam-walk_08.yml,paladinus.FOND,1,True,2.6297,2.660416973754764,84.201472,1.888,1023,beam-walk,08,paladinus
beam-walk_09.yml,paladinus.FOND,1,True,5.072605,5.0979763232171535,139.300864,4.033,2047,beam-walk,09,paladinus
beam-walk_10.yml,paladinus.FOND,0,False,13.780185,13.823081092908978,210.169856,-1.0,-1,beam-walk,10,paladinus
beam-walk_11.yml,paladinus.FOND,0,False,57.095449,57.13045587949455,185.745408,-1.0,-1,beam-walk,11,paladinus
blocksworld-ipc08_01.yml,paladinus.FOND,1,True,0.963956,1.0212282668799162,48.074752,0.414,10,blocksworld-ipc08,01,paladinus
blocksworld-ipc08_02.yml,paladinus.FOND,1,True,0.992399,1.023587703704834,50.614272,0.466,8,blocksworld-ipc08,02,paladinus
blocksworld-ipc08_03.yml,paladinus.FOND,1,True,1.109965,1.146652352064848,58.269696,0.566,10,blocksworld-ipc08,03,paladinus
blocksworld-ipc08_04.yml,paladinus.FOND,1,True,4.839618,4.861347395926714,163.61472,4.297,16,blocksworld-ipc08,04,paladinus
blocksworld-ipc08_05.yml,paladinus.FOND,1,True,2.261211,2.2918477058410645,91.430912,1.762,16,blocksworld-ipc08,05,paladinus
blocksworld-ipc08_06.yml,paladinus.FOND,1,True,1.559936,1.6086050514131784,71.80288,1.025,12,blocksworld-ipc08,06,paladinus
blocksworld-ipc08_07.yml,paladinus.FOND,1,True,5.205159,5.21921126358211,177.02912,4.655,16,blocksworld-ipc08,07,paladinus
blocksworld-ipc08_08.yml,paladinus.FOND,1,True,3.805582,3.8313165195286274,128.372736,3.274,14,blocksworld-ipc08,08,paladinus
blocksworld-ipc08_09.yml,paladinus.FOND,1,True,0.884426,0.9468605518341064,45.060096,0.355,8,blocksworld-ipc08,09,paladinus
blocksworld-ipc08_10.yml,paladinus.FOND,1,True,0.947053,0.9774741865694524,47.460352,0.422,10,blocksworld-ipc08,10,paladinus
blocksworld-ipc08_11.yml,paladinus.FOND,0,False,3086.006461,3086.3107502385974,3325.517824,-1.0,-1,blocksworld-ipc08,11,paladinus
blocksworld-ipc08_12.yml,paladinus.FOND,0,False,3017.437716,3017.702136933804,3332.501504,-1.0,-1,blocksworld-ipc08,12,paladinus
blocksworld-ipc08_13.yml,paladinus.FOND,0,False,2829.723949,2830.0441323723644,3335.92576,-1.0,-1,blocksworld-ipc08,13,paladinus
blocksworld-ipc08_14.yml,paladinus.FOND,0,False,2997.55913,2997.795024342835,3330.37568,-1.0,-1,blocksworld-ipc08,14,paladinus
blocksworld-ipc08_15.yml,paladinus.FOND,0,False,3056.989502,3057.257110970095,3333.210112,-1.0,-1,blocksworld-ipc08,15,paladinus
blocksworld-ipc08_16.yml,paladinus.FOND,0,False,2858.848153,2859.8085304498672,3330.994176,-1.0,-1,blocksworld-ipc08,16,paladinus
blocksworld-ipc08_17.yml,paladinus.FOND,0,False,3295.417457,3295.8039026744664,3361.509376,-1.0,-1,blocksworld-ipc08,17,paladinus
blocksworld-ipc08_18.yml,paladinus.FOND,0,False,3012.879849,3013.169642146677,3333.799936,-1.0,-1,blocksworld-ipc08,18,paladinus
blocksworld-ipc08_19.yml,paladinus.FOND,0,False,2767.833582,2768.570511037484,3335.84384,-1.0,-1,blocksworld-ipc08,19,paladinus
blocksworld-ipc08_20.yml,paladinus.FOND,0,False,2827.947109,2828.884526504204,3317.379072,-1.0,-1,blocksworld-ipc08,20,paladinus
blocksworld-ipc08_21.yml,paladinus.FOND,0,False,6597.459687,6597.999653114006,3298.131968,-1.0,-1,blocksworld-ipc08,21,paladinus
blocksworld-ipc08_22.yml,paladinus.FOND,0,False,6855.467855,6856.038495874032,3298.947072,-1.0,-1,blocksworld-ipc08,22,paladinus
blocksworld-ipc08_23.yml,paladinus.FOND,0,False,6641.528204,6642.069713179022,3303.206912,-1.0,-1,blocksworld-ipc08,23,paladinus
blocksworld-ipc08_24.yml,paladinus.FOND,0,False,6948.449071,6948.993371203542,3300.667392,-1.0,-1,blocksworld-ipc08,24,paladinus
blocksworld-ipc08_25.yml,paladinus.FOND,0,False,6713.107437,6713.636735236272,3298.168832,-1.0,-1,blocksworld-ipc08,25,paladinus
blocksworld-ipc08_26.yml,paladinus.FOND,0,False,6595.160157,6595.718393102288,3305.009152,-1.0,-1,blocksworld-ipc08,26,paladinus
blocksworld-ipc08_27.yml,paladinus.FOND,0,False,6764.353192,6765.249777045101,3305.660416,-1.0,-1,blocksworld-ipc08,27,paladinus
blocksworld-ipc08_28.yml,paladinus.FOND,0,False,6901.344884,6903.405395634472,3300.839424,-1.0,-1,blocksworld-ipc08,28,paladinus
blocksworld-ipc08_29.yml,paladinus.FOND,0,False,6924.46917,6925.019493896514,3298.050048,-1.0,-1,blocksworld-ipc08,29,paladinus
blocksworld-ipc08_30.yml,paladinus.FOND,0,False,6745.487661,6746.03621785529,3299.565568,-1.0,-1,blocksworld-ipc08,30,paladinus
blocksworld-new_1.yml,paladinus.FOND,1,True,0.473275,0.5128354281187057,32.391168,0.096,4,blocksworld-new,1,paladinus
blocksworld-new_10.yml,paladinus.FOND,0,False,2893.580339,2893.8700611777604,3324.854272,-1.0,-1,blocksworld-new,10,paladinus
blocksworld-new_11.yml,paladinus.FOND,0,False,3443.207931,3443.5050871782005,3327.668224,-1.0,-1,blocksworld-new,11,paladinus
blocksworld-new_12.yml,paladinus.FOND,0,False,3614.113626,3614.444181555882,3317.297152,-1.0,-1,blocksworld-new,12,paladinus
blocksworld-new_13.yml,paladinus.FOND,0,False,4417.22528,4417.596645856276,3320.0128,-1.0,-1,blocksworld-new,13,paladinus
blocksworld-new_14.yml,paladinus.FOND,0,False,6290.993563,6291.51143139042,3312.840704,-1.0,-1,blocksworld-new,14,paladinus
blocksworld-new_15.yml,paladinus.FOND,0,False,6821.749302,6824.000131273642,3306.213376,-1.0,-1,blocksworld-new,15,paladinus
blocksworld-new_16.yml,paladinus.FOND,0,False,8592.930108,8593.609271623194,3315.707904,-1.0,-1,blocksworld-new,16,paladinus
blocksworld-new_17.yml,paladinus.FOND,0,False,10562.787582,10563.588712161409,3291.07456,-1.0,-1,blocksworld-new,17,paladinus
blocksworld-new_18.yml,paladinus.FOND,0,False,13216.385145,13217.463874213398,3295.031296,-1.0,-1,blocksworld-new,18,paladinus
blocksworld-new_19.yml,paladinus.FOND,-1,False,14401.276731,14402.105645185336,3290.39872,-1.0,-1,blocksworld-new,19,paladinus
blocksworld-new_2.yml,paladinus.FOND,1,True,0.4045,0.4405601918697357,31.981568,0.041,2,blocksworld-new,2,paladinus
blocksworld-new_20.yml,paladinus.FOND,-1,False,14401.279561,14402.016010867432,3283.386368,-1.0,-1,blocksworld-new,20,paladinus
blocksworld-new_21.yml,paladinus.FOND,-1,False,14400.335286,14401.004909440877,3288.551424,-1.0,-1,blocksworld-new,21,paladinus
blocksworld-new_22.yml,paladinus.FOND,-1,False,14400.365592,14401.005989974365,3276.96384,-1.0,-1,blocksworld-new,22,paladinus
blocksworld-new_23.yml,paladinus.FOND,-1,False,14401.278328,14406.088418141007,3277.869056,-1.0,-1,blocksworld-new,23,paladinus
blocksworld-new_24.yml,paladinus.FOND,-1,False,14400.507787,14401.00559979491,3273.089024,-1.0,-1,blocksworld-new,24,paladinus
blocksworld-new_25.yml,paladinus.FOND,-1,False,14400.372802,14401.00469120778,3174.576128,-1.0,-1,blocksworld-new,25,paladinus
blocksworld-new_26.yml,paladinus.FOND,-1,False,14401.231462,14402.035035528244,2601.222144,-1.0,-1,blocksworld-new,26,paladinus
blocksworld-new_27.yml,paladinus.FOND,-1,False,14401.261523,14402.015885137022,2609.053696,-1.0,-1,blocksworld-new,27,paladinus
blocksworld-new_28.yml,paladinus.FOND,-1,False,14400.253633,14401.004399264231,2555.056128,-1.0,-1,blocksworld-new,28,paladinus
blocksworld-new_29.yml,paladinus.FOND,-1,False,14401.222111,14402.053341489283,2189.664256,-1.0,-1,blocksworld-new,29,paladinus
blocksworld-new_3.yml,paladinus.FOND,1,True,0.511151,0.9143599197268486,32.64512,0.088,4,blocksworld-new,3,paladinus
blocksworld-new_30.yml,paladinus.FOND,-1,False,14400.234794,14401.004750961438,2100.79744,-1.0,-1,blocksworld-new,30,paladinus
blocksworld-new_31.yml,paladinus.FOND,-1,False,14401.199936,14405.700757922605,2148.569088,-1.0,-1,blocksworld-new,31,paladinus
blocksworld-new_32.yml,paladinus.FOND,-1,False,14400.232709,14401.003851607442,2185.166848,-1.0,-1,blocksworld-new,32,paladinus
blocksworld-new_33.yml,paladinus.FOND,-1,False,14400.257283,14401.004798272625,1928.699904,-1.0,-1,blocksworld-new,33,paladinus
blocksworld-new_34.yml,paladinus.FOND,-1,False,14400.26769,14401.003362864256,1827.483648,-1.0,-1,blocksworld-new,34,paladinus
blocksworld-new_35.yml,paladinus.FOND,-1,False,14400.312713,14401.004358436912,1955.647488,-1.0,-1,blocksworld-new,35,paladinus
blocksworld-new_36.yml,paladinus.FOND,-1,False,14400.342619,14401.0041691754,1917.087744,-1.0,-1,blocksworld-new,36,paladinus
blocksworld-new_37.yml,paladinus.FOND,-1,False,14400.282794,14401.003977868706,1619.099648,-1.0,-1,blocksworld-new,37,paladinus
blocksworld-new_38.yml,paladinus.FOND,-1,False,14400.367922,14401.004237793386,1620.29568,-1.0,-1,blocksworld-new,38,paladinus
blocksworld-new_39.yml,paladinus.FOND,-1,False,14401.204611,14405.04479491338,1697.640448,-1.0,-1,blocksworld-new,39,paladinus
blocksworld-new_4.yml,paladinus.FOND,1,True,0.797022,0.8222270589321852,36.491264,0.268,8,blocksworld-new,4,paladinus
blocksworld-new_40.yml,paladinus.FOND,-1,False,14400.482628,14401.003838442266,1703.366656,-1.0,-1,blocksworld-new,40,paladinus
blocksworld-new_5.yml,paladinus.FOND,1,True,2.049785,2.086127864196897,72.00768,1.467,12,blocksworld-new,5,paladinus
blocksworld-new_6.yml,paladinus.FOND,1,True,26.433798,26.462052166461945,723.533824,25.754,18,blocksworld-new,6,paladinus
blocksworld-new_7.yml,paladinus.FOND,0,False,2267.714916,2267.91002365388,3385.782272,-1.0,-1,blocksworld-new,7,paladinus
blocksworld-new_8.yml,paladinus.FOND,0,False,2740.819237,2741.0491085872054,3370.65984,-1.0,-1,blocksworld-new,8,paladinus
blocksworld-new_9.yml,paladinus.FOND,0,False,2527.552373,2527.779375184328,3341.737984,-1.0,-1,blocksworld-new,9,paladinus
chain-of-rooms_1.yml,paladinus.FOND,1,True,0.670861,0.7241450510919094,47.509504,0.265,27,chain-of-rooms,1,paladinus
chain-of-rooms_10.yml,paladinus.FOND,0,False,14399.927822,14400.71269798465,111.02208,-1.0,-1,chain-of-rooms,10,paladinus
chain-of-rooms_2.yml,paladinus.FOND,1,True,119.60039,119.64157837629318,105.996288,119.149,57,chain-of-rooms,2,paladinus
chain-of-rooms_3.yml,paladinus.FOND,0,False,14399.818673,14400.52625996992,104.235008,-1.0,-1,chain-of-rooms,3,paladinus
chain-of-rooms_4.yml,paladinus.FOND,0,False,14399.815836,14400.560154892504,104.353792,-1.0,-1,chain-of-rooms,4,paladinus
chain-of-rooms_5.yml,paladinus.FOND,0,False,14399.80834,14400.518606094643,101.052416,-1.0,-1,chain-of-rooms,5,paladinus
chain-of-rooms_6.yml,paladinus.FOND,0,False,14399.842178,14400.598715575412,105.439232,-1.0,-1,chain-of-rooms,6,paladinus
chain-of-rooms_7.yml,paladinus.FOND,0,False,14399.921256,14400.6634806972,106.06592,-1.0,-1,chain-of-rooms,7,paladinus
chain-of-rooms_8.yml,paladinus.FOND,0,False,14397.231173,14400.621891848745,110.44864,-1.0,-1,chain-of-rooms,8,paladinus
chain-of-rooms_9.yml,paladinus.FOND,0,False,14399.963567,14400.677526852116,106.983424,-1.0,-1,chain-of-rooms,9,paladinus
doors_01.yml,paladinus.FOND,1,True,0.457107,0.5029071159660816,32.083968,0.055,6,doors,01,paladinus
doors_02.yml,paladinus.FOND,1,True,0.481503,0.5140780434012413,32.043008,0.066,14,doors,02,paladinus
doors_03.yml,paladinus.FOND,1,True,0.514895,0.5402751751244068,32.129024,0.087,30,doors,03,paladinus
doors_04.yml,paladinus.FOND,1,True,0.533124,0.5594900399446487,32.186368,0.101,62,doors,04,paladinus
doors_05.yml,paladinus.FOND,1,True,0.560215,0.5837999824434519,34.2016,0.142,126,doors,05,paladinus
doors_06.yml,paladinus.FOND,1,True,0.744175,0.7745568510144949,44.879872,0.254,254,doors,06,paladinus
doors_07.yml,paladinus.FOND,1,True,0.76444,0.8134434651583433,49.074176,0.278,510,doors,07,paladinus
doors_08.yml,paladinus.FOND,1,True,1.081633,1.1083925645798445,54.812672,0.456,1022,doors,08,paladinus
doors_09.yml,paladinus.FOND,1,True,2.056195,2.091344913467765,69.627904,1.039,2046,doors,09,paladinus
doors_10.yml,paladinus.FOND,1,True,4.531499,4.555362349376082,86.46656,2.227,4094,doors,10,paladinus
doors_11.yml,paladinus.FOND,1,True,17.702667,17.732899164780974,149.397504,8.852,8190,doors,11,paladinus
doors_12.yml,paladinus.FOND,1,True,82.570476,82.60657601989806,293.9904,37.907,16382,doors,12,paladinus
doors_13.yml,paladinus.FOND,1,True,449.375029,449.4453957956284,552.927232,245.337,32766,doors,13,paladinus
doors_14.yml,paladinus.FOND,1,True,4600.571525,4600.840217972174,1397.182464,3775.409,65534,doors,14,paladinus
doors_15.yml,paladinus.FOND,1,True,14400.386503,14401.003976911306,2538.35264,12288.234,131070,doors,15,paladinus
earth_observation_01.yml,paladinus.FOND,1,True,0.612711,0.667696300894022,44.068864,0.258,28,earth_observation,01,paladinus
earth_observation_02.yml,paladinus.FOND,1,True,0.516194,0.5423324406147003,32.120832,0.066,5,earth_observation,02,paladinus
earth_observation_03.yml,paladinus.FOND,1,True,11.318832,11.351751204580069,114.085888,10.898,38,earth_observation,03,paladinus
earth_observation_04.yml,paladinus.FOND,0,False,6362.095788,6362.415615199134,2024.378368,-1.0,-1,earth_observation,04,paladinus
earth_observation_05.yml,paladinus.FOND,0,False,7816.038387,7816.629047580063,655.519744,-1.0,-1,earth_observation,05,paladinus
earth_observation_06.yml,paladinus.FOND,1,True,3.250012,3.3003954626619816,111.120384,2.843,92,earth_observation,06,paladinus
earth_observation_07.yml,paladinus.FOND,1,True,0.49905,0.5166775453835726,32.157696,0.156,17,earth_observation,07,paladinus
earth_observation_08.yml,paladinus.FOND,1,True,0.417908,0.4371991977095604,32.124928,0.054,6,earth_observation,08,paladinus
earth_observation_09.yml,paladinus.FOND,0,False,8421.501215,8422.053154395893,262.651904,-1.0,-1,earth_observation,09,paladinus
earth_observation_10.yml,paladinus.FOND,0,False,14399.944188,14400.778027161956,3343.200256,-1.0,-1,earth_observation,10,paladinus
earth_observation_11.yml,paladinus.FOND,1,True,0.430879,0.4576414506882429,32.141312,0.055,7,earth_observation,11,paladinus
earth_observation_12.yml,paladinus.FOND,0,False,8632.295863,8632.836650710553,214.597632,-1.0,-1,earth_observation,12,paladinus
earth_observation_13.yml,paladinus.FOND,0,False,9536.706376,9539.20735359192,468.099072,-1.0,-1,earth_observation,13,paladinus
earth_observation_14.yml,paladinus.FOND,0,False,6307.499738,6307.87565112859,114.987008,-1.0,-1,earth_observation,14,paladinus
earth_observation_15.yml,paladinus.FOND,0,False,14339.076134,14339.93800468184,1951.47776,-1.0,-1,earth_observation,15,paladinus
earth_observation_16.yml,paladinus.FOND,1,True,0.47,0.9296662155538796,32.423936,0.095,13,earth_observation,16,paladinus
earth_observation_17.yml,paladinus.FOND,0,False,7586.859632,7587.271519543603,1319.387136,-1.0,-1,earth_observation,17,paladinus
earth_observation_18.yml,paladinus.FOND,0,False,8994.122052,8994.651283429936,244.670464,-1.0,-1,earth_observation,18,paladinus
earth_observation_19.yml,paladinus.FOND,0,False,9340.592761,9341.291993062943,203.259904,-1.0,-1,earth_observation,19,paladinus
earth_observation_20.yml,paladinus.FOND,0,False,12209.605679,12210.442402094604,599.556096,-1.0,-1,earth_observation,20,paladinus
earth_observation_21.yml,paladinus.FOND,1,True,3547.820794,3548.792770987377,114.081792,3548.295,56,earth_observation,21,paladinus
earth_observation_22.yml,paladinus.FOND,0,False,6806.30166,6806.982052737847,691.605504,-1.0,-1,earth_observation,22,paladinus
earth_observation_23.yml,paladinus.FOND,0,False,12910.290954,12911.312029786408,506.851328,-1.0,-1,earth_observation,23,paladinus
earth_observation_24.yml,paladinus.FOND,0,False,13918.000319,13921.201684044674,217.903104,-1.0,-1,earth_observation,24,paladinus
earth_observation_25.yml,paladinus.FOND,0,False,12338.170641,12338.830337921156,1301.184512,-1.0,-1,earth_observation,25,paladinus
earth_observation_26.yml,paladinus.FOND,0,False,7935.760934,7936.207939736545,131.391488,-1.0,-1,earth_observation,26,paladinus
earth_observation_27.yml,paladinus.FOND,0,False,5975.54844,5975.906930595636,114.9952,-1.0,-1,earth_observation,27,paladinus
earth_observation_28.yml,paladinus.FOND,0,False,12966.304789,12967.119800683113,313.860096,-1.0,-1,earth_observation,28,paladinus
earth_observation_29.yml,paladinus.FOND,0,False,6689.847185,6690.20560191758,113.606656,-1.0,-1,earth_observation,29,paladinus
earth_observation_30.yml,paladinus.FOND,0,False,14399.834912,14400.605548445135,193.921024,-1.0,-1,earth_observation,30,paladinus
earth_observation_31.yml,paladinus.FOND,1,True,46.311793,46.3462106641382,117.088256,45.883,44,earth_observation,31,paladinus
earth_observation_32.yml,paladinus.FOND,-1,False,14400.125633,14400.785223003477,3283.554304,-1.0,-1,earth_observation,32,paladinus
earth_observation_33.yml,paladinus.FOND,0,False,13175.949956,13176.739368589597,926.408704,-1.0,-1,earth_observation,33,paladinus
earth_observation_34.yml,paladinus.FOND,0,False,14200.272472,14201.210299259052,861.335552,-1.0,-1,earth_observation,34,paladinus
earth_observation_35.yml,paladinus.FOND,0,False,14399.83386,14400.662932656704,1256.415232,-1.0,-1,earth_observation,35,paladinus
earth_observation_36.yml,paladinus.FOND,0,False,5953.206244,5953.573443308473,114.671616,-1.0,-1,earth_observation,36,paladinus
earth_observation_37.yml,paladinus.FOND,0,False,14397.678265,14400.887101307511,2872.832,-1.0,-1,earth_observation,37,paladinus
earth_observation_38.yml,paladinus.FOND,0,False,13091.578546,13092.351604800671,200.728576,-1.0,-1,earth_observation,38,paladinus
earth_observation_39.yml,paladinus.FOND,0,False,10091.944405,10092.540478350596,117.968896,-1.0,-1,earth_observation,39,paladinus
earth_observation_40.yml,paladinus.FOND,-1,False,14400.093831,14400.818204676732,2025.385984,-1.0,-1,earth_observation,40,paladinus
elevators_01.yml,paladinus.FOND,1,True,0.884738,0.9711616355925798,47.071232,0.48,17,elevators,01,paladinus
elevators_02.yml,paladinus.FOND,1,True,0.555112,0.6399847827851772,32.07168,0.14,9,elevators,02,paladinus
elevators_03.yml,paladinus.FOND,1,True,2.726115,2.790903214365244,82.784256,2.304,26,elevators,03,paladinus
elevators_04.yml,paladinus.FOND,1,True,0.687791,0.7683948464691639,44.081152,0.294,13,elevators,04,paladinus
elevators_05.yml,paladinus.FOND,1,True,0.707325,0.7514517232775688,46.063616,0.291,13,elevators,05,paladinus
elevators_06.yml,paladinus.FOND,1,True,27.395446,27.443899929523468,117.981184,26.984,32,elevators,06,paladinus
elevators_07.yml,paladinus.FOND,1,True,5.431548,5.473092921078205,115.023872,5.0,28,elevators,07,paladinus
elevators_08.yml,paladinus.FOND,0,False,13664.967532,13665.70579953678,118.038528,-1.0,-1,elevators,08,paladinus
elevators_09.yml,paladinus.FOND,0,False,13264.378223,13265.02262320742,112.447488,-1.0,-1,elevators,09,paladinus
elevators_10.yml,paladinus.FOND,0,False,11736.395294,11737.016487015411,107.466752,-1.0,-1,elevators,10,paladinus
elevators_11.yml,paladinus.FOND,0,False,14399.756444,14400.553853161631,454.418432,-1.0,-1,elevators,11,paladinus
elevators_12.yml,paladinus.FOND,0,False,14397.232699,14400.518062479794,184.725504,-1.0,-1,elevators,12,paladinus
elevators_13.yml,paladinus.FOND,0,False,14399.774452,14400.485424026849,163.1232,-1.0,-1,elevators,13,paladinus
elevators_14.yml,paladinus.FOND,0,False,14399.620478,14400.533694028854,474.652672,-1.0,-1,elevators,14,paladinus
elevators_15.yml,paladinus.FOND,0,False,14399.765069,14400.61250709556,258.912256,-1.0,-1,elevators,15,paladinus
faults-ipc08_01.yml,paladinus.FOND,1,True,0.434739,0.5633661393076181,31.801344,0.043,5,faults-ipc08,01,paladinus
faults-ipc08_02.yml,paladinus.FOND,1,True,0.437301,0.5194034092128277,31.834112,0.055,8,faults-ipc08,02,paladinus
