,domain,instance,planner,type,solved,SAT,time,memory,timeout,memoryout,policysize
338,miner,p48,CASP-KB,asp,True,True,713.7469320399687,2887.5546875,False,False,24
350,miner,p22,CASP-KB,asp,True,True,245.83090994879603,1102.5,False,False,26
362,miner,p29,CASP-KB,asp,True,True,141.67330820579082,689.7890625,False,False,19
374,miner,p25,CASP-KB,asp,True,True,118.76370250666514,450.01171875,False,False,20
386,miner,p44,CASP-KB,asp,True,True,319.64751085825264,1203.83984375,False,False,22
398,miner,p01,CASP-KB,asp,True,True,7.321779871825129,1.21875,False,False,18
410,miner,p17,CASP-KB,asp,True,True,89.64702355209738,551.828125,False,False,18
422,miner,p13,CASP-KB,asp,True,True,34.32705729827285,233.984375,False,False,17
434,miner,p16,CASP-KB,asp,True,True,73.33027308387682,544.8359375,False,False,16
446,miner,p14,CASP-KB,asp,True,True,69.04968866473064,372.8515625,False,False,19
458,miner,p03,CASP-KB,asp,True,True,7.131553796119988,1.2890625,False,False,14
470,miner,p18,CASP-KB,asp,True,True,67.00489812996238,364.58203125,False,False,19
482,miner,p26,CASP-KB,asp,True,True,125.56855286518112,683.12109375,False,False,19
494,miner,p30,CASP-KB,asp,True,True,97.83736188709736,455.390625,False,False,17
506,miner,p27,CASP-KB,asp,True,True,213.21925291139632,987.80078125,False,False,22
518,miner,p42,CASP-KB,asp,True,True,295.8562114103697,1239.48046875,False,False,21
530,miner,p36,CASP-KB,asp,True,True,170.5814885222353,581.67578125,False,False,19
542,miner,p41,CASP-KB,asp,True,True,301.93276047194377,1331.9453125,False,False,22
554,miner,p49,CASP-KB,asp,True,True,951.6018794598058,2787.02734375,False,False,28
566,miner,p24,CASP-KB,asp,True,True,264.7309430590831,732.1484375,False,False,22
578,miner,p07,CASP-KB,asp,True,True,65.51912018610165,395.9375,False,False,20
590,miner,p09,CASP-KB,asp,True,True,70.43636665679514,168.875,False,False,19
602,miner,p23,CASP-KB,asp,True,True,173.60620323522016,744.56640625,False,False,22
614,miner,p12,CASP-KB,asp,True,True,32.804268727079034,222.734375,False,False,17
626,miner,p08,CASP-KB,asp,True,True,47.04777758428827,247.671875,False,False,18
638,miner,p15,CASP-KB,asp,True,True,86.09487567096949,469.37109375,False,False,20
650,miner,p47,CASP-KB,asp,True,True,877.5920421341434,3056.92578125,False,False,25
662,miner,p02,CASP-KB,asp,True,True,5.496970806270838,0.90234375,False,False,15
674,miner,p10,CASP-KB,asp,True,True,49.96865471731872,131.8671875,False,False,17
686,miner,p38,CASP-KB,asp,True,True,475.9975332529284,1601.35546875,False,False,22
698,miner,p40,CASP-KB,asp,True,True,386.63965951791033,1365.66796875,False,False,23
710,miner,p46,CASP-KB,asp,True,True,788.5351415858604,2447.08203125,False,False,26
722,miner,p32,CASP-KB,asp,True,True,471.0559954000637,1437.7421875,False,False,24
734,miner,p05,CASP-KB,asp,True,True,27.259577091783285,1.26953125,False,False,19
746,miner,p34,CASP-KB,asp,True,True,186.7492167619057,893.6953125,False,False,20
758,miner,p33,CASP-KB,asp,True,True,278.27147950977087,1331.08984375,False,False,22
770,miner,p45,CASP-KB,asp,True,True,1182.9301252379082,3486.51171875,False,False,28
782,miner,p28,CASP-KB,asp,True,True,190.80720245698467,757.61328125,False,False,22
794,miner,p43,CASP-KB,asp,True,True,415.6890822243877,1497.8046875,False,False,22
806,miner,p39,CASP-KB,asp,True,True,578.8685351028107,1996.44140625,False,False,24
818,miner,p21,CASP-KB,asp,True,True,154.34303187998012,814.91796875,False,False,23
830,miner,p11,CASP-KB,asp,True,True,53.59801461268216,151.55078125,False,False,19
842,miner,p51,CASP-KB,asp,False,-1,145.1575100137852,2958.0390625,False,True,0
854,miner,p31,CASP-KB,asp,True,True,103.60486110625789,352.53515625,False,False,19
866,miner,p37,CASP-KB,asp,True,True,240.8237050618045,996.08203125,False,False,21
878,miner,p19,CASP-KB,asp,True,True,173.35614668624476,701.03125,False,False,21
890,miner,p04,CASP-KB,asp,True,True,28.929419110063463,1.11328125,False,False,17
300,miner,p50,CASP-Base,asp,True,True,1107.1369340261444,2077.4375,False,False,24
312,miner,p20,CASP-Base,asp,True,True,146.6031676866114,594.18359375,False,False,19
324,miner,p35,CASP-Base,asp,True,True,222.98714079987255,889.62890625,False,False,18
336,miner,p48,CASP-Base,asp,True,True,929.0429465686902,2234.83203125,False,False,24
348,miner,p22,CASP-Base,asp,True,True,431.1352394297719,970.75,False,False,26
360,miner,p29,CASP-Base,asp,True,True,150.68474283162504,615.7421875,False,False,19
372,miner,p25,CASP-Base,asp,True,True,150.41687469370663,484.1328125,False,False,20
384,miner,p44,CASP-Base,asp,True,True,486.61580976471305,1175.8125,False,False,22
396,miner,p01,CASP-Base,asp,True,True,4.922422886826098,1.421875,False,False,18
408,miner,p17,CASP-Base,asp,True,True,79.59141712728888,545.9375,False,False,18
420,miner,p13,CASP-Base,asp,True,True,27.576284469105303,0.97265625,False,False,17
432,miner,p16,CASP-Base,asp,True,True,61.59278118796647,544.5,False,False,16
444,miner,p14,CASP-Base,asp,True,True,63.14849478472024,486.8046875,False,False,19
456,miner,p03,CASP-Base,asp,True,True,4.823759211227298,1.14453125,False,False,14
468,miner,p18,CASP-Base,asp,True,True,62.978877045214176,472.08984375,False,False,19
480,miner,p26,CASP-Base,asp,True,True,156.5151478210464,615.1953125,False,False,19
492,miner,p30,CASP-Base,asp,True,True,86.75272953417152,506.40234375,False,False,17
504,miner,p27,CASP-Base,asp,True,True,321.97468617372215,891.9765625,False,False,22
516,miner,p42,CASP-Base,asp,True,True,359.07788555603474,1143.59765625,False,False,21
528,miner,p36,CASP-Base,asp,True,True,165.18213604111224,589.984375,False,False,19
540,miner,p41,CASP-Base,asp,True,True,369.99671568814665,1198.2265625,False,False,22
552,miner,p49,CASP-Base,asp,True,True,1841.4753307569767,2523.3515625,False,False,28
564,miner,p24,CASP-Base,asp,True,True,384.3127890052274,1037.8828125,False,False,22
576,miner,p07,CASP-Base,asp,True,True,56.277741325087845,177.0234375,False,False,20
588,miner,p09,CASP-Base,asp,True,True,52.27824128419161,362.83984375,False,False,19
600,miner,p23,CASP-Base,asp,True,True,247.385184426792,799.83203125,False,False,22
612,miner,p12,CASP-Base,asp,True,True,22.40345350280404,1.0625,False,False,17
624,miner,p08,CASP-Base,asp,True,True,37.91026582289487,64.90234375,False,False,18
636,miner,p15,CASP-Base,asp,True,True,83.03780242335051,460.98046875,False,False,20
648,miner,p47,CASP-Base,asp,True,True,1298.7179204979911,2443.56640625,False,False,25
660,miner,p02,CASP-Base,asp,True,True,4.072253609076142,0.89453125,False,False,15
672,miner,p10,CASP-Base,asp,True,True,36.3409292306751,257.79296875,False,False,17
684,miner,p38,CASP-Base,asp,True,True,590.8329181885347,1559.33984375,False,False,22
696,miner,p40,CASP-Base,asp,True,True,492.7290531592444,1304.55078125,False,False,23
708,miner,p46,CASP-Base,asp,True,True,1282.496621446684,2184.99609375,False,False,26
720,miner,p32,CASP-Base,asp,True,True,675.7543626353145,1503.09765625,False,False,24
732,miner,p05,CASP-Base,asp,True,True,21.47933009918779,1.0546875,False,False,19
744,miner,p34,CASP-Base,asp,True,True,258.5657643089071,806.2734375,False,False,20
756,miner,p33,CASP-Base,asp,True,True,374.4764294968918,1168.58984375,False,False,22
768,miner,p45,CASP-Base,asp,True,True,1689.9589452911168,3128.13671875,False,False,28
780,miner,p28,CASP-Base,asp,True,True,245.3347693476826,800.63671875,False,False,22
792,miner,p43,CASP-Base,asp,True,True,560.5977001432329,1437.296875,False,False,22
804,miner,p39,CASP-Base,asp,True,True,787.0038341870531,1818.296875,False,False,24
816,miner,p21,CASP-Base,asp,True,True,242.9015605468303,731.296875,False,False,23
828,miner,p11,CASP-Base,asp,True,True,40.8832635357976,332.77734375,False,False,19
840,miner,p51,CASP-Base,asp,True,True,1909.352137543261,3330.52734375,False,False,25
852,miner,p31,CASP-Base,asp,True,True,103.63683467917144,477.875,False,False,19
864,miner,p37,CASP-Base,asp,True,True,296.9695722395554,938.484375,False,False,21
876,miner,p19,CASP-Base,asp,True,True,182.57294992450625,846.00390625,False,False,21
888,miner,p04,CASP-Base,asp,True,True,19.99970574490726,1.14453125,False,False,17
3551,spiky-tireworld,p06,CASP-KB,asp,True,True,235.35979144694284,365.37890625,False,False,23
3562,spiky-tireworld,p01,CASP-KB,asp,True,True,53.22952294303104,109.16015625,False,False,23
3573,spiky-tireworld,p03,CASP-KB,asp,True,True,78.69159755995497,267.08984375,False,False,23
3584,spiky-tireworld,p07,CASP-KB,asp,True,True,255.74266124889252,420.41015625,False,False,23
3595,spiky-tireworld,p09,CASP-KB,asp,True,True,357.25264048110694,502.07421875,False,False,23
3606,spiky-tireworld,p08,CASP-KB,asp,True,True,398.4044470391236,472.21875,False,False,23
3617,spiky-tireworld,p02,CASP-KB,asp,True,True,59.75772122293711,219.09765625,False,False,23
3637,spiky-tireworld,p05,CASP-KB,asp,True,True,155.8343117479235,353.6953125,False,False,23
3657,spiky-tireworld,p04,CASP-KB,asp,True,True,11.134972573723644,1.1875,False,False,23
3549,spiky-tireworld,p06,CASP-Base,asp,True,True,4269.01817197632,358.890625,False,False,23
3560,spiky-tireworld,p01,CASP-Base,asp,True,True,643.7003288902342,207.5390625,False,False,23
3571,spiky-tireworld,p03,CASP-Base,asp,True,True,1571.6018458241597,277.046875,False,False,23
3582,spiky-tireworld,p07,CASP-Base,asp,True,True,7683.413037726656,423.98828125,False,False,23
3593,spiky-tireworld,p09,CASP-Base,asp,True,True,6581.289706993848,487.46484375,False,False,23
3604,spiky-tireworld,p08,CASP-Base,asp,True,True,5944.98775135912,444.0234375,False,False,23
3615,spiky-tireworld,p02,CASP-Base,asp,True,True,1412.9766295244915,249.46484375,False,False,23
3635,spiky-tireworld,p05,CASP-Base,asp,True,True,3566.677858880721,343.953125,False,False,23
3655,spiky-tireworld,p04,CASP-Base,asp,True,True,114.47667159419508,131.796875,False,False,23
