,domain,instance,solver,type,status,SAT,time,memory,timeout,memoryout,policysize
106,triangle-tireworld,p02,asp1,asp,True,True,6.988352266140282,1.19921875,False,False,16
146,triangle-tireworld,p03,asp1,asp,True,True,612.0987998619676,192.015625,False,False,24
154,triangle-tireworld,p04,asp1,asp,True,True,11263.077812581789,427.44921875,False,False,32
234,triangle-tireworld,p01,asp1,asp,True,True,1.537399800028652,1.359375,False,False,8
322,blocksworld-new,p4,asp1,asp,True,True,4.597654988989234,1.640625,False,False,8
328,blocksworld-new,p3,asp1,asp,True,True,1.2750183679163456,1.75390625,False,False,5
334,blocksworld-new,p2,asp1,asp,True,True,1.37133054388687,1.62109375,False,False,3
340,blocksworld-new,p5,asp1,asp,True,True,58.48189553804696,195.58984375,False,False,13
442,blocksworld-new,p7,asp1,asp,True,True,5295.166033138521,774.96484375,False,False,17
454,blocksworld-new,p8,asp1,asp,True,True,9841.136918387376,1380.21875,False,False,18
460,blocksworld-new,p6,asp1,asp,True,True,110.25074344780296,313.41796875,False,False,13
466,blocksworld-new,p1,asp1,asp,True,True,1.3298971527256072,1.078125,False,False,5
580,beam-walk,p02,asp1,asp,True,True,2.448421095032245,1.2109375,False,False,16
586,beam-walk,p03,asp1,asp,True,True,58.20351883396506,148.18359375,False,False,32
598,beam-walk,p01,asp1,asp,True,True,1.2248622882179916,1.46484375,False,False,8
668,blocksworld-ipc08,p10,asp1,asp,True,True,25.03597084991634,1.08203125,False,False,11
724,blocksworld-ipc08,p05,asp1,asp,True,True,43.00414007389918,181.07421875,False,False,13
732,blocksworld-ipc08,p02,asp1,asp,True,True,10.073024868033826,1.34375,False,False,9
740,blocksworld-ipc08,p03,asp1,asp,True,True,14.51832230668515,1.01171875,False,False,10
748,blocksworld-ipc08,p04,asp1,asp,True,True,63.50559665123001,220.92578125,False,False,14
820,blocksworld-ipc08,p01,asp1,asp,True,True,10.07002332014963,1.6171875,False,False,9
828,blocksworld-ipc08,p06,asp1,asp,True,True,28.152335837949067,1.08203125,False,False,11
844,blocksworld-ipc08,p08,asp1,asp,True,True,56.3705585282296,185.67578125,False,False,13
852,blocksworld-ipc08,p09,asp1,asp,True,True,12.862129457760602,2.65234375,False,False,9
860,blocksworld-ipc08,p07,asp1,asp,True,True,53.57066460791975,186.140625,False,False,13
868,tireworld,p10,asp1,asp,True,True,1.193411337211728,1.6875,False,False,2
874,tireworld,p05,asp1,asp,True,True,1.4859427828341722,1.08203125,False,False,5
880,tireworld,p02,asp1,asp,True,True,1.1082338597625494,0.67578125,False,False,2
886,tireworld,p03,asp1,asp,True,True,1.232203823979944,1.1484375,False,False,5
892,tireworld,p04,asp1,asp,True,True,4.17105164565146,1.2265625,False,False,8
898,tireworld,p13,asp1,asp,True,True,4.202986313961446,0.92578125,False,False,5
904,tireworld,p14,asp1,asp,True,True,31.886243432294577,182.0859375,False,False,11
910,tireworld,p12,asp1,asp,True,True,1.2210052921436727,1.48828125,False,False,2
916,tireworld,p06,asp1,asp,True,True,1.6729891560971737,1.20703125,False,False,5
922,tireworld,p08,asp1,asp,True,True,3.960198170971125,1.0546875,False,False,8
928,tireworld,p07,asp1,asp,True,True,4.833893163129687,1.58203125,False,False,9
945,first-responders-ipc08,p101,asp1,asp,True,True,3.174875157885253,0.91796875,False,False,4
963,first-responders-ipc08,p17,asp1,asp,True,True,1494.053291487042,139.08203125,False,False,17
972,first-responders-ipc08,p10,asp1,asp,True,True,121.30085089197382,93.72265625,False,False,13
981,first-responders-ipc08,p44,asp1,asp,True,True,663.5414907070808,208.4921875,False,False,18
989,first-responders-ipc08,p43,asp1,asp,True,True,2.5274001103825867,1.71484375,False,False,10
1005,first-responders-ipc08,p75,asp1,asp,True,True,11435.351403499022,351.33203125,False,False,14
1013,first-responders-ipc08,p81,asp1,asp,True,True,2.542022760026157,1.58984375,False,False,5
1029,first-responders-ipc08,p72,asp1,asp,True,True,4.384647999890149,0.76953125,False,False,8
1037,first-responders-ipc08,p18,asp1,asp,True,True,85.02897828491405,106.640625,False,False,13
1045,first-responders-ipc08,p73,asp1,asp,True,True,61.07490711566061,186.26171875,False,False,12
1077,first-responders-ipc08,p42,asp1,asp,True,True,1.9263742752373216,1.04296875,False,False,7
1101,first-responders-ipc08,p93,asp1,asp,True,True,871.0330195082352,396.41015625,False,False,16
1125,first-responders-ipc08,p51,asp1,asp,True,True,1.3998516113497317,1.51171875,False,False,4
1134,first-responders-ipc08,p05,asp1,asp,True,True,1.4453920279629529,1.03125,False,False,8
1144,first-responders-ipc08,p02,asp1,asp,True,True,1.1967593859881165,1.56640625,False,False,5
1161,first-responders-ipc08,p61,asp1,asp,True,True,2.350948929786682,1.19140625,False,False,7
1177,first-responders-ipc08,p92,asp1,asp,True,True,21.65661837160588,0.91796875,False,False,13
1185,first-responders-ipc08,p32,asp1,asp,True,True,2.7218699720688164,1.4765625,False,False,11
1194,first-responders-ipc08,p03,asp1,asp,True,True,1.2172778863459826,1.16015625,False,False,6
1204,first-responders-ipc08,p04,asp1,asp,True,True,1.2983810482546687,1.609375,False,False,7
1214,first-responders-ipc08,p103,asp1,asp,True,True,11929.327975447755,443.27734375,False,False,14
1244,first-responders-ipc08,p102,asp1,asp,True,True,6.964645572938025,0.94140625,False,False,7
1261,first-responders-ipc08,p78,asp1,asp,True,True,136.57463239086792,186.09375,False,False,12
1277,first-responders-ipc08,p71,asp1,asp,True,True,1.691038170829415,1.73046875,False,False,4
1293,first-responders-ipc08,p82,asp1,asp,True,True,5.150715799070895,1.44921875,False,False,8
1309,first-responders-ipc08,p13,asp1,asp,True,True,2.573409967124462,1.08203125,False,False,12
1317,first-responders-ipc08,p14,asp1,asp,True,True,2.6334687769412994,1.1171875,False,False,9
1357,first-responders-ipc08,p46,asp1,asp,True,True,49.33702835813165,96.6484375,False,False,13
1365,first-responders-ipc08,p41,asp1,asp,True,True,1.4067758549936116,1.66796875,False,False,5
1373,first-responders-ipc08,p12,asp1,asp,True,True,1.2203947040252388,1.63671875,False,False,5
1382,first-responders-ipc08,p06,asp1,asp,True,True,1.7297164951451125,1.00390625,False,False,9
1391,first-responders-ipc08,p37,asp1,asp,True,True,4553.915309084114,176.4453125,False,False,21
1400,first-responders-ipc08,p08,asp1,asp,True,True,5.130778106395155,1.046875,False,False,11
1416,first-responders-ipc08,p63,asp1,asp,True,True,164.57887679710984,173.0703125,False,False,16
1424,first-responders-ipc08,p64,asp1,asp,True,True,595.1515303826891,267.62890625,False,False,18
1440,first-responders-ipc08,p52,asp1,asp,True,True,2.3966482430696487,1.640625,False,False,8
1456,first-responders-ipc08,p31,asp1,asp,True,True,1.347684978041798,1.53125,False,False,5
1465,first-responders-ipc08,p07,asp1,asp,True,True,2.2673393562436104,1.2109375,False,False,10
1474,first-responders-ipc08,p38,asp1,asp,True,True,7784.632168534212,158.90625,False,False,19
1482,first-responders-ipc08,p54,asp1,asp,True,True,623.6315620872192,152.70703125,False,False,18
1497,first-responders-ipc08,p53,asp1,asp,True,True,5.326943244319409,1.06640625,False,False,8
1505,first-responders-ipc08,p91,asp1,asp,True,True,9.065341140143572,1.5859375,False,False,12
1513,first-responders-ipc08,p65,asp1,asp,True,True,897.7811321946792,205.1328125,False,False,13
1521,first-responders-ipc08,p62,asp1,asp,True,True,2.9929232471622527,1.20703125,False,False,8
1580,earth_observation,p11,asp1,asp,True,True,1.3925510379485786,1.1875,False,False,7
1586,earth_observation,p29,asp1,asp,True,True,3373.193610562012,462.484375,False,False,36
1592,earth_observation,p16,asp1,asp,True,True,2.205623858608305,1.171875,False,False,13
1622,earth_observation,p02,asp1,asp,True,True,1.2463086326606572,1.51171875,False,False,6
1652,earth_observation,p03,asp1,asp,True,True,8477.949493817054,127.140625,False,False,25
1718,earth_observation,p01,asp1,asp,True,True,451.532530321274,97.4921875,False,False,20
1724,earth_observation,p06,asp1,asp,True,True,5937.1999488188885,118.921875,False,False,25
1748,earth_observation,p08,asp1,asp,True,True,1.2670954735949636,1.6484375,False,False,6
1766,earth_observation,p31,asp1,asp,True,True,2031.9685066919767,320.08203125,False,False,37
1772,earth_observation,p07,asp1,asp,True,True,7.502407004125416,1.640625,False,False,17
1796,chain-of-rooms,p2,asp1,asp,True,True,8944.811333820224,931.32421875,False,False,58
1838,chain-of-rooms,p1,asp1,asp,True,True,40.2045151037164,165.8515625,False,False,28
1845,islands,p19,asp1,asp,True,True,2.7728264327161014,1.6015625,False,False,6
1855,islands,p26,asp1,asp,True,True,2.7255897619761527,0.7734375,False,False,8
1865,islands,p21,asp1,asp,True,True,4.161129525396973,1.0078125,False,False,6
1875,islands,p28,asp1,asp,True,True,6.612907459028065,2.6015625,False,False,8
1885,islands,p17,asp1,asp,True,True,2.6456981473602355,1.00390625,False,False,6
1895,islands,p10,asp1,asp,True,True,1.5307762771844864,1.359375,False,False,4
1905,islands,p44,asp1,asp,True,True,48.83981086080894,252.26171875,False,False,10
1915,islands,p43,asp1,asp,True,True,43.13827912183479,239.578125,False,False,10
1925,islands,p11,asp1,asp,True,True,1.5153239089995625,1.08203125,False,False,4
1935,islands,p29,asp1,asp,True,True,7.656748357228935,1.44921875,False,False,8
1945,islands,p16,asp1,asp,True,True,2.216018565930426,0.96875,False,False,6
1955,islands,p20,asp1,asp,True,True,3.532139833085239,1.0703125,False,False,6
1965,islands,p18,asp1,asp,True,True,2.51378973107785,1.359375,False,False,6
1975,islands,p27,asp1,asp,True,True,4.592115450184792,1.12890625,False,False,8
1985,islands,p42,asp1,asp,True,True,32.390634771902114,239.36328125,False,False,10
1995,islands,p45,asp1,asp,True,True,65.97670718003064,324.04296875,False,False,10
2005,islands,p58,asp1,asp,True,True,244.39137684600428,740.7109375,False,False,12
2015,islands,p60,asp1,asp,True,True,338.89815467689186,949.61328125,False,False,12
2025,islands,p56,asp1,asp,True,True,171.30564435292035,538.09765625,False,False,12
2035,islands,p51,asp1,asp,True,True,37.11973454197869,168.59765625,False,False,12
2045,islands,p05,asp1,asp,True,True,1.3119962010532618,1.15234375,False,False,4
2055,islands,p02,asp1,asp,True,True,1.1944913771003485,1.2109375,False,False,4
2065,islands,p34,asp1,asp,True,True,17.02646549511701,0.94921875,False,False,8
2075,islands,p33,asp1,asp,True,True,14.054298405069858,0.77734375,False,False,8
2085,islands,p50,asp1,asp,True,True,21.52372630080208,0.92578125,False,False,12
2095,islands,p57,asp1,asp,True,True,210.72283616103232,596.2734375,False,False,12
2105,islands,p59,asp1,asp,True,True,285.2520083063282,813.59765625,False,False,12
2115,islands,p32,asp1,asp,True,True,13.628598706796764,1.078125,False,False,8
2125,islands,p35,asp1,asp,True,True,22.649359239265323,0.859375,False,False,8
2135,islands,p03,asp1,asp,True,True,1.1419095010496676,0.796875,False,False,4
2145,islands,p04,asp1,asp,True,True,1.2972213509492576,1.04296875,False,False,4
2155,islands,p40,asp1,asp,True,True,17.560444786679,1.00390625,False,False,10
2165,islands,p47,asp1,asp,True,True,85.25007910002023,91.046875,False,False,10
2175,islands,p49,asp1,asp,True,True,8.27821375709027,0.94921875,False,False,12
2185,islands,p22,asp1,asp,True,True,4.144279025960714,1.43359375,False,False,6
2195,islands,p25,asp1,asp,True,True,1.7051482740789652,0.9296875,False,False,8
2205,islands,p13,asp1,asp,True,True,1.3166489382274449,1.58984375,False,False,6
2215,islands,p14,asp1,asp,True,True,1.4890995337627828,0.91796875,False,False,6
2225,islands,p48,asp1,asp,True,True,102.45602618111296,408.43359375,False,False,10
2235,islands,p46,asp1,asp,True,True,70.16400789190084,351.59375,False,False,10
2245,islands,p41,asp1,asp,True,True,26.384053947404027,1.01953125,False,False,10
2255,islands,p15,asp1,asp,True,True,1.5360028040595353,0.91015625,False,False,6
2265,islands,p12,asp1,asp,True,True,1.7266439250670371,1.09375,False,False,4
2275,islands,p24,asp1,asp,True,True,5.5758789661340415,0.83984375,False,False,6
2285,islands,p23,asp1,asp,True,True,5.155720064882189,1.10546875,False,False,6
2295,islands,p01,asp1,asp,True,True,1.1636890419758856,1.71875,False,False,4
2305,islands,p06,asp1,asp,True,True,1.2956950701773169,1.75390625,False,False,4
2315,islands,p39,asp1,asp,True,True,12.841346022672951,0.9765625,False,False,10
2325,islands,p30,asp1,asp,True,True,9.973182457964867,0.63671875,False,False,8
2335,islands,p37,asp1,asp,True,True,3.667669411748648,5.62890625,False,False,10
2345,islands,p08,asp1,asp,True,True,1.3727726195938883,0.9921875,False,False,4
2355,islands,p52,asp1,asp,True,True,51.71027815807611,83.4453125,False,False,12
2365,islands,p55,asp1,asp,True,True,128.70645337412134,477.83984375,False,False,12
2375,islands,p36,asp1,asp,True,True,26.222869507037103,0.7734375,False,False,8
2385,islands,p09,asp1,asp,True,True,1.446835356298834,1.16015625,False,False,4
2395,islands,p31,asp1,asp,True,True,9.927314356900752,0.70703125,False,False,8
2405,islands,p07,asp1,asp,True,True,1.3700862592086196,1.16015625,False,False,4
2415,islands,p38,asp1,asp,True,True,7.704490755684674,0.76953125,False,False,10
2425,islands,p54,asp1,asp,True,True,100.7358344080858,417.68359375,False,False,12
2435,islands,p53,asp1,asp,True,True,73.40692806988955,265.30859375,False,False,12
2464,elevators,p05,asp1,asp,True,True,2.5638131801970303,0.89453125,False,False,12
2474,elevators,p02,asp1,asp,True,True,1.7901122183538971,1.08984375,False,False,9
2484,elevators,p03,asp1,asp,True,True,4.7829838008619845,1.75390625,False,False,16
2494,elevators,p04,asp1,asp,True,True,2.95991231314838,0.7265625,False,False,14
2536,elevators,p01,asp1,asp,True,True,3.421425604261458,1.3359375,False,False,14
2546,elevators,p06,asp1,asp,True,True,49.39515940286219,160.11328125,False,False,23
2576,elevators,p07,asp1,asp,True,True,38.32015229202807,160.8984375,False,False,23
2586,doors,p10,asp1,asp,True,True,161.6688325572759,332.79296875,False,False,23
2593,doors,p11,asp1,asp,True,True,311.4911410030909,412.84765625,False,False,25
2600,doors,p05,asp1,asp,True,True,7.385882679838687,1.1484375,False,False,13
2607,doors,p02,asp1,asp,True,True,1.36215395713225,1.36328125,False,False,7
2614,doors,p03,asp1,asp,True,True,2.0558646973222494,1.66796875,False,False,9
2621,doors,p04,asp1,asp,True,True,4.331693314015865,1.1171875,False,False,11
2628,doors,p13,asp1,asp,True,True,857.6408697529696,622.08203125,False,False,29
2635,doors,p14,asp1,asp,True,True,1720.7307308171876,730.87890625,False,False,31
2642,doors,p15,asp1,asp,True,True,3066.43410092406,882.33203125,False,False,33
2649,doors,p12,asp1,asp,True,True,501.0429033548571,500.48046875,False,False,27
2656,doors,p01,asp1,asp,True,True,1.20336992200464,1.58203125,False,False,5
2663,doors,p06,asp1,asp,True,True,15.354517946019769,1.4609375,False,False,15
2670,doors,p08,asp1,asp,True,True,50.39586139423773,188.1953125,False,False,19
2677,doors,p09,asp1,asp,True,True,92.506777448114,268.9375,False,False,21
2684,doors,p07,asp1,asp,True,True,29.88517291517928,1.0625,False,False,17
2691,tireworld-truck,p19,asp1,asp,True,True,5.05667196540162,0.9765625,False,False,14
2701,tireworld-truck,p26,asp1,asp,True,True,19.752388673834503,1.01171875,False,False,17
2711,tireworld-truck,p21,asp1,asp,True,True,6.1306102140806615,1.1484375,False,False,12
2721,tireworld-truck,p28,asp1,asp,True,True,14.41236633202061,1.109375,False,False,15
2731,tireworld-truck,p17,asp1,asp,True,True,1.9820885476656256,0.83203125,False,False,12
2741,tireworld-truck,p44,asp1,asp,True,True,20.82563975499943,1.3359375,False,False,15
2751,tireworld-truck,p43,asp1,asp,True,True,34.517053900286555,171.73828125,False,False,17
2761,tireworld-truck,p75,asp1,asp,True,True,39.91019729804248,193.8046875,False,False,17
2771,tireworld-truck,p72,asp1,asp,True,True,965.5289653502404,286.20703125,False,False,23
2781,tireworld-truck,p11,asp1,asp,True,True,3.501418884843588,1.10546875,False,False,9
2791,tireworld-truck,p29,asp1,asp,True,True,40.221337262075394,145.9765625,False,False,17
2801,tireworld-truck,p16,asp1,asp,True,True,1.9882074119523168,1.0390625,False,False,10
2811,tireworld-truck,p20,asp1,asp,True,True,10.366280636750162,5.7421875,False,False,14
2821,tireworld-truck,p18,asp1,asp,True,True,3.4640465672127903,1.03125,False,False,12
2831,tireworld-truck,p27,asp1,asp,True,True,8.828052507247776,0.8828125,False,False,15
2841,tireworld-truck,p73,asp1,asp,True,True,215.59474908187985,277.47265625,False,False,21
2851,tireworld-truck,p74,asp1,asp,True,True,81.6442152960226,225.421875,False,False,19
2861,tireworld-truck,p42,asp1,asp,True,True,28.190554318018258,1.4140625,False,False,17
2871,tireworld-truck,p45,asp1,asp,True,True,29.321830092929304,1.05078125,False,False,17
2881,tireworld-truck,p58,asp1,asp,True,True,4.135978612117469,1.46484375,False,False,14
2891,tireworld-truck,p67,asp1,asp,True,True,44.66805022908375,150.8203125,False,False,19
2901,tireworld-truck,p60,asp1,asp,True,True,12.714114383794367,1.671875,False,False,16
2911,tireworld-truck,p69,asp1,asp,True,True,28.74160647019744,1.1328125,False,False,17
2921,tireworld-truck,p56,asp1,asp,True,True,77.02413771487772,191.65234375,False,False,18
2931,tireworld-truck,p51,asp1,asp,True,True,114.43839424662292,191.96875,False,False,20
2941,tireworld-truck,p05,asp1,asp,True,True,3.630762998014689,1.1328125,False,False,11
2951,tireworld-truck,p02,asp1,asp,True,True,1.4540484207682312,0.9609375,False,False,9
2961,tireworld-truck,p34,asp1,asp,True,True,3.740628539118916,1.4765625,False,False,13
2971,tireworld-truck,p33,asp1,asp,True,True,54.595191738102585,162.5703125,False,False,17
2981,tireworld-truck,p50,asp1,asp,True,True,280.6304572070949,193.18359375,False,False,20
2991,tireworld-truck,p68,asp1,asp,True,True,171.01050136703998,169.515625,False,False,21
3001,tireworld-truck,p57,asp1,asp,True,True,74.1388217350468,201.66015625,False,False,18
3011,tireworld-truck,p61,asp1,asp,True,True,6.532249059993774,1.609375,False,False,14
3021,tireworld-truck,p59,asp1,asp,True,True,6.8021081071347,1.62890625,False,False,16
3031,tireworld-truck,p66,asp1,asp,True,True,30.331574811134487,178.41796875,False,False,16
3041,tireworld-truck,p32,asp1,asp,True,True,23.226086972281337,1.10546875,False,False,15
3051,tireworld-truck,p35,asp1,asp,True,True,5.122303911950439,1.39453125,False,False,15
3061,tireworld-truck,p03,asp1,asp,True,True,1.8965432662516832,1.62890625,False,False,9
3071,tireworld-truck,p04,asp1,asp,True,True,2.5433492097072303,1.515625,False,False,11
3081,tireworld-truck,p40,asp1,asp,True,True,24.305908191017807,5.6328125,False,False,17
3091,tireworld-truck,p47,asp1,asp,True,True,29.541009559761733,1.1796875,False,False,18
3101,tireworld-truck,p71,asp1,asp,True,True,210.94624215411025,250.796875,False,False,21
3111,tireworld-truck,p49,asp1,asp,True,True,46.83059234591201,158.60546875,False,False,18
3121,tireworld-truck,p22,asp1,asp,True,True,6.793169472832233,1.515625,False,False,12
3131,tireworld-truck,p25,asp1,asp,True,True,7.932355958968401,1.05859375,False,False,12
3141,tireworld-truck,p13,asp1,asp,True,True,10.761684636119751,1.10546875,False,False,14
3151,tireworld-truck,p14,asp1,asp,True,True,11.784238663036376,1.1015625,False,False,14
3161,tireworld-truck,p48,asp1,asp,True,True,75.3818013612181,169.35546875,False,False,18
3171,tireworld-truck,p70,asp1,asp,True,True,57.42693816078827,172.28125,False,False,19
3181,tireworld-truck,p46,asp1,asp,True,True,13.707488214131445,1.39453125,False,False,16
3191,tireworld-truck,p41,asp1,asp,True,True,17.721252989955246,1.3671875,False,False,15
3201,tireworld-truck,p15,asp1,asp,True,True,9.53901223000139,1.171875,False,False,14
3211,tireworld-truck,p12,asp1,asp,True,True,6.4211167162284255,1.6171875,False,False,14
3221,tireworld-truck,p24,asp1,asp,True,True,14.665580044966193,1.6875,False,False,14
3231,tireworld-truck,p23,asp1,asp,True,True,10.386597693432122,0.7578125,False,False,14
3241,tireworld-truck,p01,asp1,asp,True,True,1.6407596683129668,1.6484375,False,False,11
3251,tireworld-truck,p06,asp1,asp,True,True,2.846314548049122,1.23046875,False,False,9
3261,tireworld-truck,p39,asp1,asp,True,True,15.216188115999104,1.0078125,False,False,15
3271,tireworld-truck,p30,asp1,asp,True,True,44.50596450502053,147.57421875,False,False,17
3281,tireworld-truck,p37,asp1,asp,True,True,5.36814321577549,1.0078125,False,False,13
3291,tireworld-truck,p08,asp1,asp,True,True,4.28082395484671,1.00390625,False,False,11
3301,tireworld-truck,p63,asp1,asp,True,True,25.56727747991681,0.9609375,False,False,16
3311,tireworld-truck,p64,asp1,asp,True,True,33.22941567469388,181.1875,False,False,18
3321,tireworld-truck,p52,asp1,asp,True,True,150.53935818839818,210.5625,False,False,20
3331,tireworld-truck,p55,asp1,asp,True,True,31.24541645403952,178.14453125,False,False,16
3341,tireworld-truck,p36,asp1,asp,True,True,9.31408854899928,1.09375,False,False,15
3351,tireworld-truck,p09,asp1,asp,True,True,3.889286065939814,2.96484375,False,False,11
3361,tireworld-truck,p31,asp1,asp,True,True,18.43663480505348,5.6796875,False,False,15
3371,tireworld-truck,p07,asp1,asp,True,True,3.0664146952331066,0.99609375,False,False,9
3381,tireworld-truck,p38,asp1,asp,True,True,9.820008523762226,0.8359375,False,False,13
3391,tireworld-truck,p54,asp1,asp,True,True,23.89540151786059,1.73828125,False,False,16
3401,tireworld-truck,p53,asp1,asp,True,True,68.51018466614187,186.91015625,False,False,18
3411,tireworld-truck,p65,asp1,asp,True,True,45.94493810320273,98.5,False,False,18
3421,tireworld-truck,p62,asp1,asp,True,True,20.4822919331491,0.2890625,False,False,16
3442,zenotravel,p05,asp1,asp,True,True,212.50758941890672,502.12890625,False,False,15
3448,zenotravel,p02,asp1,asp,True,True,205.6056321980432,373.01171875,False,False,17
3454,zenotravel,p03,asp1,asp,True,True,896.7342685530894,439.14453125,False,False,17
3460,zenotravel,p04,asp1,asp,True,True,92.76561892125756,333.33203125,False,False,13
3490,zenotravel,p01,asp1,asp,True,True,1.3624390340410173,1.4140625,False,False,1
3533,acrobatics,p02,asp1,asp,True,True,1.4847058947198093,1.04296875,False,False,8
3545,acrobatics,p03,asp1,asp,True,True,9.833538258913904,0.9296875,False,False,16
3557,acrobatics,p04,asp1,asp,True,True,1517.8491029487925,471.82421875,False,False,32
3569,acrobatics,p01,asp1,asp,True,True,1.183175653219223,1.59375,False,False,4
3616,faults-ipc08,p19,asp1,asp,True,True,15.193941903300583,1.0390625,False,False,14
3622,faults-ipc08,p26,asp1,asp,True,True,118.87196135800332,153.0859375,False,False,16
3628,faults-ipc08,p21,asp1,asp,True,True,26.358615318778902,1.1484375,False,False,14
3634,faults-ipc08,p28,asp1,asp,True,True,219.75339139904827,200.7734375,False,False,16
3640,faults-ipc08,p17,asp1,asp,True,True,11.92331420397386,0.83984375,False,False,14
3646,faults-ipc08,p10,asp1,asp,True,True,3.0745438621379435,0.703125,False,False,10
3664,faults-ipc08,p11,asp1,asp,True,True,2.174496380146593,1.5234375,False,False,13
3670,faults-ipc08,p29,asp1,asp,True,True,77.61731502180919,110.58984375,False,False,19
3676,faults-ipc08,p16,asp1,asp,True,True,4.184476633090526,1.09375,False,False,15
3682,faults-ipc08,p20,asp1,asp,True,True,18.454275260679424,0.91796875,False,False,14
3688,faults-ipc08,p18,asp1,asp,True,True,13.868404347915202,0.83984375,False,False,14
3694,faults-ipc08,p27,asp1,asp,True,True,174.01957537140697,179.20703125,False,False,16
3718,faults-ipc08,p05,asp1,asp,True,True,1.481023873668164,0.9921875,False,False,8
3724,faults-ipc08,p02,asp1,asp,True,True,1.237663215957582,1.5859375,False,False,7
3730,faults-ipc08,p34,asp1,asp,True,True,2408.4735264489427,224.51953125,False,False,18
3736,faults-ipc08,p33,asp1,asp,True,True,1512.211261103861,202.359375,False,False,18
3748,faults-ipc08,p32,asp1,asp,True,True,2066.635925078765,180.22265625,False,False,18
3754,faults-ipc08,p35,asp1,asp,True,True,3817.006764729973,251.39453125,False,False,18
3760,faults-ipc08,p03,asp1,asp,True,True,1.23104527592659,1.32421875,False,False,6
3766,faults-ipc08,p04,asp1,asp,True,True,1.4223803938366473,1.50390625,False,False,9
3790,faults-ipc08,p22,asp1,asp,True,True,12.580097054131327,1.08203125,False,False,17
3796,faults-ipc08,p25,asp1,asp,True,True,110.17264958983289,148.78515625,False,False,16
3802,faults-ipc08,p13,asp1,asp,True,True,5.729594342876226,1.62890625,False,False,12
3808,faults-ipc08,p14,asp1,asp,True,True,6.44502093270421,1.0390625,False,False,12
3820,faults-ipc08,p46,asp1,asp,True,True,6740.238640788011,141.93359375,False,False,23
3832,faults-ipc08,p15,asp1,asp,True,True,7.75206885766238,1.71484375,False,False,12
3838,faults-ipc08,p12,asp1,asp,True,True,3.738689247984439,2.91796875,False,False,12
3844,faults-ipc08,p24,asp1,asp,True,True,75.89184431917965,126.890625,False,False,16
3850,faults-ipc08,p23,asp1,asp,True,True,64.7389438888058,118.88671875,False,False,16
3856,faults-ipc08,p01,asp1,asp,True,True,1.0764682302251458,0.92578125,False,False,5
3862,faults-ipc08,p06,asp1,asp,True,True,1.6105422009713948,1.6484375,False,False,8
3874,faults-ipc08,p30,asp1,asp,True,True,470.23043716000393,137.01953125,False,False,18
3880,faults-ipc08,p37,asp1,asp,True,True,728.3304257909767,124.36328125,False,False,21
3886,faults-ipc08,p08,asp1,asp,True,True,2.0549509841948748,1.66796875,False,False,10
3904,faults-ipc08,p36,asp1,asp,True,True,4446.852365599945,274.3828125,False,False,18
3910,faults-ipc08,p09,asp1,asp,True,True,2.1013614018447697,1.1015625,False,False,10
3916,faults-ipc08,p31,asp1,asp,True,True,493.093621022068,159.98828125,False,False,18
3922,faults-ipc08,p07,asp1,asp,True,True,1.8292488940060136,1.5390625,False,False,11
3928,faults-ipc08,p38,asp1,asp,True,True,4549.671041194815,162.234375,False,False,20
3947,spiky-tireworld,p10,asp1,asp,True,True,2096.90194913093,1015.12890625,False,False,23
3967,spiky-tireworld,p05,asp1,asp,True,True,776.2268290813081,568.31640625,False,False,23
3977,spiky-tireworld,p02,asp1,asp,True,True,394.0779617070221,353.62890625,False,False,23
3987,spiky-tireworld,p03,asp1,asp,True,True,546.4001032570377,421.24609375,False,False,23
3997,spiky-tireworld,p04,asp1,asp,True,True,60.6469584768638,178.203125,False,False,23
4007,spiky-tireworld,p01,asp1,asp,True,True,222.1856093001552,281.93359375,False,False,23
4017,spiky-tireworld,p06,asp1,asp,True,True,1127.264979452826,651.58984375,False,False,23
4027,spiky-tireworld,p08,asp1,asp,True,True,1613.661388198845,827.296875,False,False,23
4037,spiky-tireworld,p09,asp1,asp,True,True,1834.835714485962,919.8046875,False,False,23
4047,spiky-tireworld,p07,asp1,asp,True,True,1258.4583112969997,678.8046875,False,False,23
4058,miner,p19,asp1,asp,True,True,425.61364420317113,1166.80859375,False,False,21
4071,miner,p26,asp1,asp,True,True,255.8067903341725,872.0625,False,False,19
4084,miner,p21,asp1,asp,True,True,396.61282650893554,1066.5625,False,False,23
4097,miner,p28,asp1,asp,True,True,432.562959881965,1178.375,False,False,22
4110,miner,p17,asp1,asp,True,True,239.06116794934496,715.390625,False,False,18
4123,miner,p10,asp1,asp,True,True,110.13056774809957,457.13671875,False,False,17
4136,miner,p44,asp1,asp,True,True,681.3243983220309,1570.484375,False,False,22
4149,miner,p43,asp1,asp,True,True,819.2485988279805,1854.20703125,False,False,22
4162,miner,p11,asp1,asp,True,True,124.57836754061282,533.328125,False,False,19
4175,miner,p29,asp1,asp,True,True,311.4232958429493,964.85546875,False,False,19
4188,miner,p16,asp1,asp,True,True,209.79257369460532,514.28515625,False,False,16
4201,miner,p20,asp1,asp,True,True,286.2507930430584,935.96484375,False,False,19
4214,miner,p18,asp1,asp,True,True,183.4880068171769,671.04296875,False,False,19
4227,miner,p27,asp1,asp,True,True,486.6424643243663,1286.921875,False,False,22
