tool	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 	CFondASP 
run set	cfondasp1-fsat.FOND	cfondasp1-fsat.FOND	cfondasp1-fsat.FOND	cfondasp1-fsat.FOND	cfondasp1-fsat.FOND	cfondasp1-fsat.FOND	cfondasp1-reg.FOND	cfondasp1-reg.FOND	cfondasp1-reg.FOND	cfondasp1-reg.FOND	cfondasp1-reg.FOND	cfondasp1-reg.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-fsat.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND	cfondasp2-reg.FOND
/home/nitin/cfond-asp-private/experiments/benchexec/tasks/	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size	status	cputime (s)	walltime (s)	memory (MB)	planner_time	policy_size
blocksworld-new_25.yml	OUT OF MEMORY (false)	326.249166	326.0806975774467	4096.000000	-1	-1	OUT OF MEMORY (false)	5622.913334	5623.101077167317	4096.000000	-1	-1	false	0.431576	0.4414668679237366	38.969344	-1	-1	false	0.49235	0.5097441952675581	39.170048	-1	-1
blocksworld-new_26.yml	OUT OF MEMORY (false)	366.283823	366.14871005155146	4096.000000	-1	-1	OUT OF MEMORY (false)	3982.837558	3982.957194039598	4096.000000	-1	-1	false	0.459795	0.4900406114757061	38.977536	-1	-1	false	0.448544	0.4574042111635208	39.108608	-1	-1
blocksworld-new_27.yml	OUT OF MEMORY (false)	316.550943	316.38068921491504	4096.000000	-1	-1	OUT OF MEMORY (false)	2519.678764	2519.692742008716	4096.000000	-1	-1	false	0.470834	0.4904409199953079	39.006208	-1	-1	false	0.451288	0.458279924467206	38.965248	-1	-1
blocksworld-new_28.yml	OUT OF MEMORY (false)	278.488966	278.2778903581202	4096.000000	-1	-1	OUT OF MEMORY (false)	1814.554163	1814.5241967681795	4096.000000	-1	-1	false	0.440405	0.4475389700382948	38.977536	-1	-1	false	0.454832	0.4668932743370533	39.141376	-1	-1
blocksworld-new_29.yml	OUT OF MEMORY (false)	313.582057	313.4290834143758	4096.000000	-1	-1	OUT OF MEMORY (false)	1853.760924	1853.6859599873424	4096.000000	-1	-1	false	0.446219	0.45336227491497993	38.985728	-1	-1	false	0.439951	0.44885372556746006	38.985728	-1	-1
blocksworld-new_3.yml	true	0.71304	0.7207109518349171	47.374336	0.2276842799037695	5	true	0.581343	0.5912235379219055	47.353856	0.1552707478404045	5	false	0.441269	0.463953772559762	39.092224	-1	-1	false	0.484205	0.5015168003737926	38.998016	-1	-1
blocksworld-new_30.yml	OUT OF MEMORY (false)	250.67581	250.46578110009432	4096.000000	-1	-1	OUT OF MEMORY (false)	1345.90394	1345.8180671092123	4096.000000	-1	-1	false	0.445817	0.4522806406021118	38.993920	-1	-1	false	0.456017	0.46575022488832474	38.961152	-1	-1
blocksworld-new_31.yml	OUT OF MEMORY (false)	236.897187	236.7013682126999	4096.000000	-1	-1	OUT OF MEMORY (false)	931.152386	931.0730679091066	4096.000000	-1	-1	false	0.456413	0.46334701403975487	38.989824	-1	-1	false	0.449886	0.4581792876124382	38.957056	-1	-1
blocksworld-new_32.yml	OUT OF MEMORY (false)	247.983483	247.8197856452316	4096.000000	-1	-1	OUT OF MEMORY (false)	1288.658631	1288.529120998457	4096.000000	-1	-1	false	0.416694	0.42403121665120125	39.002112	-1	-1	false	0.436083	0.4537055566906929	39.157760	-1	-1
blocksworld-new_33.yml	OUT OF MEMORY (false)	283.672522	283.4311542790383	4096.000000	-1	-1	OUT OF MEMORY (false)	890.657489	890.5142897963524	4096.000000	-1	-1	false	0.443397	0.45100883208215237	38.981632	-1	-1	false	0.449074	0.45995198003947735	38.977536	-1	-1
blocksworld-new_34.yml	OUT OF MEMORY (false)	323.897816	323.6810020226985	4096.000000	-1	-1	OUT OF MEMORY (false)	927.010915	926.8845249153674	4096.000000	-1	-1	false	0.463226	0.4711137358099222	39.002112	-1	-1	false	0.454847	0.46333353966474533	38.965248	-1	-1
blocksworld-new_35.yml	OUT OF MEMORY (false)	193.399217	193.22655884176493	4096.000000	-1	-1	OUT OF MEMORY (false)	788.131209	788.1445808913559	4096.000000	-1	-1	false	0.443082	0.4508763253688812	38.969344	-1	-1	false	0.444459	0.4524900633841753	38.965248	-1	-1
blocksworld-new_36.yml	OUT OF MEMORY (false)	182.187451	181.98696752637625	4096.000000	-1	-1	OUT OF MEMORY (false)	859.490251	859.3716026972979	4096.000000	-1	-1	false	0.435228	0.44159277714788914	38.977536	-1	-1	false	0.437131	0.44578587636351585	38.989824	-1	-1
blocksworld-new_37.yml	OUT OF MEMORY (false)	191.114144	190.93722241930664	4096.000000	-1	-1	OUT OF MEMORY (false)	1101.684029	1101.5929288901389	4096.000000	-1	-1	false	0.431831	0.45602719485759735	38.993920	-1	-1	false	0.463569	0.4775392711162567	39.153664	-1	-1
blocksworld-new_38.yml	OUT OF MEMORY (false)	204.378674	204.11102109402418	4096.000000	-1	-1	OUT OF MEMORY (false)	761.24441	761.0945049393922	4096.000000	-1	-1	false	0.440573	0.48690126463770866	38.989824	-1	-1	false	0.456668	0.46573219634592533	39.002112	-1	-1
blocksworld-new_39.yml	OUT OF MEMORY (false)	226.210091	225.98994575999677	4096.000000	-1	-1	OUT OF MEMORY (false)	944.436649	944.5003430843353	4096.000000	-1	-1	false	0.452182	0.4601196441799402	38.985728	-1	-1	false	0.457265	0.4660308565944433	38.998016	-1	-1
blocksworld-new_4.yml	true	2.108283	2.1196387764066458	74.735616	1.6294025164097548	8	true	1.107199	1.1183261834084988	49.520640	0.6256599891930819	8	false	0.434473	0.4439109582453966	38.989824	-1	-1	false	0.466657	0.475880840793252	38.977536	-1	-1
blocksworld-new_40.yml	OUT OF MEMORY (false)	179.431895	179.20498458482325	4096.000000	-1	-1	OUT OF MEMORY (false)	1013.674606	1013.5163358412683	4096.000000	-1	-1	false	0.450594	0.46049255318939686	38.989824	-1	-1	false	0.473611	0.48100203089416027	38.973440	-1	-1
blocksworld-new_5.yml	true	36.902742	36.924539843574166	201.097216	36.449038384482265	13	true	33.316552	33.3283779155463	77.934592	32.896382089704275	13	false	0.469565	0.475997818633914	39.006208	-1	-1	false	0.46982	0.4778310302644968	38.981632	-1	-1
blocksworld-new_6.yml	true	67.385616	67.39926160313189	308.207616	66.89963527210057	13	true	57.384296	57.39698841050267	100.909056	56.956782372668386	13	false	0.4568	0.46462279185652733	38.985728	-1	-1	false	0.449768	0.4596799314022064	38.973440	-1	-1
blocksworld-new_7.yml	true	7757.88025	7760.194624278694	734.068736	7759.720408473164	17	true	4054.189133	4054.4149704333395	190.414848	4053.9475187603384	17	false	0.42603	0.4328581802546978	38.989824	-1	-1	false	0.461769	0.4695612881332636	39.002112	-1	-1
blocksworld-new_8.yml	TIMEOUT (false)	14400.477356	14401.005562929437	1058.160640	14400.484210440889	-1	true	10933.163009	10933.651325186715	281.579520	10933.174201814458	18	false	0.441638	0.448667386546731	38.993920	-1	-1	false	0.473804	0.4837752301245928	38.998016	-1	-1
blocksworld-new_9.yml	TIMEOUT (false)	14400.496155	14401.004969060421	1610.461184	-1	-1	false	14396.813246	14401.151017852128	410.861568	14400.602431038395	-1	false	0.451764	0.45865986309945583	38.981632	-1	-1	false	0.430858	0.43832878954708576	38.981632	-1	-1
chain-of-rooms_1.yml	true	29.933672	29.9480789732188	141.156352	29.437111219391227	28	true	182.301515	182.32181765325367	93.294592	181.88593752868474	28	false	0.465897	0.4731994327157736	39.018496	-1	-1	false	0.454312	0.4689145665615797	39.157760	-1	-1
chain-of-rooms_10.yml	TIMEOUT (false)	14400.156543	14400.906410949305	2767.265792	14400.291541296989	-1	TIMEOUT (false)	14400.318186	14400.830843551084	779.390976	14400.275477390736	-1	false	0.443375	0.4509824477136135	39.022592	-1	-1	false	0.46308	0.4766349196434021	39.141376	-1	-1
chain-of-rooms_2.yml	true	13300.489516	13301.070553125814	908.111872	13300.517256589606	58	TIMEOUT (false)	14400.097517	14400.746758932248	319.664128	14400.176617253572	-1	false	0.476825	0.4830391351133585	38.993920	-1	-1	false	0.458915	0.46775071881711483	38.989824	-1	-1
chain-of-rooms_3.yml	TIMEOUT (false)	14400.249027	14400.834962876514	1372.852224	14400.19239313528	-1	TIMEOUT (false)	14400.07715	14400.732608428225	392.822784	14400.185781648383	-1	false	0.444904	0.4580475240945816	39.010304	-1	-1	false	0.468374	0.49722771160304546	38.989824	-1	-1
chain-of-rooms_4.yml	TIMEOUT (false)	14400.33829	14400.829614005983	1587.572736	14400.205593526363	-1	TIMEOUT (false)	14400.039285	14400.682812044397	428.503040	14400.115396739915	-1	false	0.456623	0.4642671812325716	38.977536	-1	-1	false	0.452814	0.4622771516442299	38.977536	-1	-1
chain-of-rooms_5.yml	TIMEOUT (false)	14400.292511	14400.84132412076	1764.515840	14400.221015928313	-1	TIMEOUT (false)	14400.138562	14400.772855615243	481.030144	14400.214157341048	-1	false	0.467323	0.4753676559776068	38.985728	-1	-1	false	0.443252	0.4503644946962595	39.002112	-1	-1
chain-of-rooms_6.yml	false	14396.626208	14400.830297879875	2039.828480	14400.233243320137	-1	TIMEOUT (false)	14400.262393	14400.819223111495	537.042944	14400.228885868564	-1	false	0.446717	0.45504523254930973	38.965248	-1	-1	false	0.441251	0.45177670381963253	38.998016	-1	-1
chain-of-rooms_7.yml	TIMEOUT (false)	14400.352394	14400.910221854225	2321.330176	14400.249072022736	-1	TIMEOUT (false)	14400.412636	14400.840731540695	622.948352	14400.234544038773	-1	false	0.444349	0.45181670412421227	38.989824	-1	-1	false	0.44803	0.4552553202956915	39.002112	-1	-1
chain-of-rooms_8.yml	TIMEOUT (false)	14400.397723	14400.881522379816	2536.767488	14400.266631685197	-1	false	14396.713811	14400.725610215217	732.893184	14400.186477066949	-1	false	0.429149	0.43655112385749817	39.161856	-1	-1	false	0.454739	0.4629443772137165	38.989824	-1	-1
chain-of-rooms_9.yml	TIMEOUT (false)	14400.446678	14400.878606939688	2609.328128	14400.277253011242	-1	TIMEOUT (false)	14400.267212	14400.794465996325	747.991040	14400.257075956091	-1	false	0.431802	0.43948678486049175	38.920192	-1	-1	false	0.448472	0.45762854628264904	38.989824	-1	-1
doors_01.yml	true	0.596721	0.6073217522352934	47.095808	0.13293729908764362	5	true	0.538462	0.5477187279611826	47.116288	0.10737054608762264	5	false	0.448502	0.455366687849164	38.981632	-1	-1	false	0.451972	0.46650293469429016	39.145472	-1	-1
doors_02.yml	true	0.773422	0.7831464484333992	47.357952	0.277548523619771	7	true	0.582331	0.5908946376293898	47.353856	0.16387213207781315	7	false	0.458723	0.4919528216123581	38.998016	-1	-1	false	0.452355	0.459836408495903	38.985728	-1	-1
doors_03.yml	true	1.167157	1.1769084092229605	55.463936	0.6473854258656502	9	true	0.746154	0.7537787444889545	47.337472	0.33539153821766376	9	false	0.435393	0.4431073199957609	38.998016	-1	-1	false	0.440901	0.44948044419288635	39.022592	-1	-1
doors_04.yml	true	1.99661	2.0070270597934723	69.074944	1.5072564762085676	11	true	1.094021	1.1025324016809464	49.004544	0.6711336243897676	11	false	0.457488	0.4903259798884392	38.985728	-1	-1	false	0.448401	0.45688176341354847	38.993920	-1	-1
doors_05.yml	true	4.073452	4.083405587822199	89.931776	3.6179639268666506	13	true	2.015526	2.023503201082349	54.575104	1.5891407225281	13	false	0.442205	0.4746179636567831	38.989824	-1	-1	false	0.45374	0.4616897329688072	39.002112	-1	-1
doors_06.yml	true	9.279377	9.290454387664795	118.714368	8.811995612457395	15	true	8.072457	8.081327255815268	61.526016	7.63058221526444	15	false	0.43183	0.43897237814962864	38.969344	-1	-1	false	0.444505	0.4524797573685646	39.006208	-1	-1
doors_07.yml	true	18.972165	18.98516228981316	154.918912	18.510737489908934	17	true	24.956312	24.969485379755497	70.569984	24.51389005035162	17	false	0.428061	0.43461337126791477	38.961152	-1	-1	false	0.434835	0.46889588236808777	39.002112	-1	-1
doors_08.yml	true	41.282367	41.29552333243191	204.013568	40.80548372678459	19	true	81.766882	81.78250302001834	82.325504	81.33661552891135	19	false	0.43001	0.43743323162198067	39.010304	-1	-1	false	0.419331	0.4275787193328142	39.002112	-1	-1
doors_09.yml	true	79.84975	79.86682781204581	261.431296	79.36404476873577	21	true	197.501017	197.5306834001094	96.866304	197.0636920761317	21	false	0.439586	0.4664394333958626	38.969344	-1	-1	false	0.447289	0.46371652744710445	39.112704	-1	-1
doors_10.yml	true	150.772584	150.79614003002644	339.529728	150.29814269207418	23	true	423.585798	423.6185275800526	113.971200	423.1880566421896	23	false	0.432932	0.4604483786970377	38.973440	-1	-1	false	0.436194	0.4470756556838751	38.993920	-1	-1
doors_11.yml	true	229.737397	229.76391682773829	420.560896	229.2985902018845	25	true	1511.56549	1511.649611376226	134.144000	1511.2035099193454	25	false	0.444897	0.45599379017949104	38.977536	-1	-1	false	0.446586	0.4560656137764454	38.965248	-1	-1
doors_12.yml	true	524.316945	524.3711750339717	519.884800	523.9058826304972	27	true	1885.765278	1885.903106937185	157.908992	1885.4721813984215	27	false	0.43683	0.45156305842101574	39.145472	-1	-1	false	0.445035	0.4553776104003191	38.993920	-1	-1
doors_13.yml	true	920.987837	921.064202548936	650.526720	920.5793118029833	29	true	3642.131619	3642.3118039350957	185.257984	3641.8735775444657	29	false	0.435463	0.45022075809538364	39.137280	-1	-1	false	0.450955	0.46135398000478745	39.002112	-1	-1
doors_14.yml	true	1365.473133	1365.5826647561044	777.969664	1365.1181131973863	31	true	7147.463959	7147.822610575706	216.518656	7147.384035438299	31	false	0.439258	0.4506567753851414	38.969344	-1	-1	false	0.428872	0.43693271093070507	39.006208	-1	-1
doors_15.yml	true	2585.305809	2585.4326850045472	935.092224	2584.9539851043373	33	true	10106.447609	10106.87902152352	253.394944	10106.404400199652	33	false	0.439612	0.44775377959012985	38.965248	-1	-1	false	0.42483	0.43248617835342884	38.993920	-1	-1
earth_observation_01.yml	true	240.130496	240.154096391052	66.732032	239.65914046019316	20	true	705.2788	705.3296093773097	61.100032	704.8570523243397	20	false	0.424839	0.43182807974517345	39.002112	-1	-1	false	0.418329	0.44417661614716053	38.969344	-1	-1
earth_observation_02.yml	true	0.601664	0.6096280440688133	47.091712	0.14532817900180817	6	true	0.530562	0.540473086759448	47.091712	0.11641301214694977	6	false	0.436723	0.44464976340532303	38.989824	-1	-1	false	0.443619	0.453349232673645	38.985728	-1	-1
earth_observation_03.yml	true	6058.351907	6058.755857009441	99.176448	6058.290163733065	25	true	11887.897594	11888.499957082793	98.582528	11888.057462355122	25	false	0.469925	0.4857799466699362	39.145472	-1	-1	false	0.450914	0.4600943233817816	38.977536	-1	-1
earth_observation_04.yml	TIMEOUT (false)	14400.150389	14400.747877629474	140.390400	14400.176913136616	-1	TIMEOUT (false)	14400.01372	14400.710371000692	116.875264	14400.172399869189	-1	false	0.469296	0.4766045808792114	39.141376	-1	-1	false	0.471241	0.48099178820848465	38.961152	-1	-1
earth_observation_05.yml	TIMEOUT (false)	14400.103585	14400.728601427749	139.268096	14400.174057461321	-1	TIMEOUT (false)	14400.023863	14400.72941781953	108.986368	14400.176501156762	-1	false	0.453661	0.46034717932343483	38.977536	-1	-1	false	0.447297	0.4566676951944828	38.989824	-1	-1
earth_observation_06.yml	true	5689.85875	5690.111621024087	86.929408	5689.634951170534	25	TIMEOUT (false)	14400.081349	14400.721616173163	97.890304	14400.164722988382	-1	false	0.439197	0.4460126403719187	38.969344	-1	-1	false	0.441677	0.4492463357746601	39.084032	-1	-1
earth_observation_07.yml	true	5.006867	5.019244443625212	59.940864	4.543367821723223	17	true	5.787259	5.7970179580152035	50.053120	5.369637744501233	17	false	0.459919	0.4720720872282982	38.989824	-1	-1	false	0.437984	0.447977714240551	39.014400	-1	-1
earth_observation_08.yml	true	0.614514	0.6245504207909107	47.083520	0.15999974124133587	6	true	0.531296	0.5396448113024235	47.083520	0.12599425949156284	6	false	0.430548	0.4554874338209629	39.022592	-1	-1	false	0.438138	0.44611790031194687	39.002112	-1	-1
earth_observation_09.yml	false	14396.414307	14400.702913742512	121.257984	14400.168002843857	-1	false	14399.996906	14400.677471652627	106.287104	14400.16791251488	-1	false	0.434083	0.4815890099853277	38.998016	-1	-1	false	0.420986	0.4297733008861542	39.006208	-1	-1
earth_observation_10.yml	TIMEOUT (false)	14400.104963	14400.725908417255	187.076608	14400.172444997355	-1	false	14396.749461	14400.726156150922	131.731456	14400.176505183801	-1	false	0.442029	0.49074394442141056	38.998016	-1	-1	false	0.441816	0.45058334805071354	38.957056	-1	-1
earth_observation_11.yml	true	0.575486	0.5832824893295765	47.083520	0.1549768541008234	7	true	0.548167	0.5560193527489901	47.083520	0.1314923856407404	7	false	0.453645	0.46368023939430714	38.957056	-1	-1	false	0.449511	0.4582330994307995	38.985728	-1	-1
earth_observation_12.yml	TIMEOUT (false)	14400.171338	14400.728416444734	149.716992	14400.171933215111	-1	false	14399.78839	14400.723938118666	114.200576	14400.16813813895	-1	false	0.44316	0.4528467208147049	38.977536	-1	-1	false	0.466565	0.47370372898876667	38.998016	-1	-1
earth_observation_13.yml	false	14399.84412	14400.735312888399	150.626304	14400.17810296081	-1	TIMEOUT (false)	14400.098273	14400.736878117546	133.570560	14400.172991070896	-1	false	0.450829	0.45782772451639175	39.120896	-1	-1	false	0.455702	0.46281535364687443	39.006208	-1	-1
earth_observation_14.yml	false	14399.77209	14400.702770594507	194.625536	14400.174001218751	-1	TIMEOUT (false)	14400.113611	14400.761422988027	121.524224	14400.17488584295	-1	false	0.452997	0.45983815006911755	38.965248	-1	-1	false	0.428002	0.4380773473531008	38.998016	-1	-1
earth_observation_15.yml	TIMEOUT (false)	14400.144126	14400.726441627368	250.748928	14400.18492709659	-1	TIMEOUT (false)	14400.108097	14400.747129347175	147.398656	14400.184257915244	-1	false	0.432524	0.4393915105611086	38.989824	-1	-1	false	0.432901	0.44000051356852055	39.006208	-1	-1
earth_observation_16.yml	true	1.078974	1.088948892429471	54.517760	0.6303654760122299	13	true	0.999595	1.0099912825971842	47.194112	0.5500062219798565	13	false	0.427372	0.47605624608695507	39.002112	-1	-1	false	0.422117	0.431000055745244	39.002112	-1	-1
earth_observation_17.yml	TIMEOUT (false)	14400.056611	14400.687936306	183.046144	14400.172172723338	-1	TIMEOUT (false)	14400.045966	14400.732959017158	131.702784	14400.173109533265	-1	false	0.416134	0.47329416312277317	38.907904	-1	-1	false	0.410952	0.4183175824582577	39.006208	-1	-1
earth_observation_18.yml	TIMEOUT (false)	14400.142729	14400.719234807417	216.530944	14400.180343996733	-1	TIMEOUT (false)	14400.10845	14400.73761835508	138.375168	14400.182277547196	-1	false	0.441599	0.4493057169020176	38.973440	-1	-1	false	0.455237	0.4630849454551935	39.063552	-1	-1
earth_observation_19.yml	false	14396.52489	14400.714344205335	222.957568	14400.181092556566	-1	false	14399.917891	14400.730422385037	149.491712	14400.178402394056	-1	false	0.453749	0.46092937514185905	38.981632	-1	-1	false	0.458589	0.4666379112750292	38.981632	-1	-1
earth_observation_20.yml	TIMEOUT (false)	14400.147174	14400.757212715223	300.654592	14400.189439633861	-1	false	14396.450494	14400.76434414275	169.598976	14400.194803794846	-1	false	0.452349	0.4598194882273674	38.985728	-1	-1	false	0.439632	0.44858970306813717	38.998016	-1	-1
earth_observation_21.yml	TIMEOUT (false)	14400.096319	14400.728904191405	146.886656	14400.172782540321	-1	TIMEOUT (false)	14400.129127	14400.769301602617	113.831936	14400.173378389329	-1	false	0.445359	0.4522213265299797	38.981632	-1	-1	false	0.449198	0.45667541213333607	38.981632	-1	-1
earth_observation_22.yml	TIMEOUT (false)	14400.181285	14400.76094808057	182.710272	14400.185590304434	-1	TIMEOUT (false)	14400.053871	14400.7175520733	153.223168	14400.178751887754	-1	false	0.44716	0.4537713509052992	39.018496	-1	-1	false	0.452267	0.4670719038695097	39.141376	-1	-1
earth_observation_23.yml	TIMEOUT (false)	14400.085476	14400.737579612061	275.349504	14400.187610059977	-1	TIMEOUT (false)	14400.262878	14400.82335312292	165.154816	14400.191466892138	-1	false	0.434303	0.44191683270037174	38.985728	-1	-1	false	0.444952	0.4594957083463669	38.965248	-1	-1
earth_observation_24.yml	false	14399.905382	14400.760725762695	310.796288	14400.194038864225	-1	false	14399.8893	14400.787334399298	177.336320	14400.19477021508	-1	false	0.452449	0.4616279136389494	38.989824	-1	-1	false	0.448173	0.45629411935806274	38.977536	-1	-1
earth_observation_25.yml	TIMEOUT (false)	14400.097058	14400.74750481546	343.744512	14400.186602320522	-1	TIMEOUT (false)	14400.158834	14400.78106286563	190.914560	14400.19443682395	-1	false	0.445125	0.45110274478793144	38.993920	-1	-1	false	0.448872	0.46720007434487343	38.998016	-1	-1
earth_observation_26.yml	TIMEOUT (false)	14400.13365	14400.740797908977	161.492992	14400.168109163642	-1	TIMEOUT (false)	14400.050449	14400.74639753066	120.004608	14400.172499107197	-1	false	0.448202	0.4553170781582594	38.993920	-1	-1	false	0.445834	0.455132307484746	39.014400	-1	-1
earth_observation_27.yml	false	14396.250911	14400.757757438347	248.999936	14400.178173614666	-1	TIMEOUT (false)	14400.084968	14400.760102279484	147.779584	14400.180183706805	-1	false	0.440984	0.4481117371469736	38.965248	-1	-1	false	0.458257	0.4678600002080202	38.969344	-1	-1
earth_observation_28.yml	TIMEOUT (false)	14400.104013	14400.724855689332	314.957824	14400.185144586489	-1	false	14396.647775	14400.734140254557	182.501376	14400.184663543478	-1	false	0.444375	0.45271280966699123	38.993920	-1	-1	false	0.452916	0.4614973347634077	38.977536	-1	-1
earth_observation_29.yml	true	6488.056103	6488.344831306487	434.233344	6487.848770584911	36	false	14399.81239	14400.70787081495	221.335552	14400.184784259647	-1	false	0.431568	0.4386997129768133	38.998016	-1	-1	false	0.466382	0.47826207615435123	38.973440	-1	-1
earth_observation_30.yml	TIMEOUT (false)	14400.204308	14400.802927693352	440.471552	14400.213194984943	-1	TIMEOUT (false)	14400.126983	14400.770401272923	226.131968	14400.2121153716	-1	false	0.446384	0.45288367196917534	39.006208	-1	-1	false	0.454128	0.46296154148876667	39.149568	-1	-1
earth_observation_31.yml	true	2920.289975	2920.4410050585866	302.092288	2919.9421642068774	37	true	10295.843667	10296.311490809545	167.055360	10295.832693543285	37	false	0.429072	0.43646498769521713	38.977536	-1	-1	false	0.451625	0.4597813580185175	38.989824	-1	-1
earth_observation_32.yml	TIMEOUT (false)	14400.163764	14400.78046301566	391.114752	14400.205480488017	-1	TIMEOUT (false)	14400.153572	14400.790821461007	194.027520	14400.204096278176	-1	false	0.436673	0.44514957070350647	38.989824	-1	-1	false	0.445047	0.45293112471699715	38.993920	-1	-1
earth_observation_33.yml	TIMEOUT (false)	14400.1883	14400.772178381681	347.922432	14400.193280672655	-1	TIMEOUT (false)	14400.116132	14400.779240522534	185.618432	14400.199468556792	-1	false	0.427339	0.4386077020317316	38.985728	-1	-1	false	0.42595	0.4329832550138235	38.985728	-1	-1
earth_observation_34.yml	TIMEOUT (false)	14400.213797	14400.845331681892	376.664064	14400.20180621557	-1	false	14399.935218	14400.793176956475	223.342592	14400.20317058079	-1	false	0.429775	0.44361763820052147	38.993920	-1	-1	false	0.455816	0.4654772002249956	38.965248	-1	-1
earth_observation_35.yml	false	14399.949519	14400.816947249696	516.870144	14400.222325284034	-1	TIMEOUT (false)	14400.237858	14400.850325472653	253.693952	14400.222088631243	-1	false	0.448125	0.49338078685104847	38.993920	-1	-1	false	0.451944	0.46074917167425156	38.957056	-1	-1
earth_observation_36.yml	TIMEOUT (false)	14400.166538	14400.753381349146	299.446272	14400.18410339579	-1	false	14399.78854	14400.745209319517	163.196928	14400.180718384683	-1	false	0.461307	0.48861525021493435	39.002112	-1	-1	false	0.443708	0.45379236713051796	38.969344	-1	-1
earth_observation_37.yml	false	14396.429615	14400.733515003696	392.257536	14400.207407308742	-1	false	14396.854125	14400.793098095804	218.775552	14400.202040033415	-1	false	0.456945	0.48808653838932514	39.006208	-1	-1	false	0.458157	0.465842442587018	38.973440	-1	-1
earth_observation_38.yml	false	14399.845215	14400.779949063435	455.475200	14400.20809124969	-1	TIMEOUT (false)	14400.202697	14400.80056251958	223.309824	14400.206162942573	-1	false	0.429171	0.4756821431219578	39.006208	-1	-1	false	0.418754	0.42678811214864254	38.989824	-1	-1
earth_observation_39.yml	TIMEOUT (false)	14400.242989	14400.780662145466	547.876864	14400.213860120624	-1	TIMEOUT (false)	14400.170913	14400.785489318892	264.278016	14400.212709104642	-1	false	0.418477	0.43083648197352886	38.989824	-1	-1	false	0.42924	0.4367384556680918	39.006208	-1	-1
earth_observation_40.yml	TIMEOUT (false)	14400.214464	14400.789034947753	585.375744	14400.240808488801	-1	TIMEOUT (false)	14400.272143	14400.79340054281	309.936128	14400.237291978672	-1	false	0.447847	0.4545055255293846	39.149568	-1	-1	false	0.471815	0.4807037841528654	38.985728	-1	-1
elevators_01.yml	true	1.733456	1.7431977689266205	65.769472	1.2486896011978388	14	true	2.112859	2.1227741669863462	51.818496	1.664622576907277	14	false	0.433887	0.4429808743298054	38.891520	-1	-1	false	0.428607	0.4357822760939598	38.985728	-1	-1
elevators_02.yml	true	0.837706	0.8455174993723631	51.183616	0.36242034286260605	9	true	0.735447	0.7436988595873117	47.095808	0.27341529354453087	9	false	0.42347	0.4304642006754875	38.998016	-1	-1	false	0.437189	0.4466041848063469	38.965248	-1	-1
elevators_03.yml	true	2.462806	2.472065707668662	72.761344	1.9885328356176615	16	true	4.533794	4.543005740270019	54.853632	4.077417261898518	16	false	0.432653	0.4401292819529772	38.969344	-1	-1	false	0.433528	0.44159974344074726	38.965248	-1	-1
elevators_04.yml	true	1.602591	1.6110073383897543	65.761280	1.1466149147599936	14	true	1.437795	1.4473283644765615	51.773440	0.9893085919320583	14	false	0.42421	0.4311630390584469	38.952960	-1	-1	false	0.457437	0.46648998372256756	38.985728	-1	-1
elevators_05.yml	true	1.26126	1.2705951295793056	59.281408	0.7980656679719687	12	true	1.07767	1.0874243061989546	49.070080	0.6130149029195309	12	false	0.454204	0.4612466152757406	38.998016	-1	-1	false	0.466116	0.48354149237275124	39.145472	-1	-1
elevators_06.yml	true	39.070467	39.08344682492316	158.138368	38.619004387408495	23	true	227.355928	227.38010942190886	88.973312	226.91844928637147	23	false	0.456852	0.46414586529135704	38.961152	-1	-1	false	0.429232	0.4372843001037836	39.002112	-1	-1
elevators_07.yml	true	28.720358	28.734805503860116	149.815296	28.263626717031002	23	true	242.464681	242.48781786300242	87.556096	242.0107197035104	23	false	0.439812	0.44877451471984386	38.969344	-1	-1	false	0.439139	0.44594839587807655	39.006208	-1	-1
elevators_08.yml	TIMEOUT (false)	14400.059859	14400.713601304218	255.115264	14400.175620323047	-1	TIMEOUT (false)	14400.052636	14400.721571493894	135.372800	14400.17869945988	-1	false	0.431728	0.4402789566665888	38.977536	-1	-1	false	0.447456	0.45725935511291027	39.006208	-1	-1
elevators_09.yml	TIMEOUT (false)	14400.111989	14400.702903680503	254.537728	14400.180106893182	-1	TIMEOUT (false)	14400.168016	14400.787249539047	130.420736	14400.177913561463	-1	false	0.441922	0.44968901202082634	38.977536	-1	-1	false	0.443796	0.45291051641106606	38.973440	-1	-1
