instance,sim,num_states,num_threads,cpu_time,time,solve_time,choices,conflicts,restarts,variables,constraints
3,49,10,1,9.093,9.093,7.87,33761,13471,62,92122,376763
2,22,30,4,49.863,13.027,12.3,265643,66089,112,67907,352896
4,42,14,6,4.204,1.373,0.58,52263,3697,18,74042,325498
2,13,30,10,50.663,7.64,6.97,185408,46930,88,67907,352896
2,88,30,1,64.341,64.342,63.51,926909,142955,430,67889,352953
4,61,13,10,4.377,1.245,0.57,22020,2264,9,64635,281998
3,29,10,10,24.262,4.281,3.29,59154,14522,44,91963,368948
1,51,8,8,3.809,1.066,0.48,6805,1535,6,38592,228936
3,46,10,6,18.618,3.941,2.96,153891,14705,47,91963,368948
1,54,9,1,1.335,1.335,0.42,1864,850,5,48410,293019
3,23,9,2,3.713,2.304,1.43,12730,4927,16,75987,301424
1,62,9,6,4.015,1.361,0.56,9342,1649,7,48290,292269
4,36,14,2,2.646,1.763,0.91,52551,3749,17,74042,325498
3,82,9,6,10.201,2.516,1.64,85930,7237,24,75987,301424
1,66,9,4,2.444,1.216,0.42,5308,1454,6,48290,292269
2,28,30,8,58.119,8.861,8.19,953902,48086,100,67907,352896
1,37,9,1,1.303,1.303,0.39,1864,850,5,48410,293019
4,9,14,10,4.641,1.354,0.55,22998,3290,10,74042,325498
1,98,9,1,1.312,1.312,0.4,1864,850,5,48410,293019
3,60,9,2,5.132,3.012,2.15,58701,9127,25,75987,301424
4,66,13,8,2.629,0.973,0.29,7336,1210,5,64635,281998
1,17,8,2,1.809,1.26,0.56,2740,1328,6,38592,228936
2,94,31,2,39.256,20.036,19.24,638419,80510,245,72417,379534
3,88,9,1,3.938,3.939,2.94,9306,5450,29,76110,307683
1,99,8,8,3.809,1.069,0.47,10653,1734,7,38592,228936
4,38,13,6,2.662,1.017,0.34,27141,2347,13,64635,281998
3,89,9,8,9.483,2.044,1.24,18585,6110,23,75987,301424
2,35,31,10,59.071,8.856,8.13,545789,50431,110,72417,379534
4,63,14,6,3.367,1.229,0.44,47754,2815,13,74042,325498
1,47,8,6,2.673,0.996,0.35,7291,1570,7,38592,228936
3,57,9,4,11.816,3.614,2.75,41476,8055,26,75987,301424
3,96,10,10,25.229,4.429,3.45,49592,15606,47,91963,368948
3,4,9,1,3.915,3.915,2.93,9306,5450,29,76110,307683
3,40,10,10,35.85,5.853,4.87,179618,14902,47,91963,368948
2,47,30,10,56.15,8.452,7.78,298244,48508,104,67907,352896
3,21,9,2,3.334,2.118,1.24,8477,4602,15,75987,301424
4,47,13,6,2.461,0.992,0.31,14983,1560,7,64635,281998
3,75,9,6,9.424,2.343,1.45,31163,6677,24,75987,301424
4,39,14,10,6.123,1.584,0.79,48083,3632,13,74042,325498
3,0,9,4,7.566,2.554,1.69,14952,6123,21,75987,301424
4,95,14,10,5.811,1.532,0.74,76554,3555,16,74042,325498
4,42,14,8,4.143,1.295,0.49,33152,2800,13,74042,325498
3,19,9,10,7.926,1.83,1.03,16069,5157,15,75987,301424
4,64,14,8,4.791,1.381,0.57,39370,2752,11,74042,325498
3,59,9,6,9.189,2.297,1.43,162998,6236,25,75987,301424
4,67,14,4,3.337,1.494,0.63,27878,3048,14,74042,325498
1,17,9,8,7.775,1.742,1,24003,4819,21,48290,292269
2,22,31,2,78.387,39.67,38.89,1059698,142859,339,72417,379534
4,49,14,1,1.936,1.936,0.96,6875,2910,16,74857,329151
3,98,10,4,13.656,4.223,3.17,122303,11857,27,91963,368948
3,75,9,10,8.182,1.836,1.03,12880,4889,17,75987,301424
1,10,9,2,1.718,1.29,0.44,2648,1050,4,48290,292269
2,68,30,1,63.634,63.635,62.77,926909,142955,430,67889,352953
4,55,13,6,3.009,1.082,0.4,24270,2446,12,64635,281998
2,55,31,10,45.727,7.004,6.27,216174,37324,87,72417,379534
1,36,9,10,4.015,1.202,0.46,13569,1776,9,48290,292269
4,90,13,8,3.081,1.035,0.35,19516,2146,10,64635,281998
4,6,14,4,2.763,1.345,0.49,24130,2303,12,74042,325498
2,99,30,4,43.149,11.345,10.62,253902,61455,106,67907,352896
4,33,13,2,1.655,1.204,0.47,26619,3385,13,64635,281998
1,2,9,6,4.125,1.394,0.57,19373,2874,12,48290,292269
4,74,13,1,2.022,2.024,1.17,41437,3744,18,65381,285370
1,63,9,4,3.54,1.491,0.69,7868,2720,11,48290,292269
3,23,10,4,14.029,4.31,3.26,28289,11931,31,91963,368948
1,60,8,8,3.01,0.965,0.36,23384,2263,11,38592,228936
4,59,13,1,2,2,1.16,41437,3744,18,65381,285370
2,88,31,8,43.2,6.863,6.14,611625,37800,96,72417,379534
3,10,9,4,7.478,2.526,1.66,19195,5737,22,75987,301424
3,57,9,6,9.437,2.328,1.46,24875,7193,21,75987,301424
3,11,10,4,16.73,4.977,3.93,37624,13567,33,91963,368948
2,57,30,10,70.921,10.468,9.79,573143,59540,120,67907,352896
4,73,13,2,1.415,1.092,0.34,5285,1625,6,64635,281998
3,38,10,1,9.066,9.066,7.86,33761,13471,62,92122,376763
1,32,8,6,2.446,0.964,0.31,4169,1279,6,38592,228936
3,40,10,6,19.906,4.169,3.17,91379,16105,48,91963,368948
4,96,14,1,1.915,1.915,0.93,6875,2910,16,74857,329151
2,15,31,8,74.287,11.363,10.63,464717,59587,118,72417,379534
4,30,14,6,3.487,1.262,0.46,66464,3043,16,74042,325498
2,2,31,4,34.164,9.136,8.36,223204,47351,96,72417,379534
4,99,13,2,1.581,1.175,0.43,6205,2413,10,64635,281998
4,71,13,2,1.442,1.11,0.36,4730,1712,7,64635,281998
3,42,10,10,34.258,5.673,4.68,203968,17044,47,91963,368948
3,80,9,1,3.872,3.872,2.86,9306,5450,29,76110,307683
1,49,8,6,2.84,1.053,0.4,10341,1564,8,38592,228936
2,5,31,1,47.351,47.458,46.53,840718,108940,317,72399,379593
4,22,14,8,8.196,1.867,1.07,110921,3616,18,74042,325498
4,80,13,1,2.001,2.001,1.17,41437,3744,18,65381,285370
1,25,8,2,1.448,1.067,0.39,2040,907,4,38592,228936
4,65,13,1,1.983,1.984,1.15,41437,3744,18,65381,285370
4,91,13,1,1.985,1.986,1.15,41437,3744,18,65381,285370
1,23,9,6,4.033,1.358,0.56,17676,2434,12,48290,292269
4,67,14,8,4.71,1.368,0.57,49865,3334,14,74042,325498
1,13,8,4,2.518,1.126,0.48,5001,1658,10,38592,228936
3,62,9,2,3.465,2.177,1.31,8349,4684,15,75987,301424
1,91,8,6,2.624,0.987,0.34,7713,1540,7,38592,228936
3,45,9,4,7.242,2.475,1.6,15312,6656,20,75987,301424
4,53,13,1,2.025,2.025,1.18,41437,3744,18,65381,285370
4,77,14,10,7.192,1.721,0.93,71883,3279,11,74042,325498
4,59,13,10,3.476,1.081,0.4,8106,1946,8,64635,281998
2,74,31,4,35.354,9.435,8.65,237480,50760,100,72417,379534
1,49,9,4,3.92,1.592,0.79,8454,3019,13,48290,292269
4,18,13,1,2.026,2.026,1.17,41437,3744,18,65381,285370
1,2,9,1,1.357,1.358,0.4,1864,850,5,48410,293019
2,77,31,2,10.927,5.873,5.09,356012,27785,96,72417,379534
3,53,10,4,15.403,4.673,3.61,37819,15537,35,91963,368948
2,25,31,6,51.601,9.39,8.6,533585,67814,149,72417,379534
1,83,8,2,1.689,1.195,0.51,4266,1241,6,38592,228936
1,86,8,8,3.099,0.981,0.38,13766,1582,8,38592,228936
3,58,10,6,20.273,4.205,3.24,67829,14270,47,91963,368948
3,74,9,4,15.279,4.5,3.61,290222,6857,27,75987,301424
2,68,30,6,55.689,10.039,9.31,586293,70538,158,67907,352896
3,5,9,6,10.438,2.498,1.63,21914,6977,21,75987,301424
4,38,13,10,4.747,1.277,0.59,15217,2583,9,64635,281998
1,11,9,6,3.578,1.29,0.47,13897,2213,10,48290,292269
2,31,31,1,47.694,47.776,46.86,840718,108940,317,72399,379593
1,60,9,2,1.637,1.254,0.4,2085,856,3,48290,292269
1,93,9,1,1.327,1.327,0.4,1864,850,5,48410,293019
1,67,9,10,3.881,1.217,0.45,10046,1662,7,48290,292269
4,13,14,6,4.406,1.406,0.61,93783,3669,16,74042,325498
1,28,9,2,1.652,1.272,0.4,2298,876,3,48290,292269
4,54,13,4,2.195,1.116,0.37,6725,1934,11,64635,281998
4,26,13,4,2.077,1.077,0.35,12108,1477,7,64635,281998
4,86,14,4,2.699,1.332,0.47,22031,2722,12,74042,325498
1,63,8,1,1.349,1.349,0.6,2428,1294,11,38692,229592
2,55,31,8,41.026,6.508,5.78,499753,36203,94,72417,379534
4,81,14,1,1.92,1.92,0.95,6875,2910,16,74857,329151
3,68,10,1,9.097,9.097,7.91,33761,13471,62,92122,376763
3,72,10,2,6.512,3.8,2.74,15156,8433,22,91963,368948
3,44,10,4,16.697,5.013,3.93,38122,14455,34,91963,368948
1,25,9,10,4.04,1.24,0.5,7573,2081,8,48290,292269
3,26,9,1,3.847,3.847,2.87,9306,5450,29,76110,307683
2,94,31,4,35.536,9.479,8.7,253453,50329,98,72417,379534
2,9,31,6,64.869,11.675,10.83,604168,81093,176,72417,379534
3,93,9,6,7.597,1.944,1.15,18643,5918,22,75987,301424
3,78,9,2,4.016,2.461,1.59,20438,5920,16,75987,301424
4,65,14,8,3.753,1.246,0.43,54896,2371,10,74042,325498
4,38,14,6,3.294,1.217,0.43,49472,2554,15,74042,325498
1,43,8,4,2.246,1.046,0.41,4402,1680,9,38592,228936
2,94,30,8,67.083,10.236,9.56,617192,56363,97,67907,352896
2,34,30,2,53.335,27.119,26.38,679864,107840,273,67907,352896
1,9,8,1,1.368,1.368,0.62,2428,1294,11,38692,229592
1,50,9,4,1.951,1.106,0.29,4007,1179,5,48290,292269
1,5,8,4,2.195,1.046,0.39,4008,1521,9,38592,228936
1,29,9,10,5.365,1.426,0.68,13450,2612,13,48290,292269
4,49,13,4,2.477,1.199,0.44,20058,2485,13,64635,281998
4,96,14,4,3.58,1.549,0.69,31286,4135,15,74042,325498
1,57,8,2,1.622,1.162,0.47,2456,1058,5,38592,228936
2,53,31,1,47.097,47.098,46.21,840718,108940,317,72399,379593
2,32,31,10,45.785,7.105,6.35,350108,39252,98,72417,379534
1,99,9,10,5.021,1.373,0.62,12691,2736,11,48290,292269
4,85,13,2,3.095,1.925,1.19,107730,5626,18,64635,281998
4,99,13,10,4.656,1.295,0.59,13659,2356,9,64635,281998
3,22,9,10,21.609,3.679,2.87,38351,10068,27,75987,301424
4,80,14,4,2.866,1.375,0.51,14483,2570,11,74042,325498
1,47,8,4,2.106,1.034,0.37,4653,1563,9,38592,228936
3,80,9,4,5.562,2.072,1.18,14894,5825,15,75987,301424
4,36,14,6,4.053,1.364,0.55,61600,4941,26,74042,325498
1,62,9,1,1.346,1.347,0.4,1864,850,5,48410,293019
3,94,10,1,9.116,9.116,7.92,33761,13471,62,92122,376763
4,68,13,10,3.713,1.13,0.45,21335,2135,8,64635,281998
2,64,31,6,51.66,9.381,8.6,510014,63038,140,72417,379534
1,92,9,2,2.202,1.531,0.68,5614,1608,6,48290,292269
1,94,8,2,1.677,1.186,0.51,2682,1250,6,38592,228936
2,99,31,1,47.857,47.864,46.93,840718,108940,317,72399,379593
1,10,9,6,4.075,1.358,0.56,12152,2762,12,48290,292269
1,4,8,2,1.765,1.243,0.53,2523,1243,6,38592,228936
3,33,9,10,14.46,2.729,1.93,99575,6600,21,75987,301424
2,75,31,8,38.587,6.122,5.4,260489,30350,94,72417,379534
1,50,9,8,2.954,1.071,0.32,18838,1418,6,48290,292269
3,62,10,2,15.196,8.138,7.08,667707,17614,52,91963,368948
4,88,14,2,1.737,1.309,0.45,21247,2880,11,74042,325498
4,77,14,4,4.021,1.677,0.8,36087,4605,21,74042,325498
4,12,13,4,2.501,1.191,0.45,9072,2085,10,64635,281998
2,21,31,1,47.694,47.83,46.93,840718,108940,317,72399,379593
4,19,14,2,2.617,1.747,0.89,68088,4032,18,74042,325498
4,18,14,6,3.893,1.315,0.52,73723,3625,19,74042,325498
2,93,31,10,71.514,10.659,9.93,406984,52377,94,72417,379534
4,83,14,1,1.955,1.956,0.98,6875,2910,16,74857,329151
4,14,14,4,3.315,1.476,0.63,44142,3452,16,74042,325498
4,93,13,4,2.406,1.184,0.42,9177,1905,10,64635,281998
4,28,13,6,2.552,1.003,0.33,16352,1629,8,64635,281998
2,12,31,2,24.257,12.55,11.74,507506,56202,179,72417,379534
2,91,31,4,40.141,10.642,9.85,240041,58052,107,72417,379534
2,50,30,10,56.747,8.521,7.84,330695,53070,94,67907,352896
1,30,8,6,2.557,0.993,0.33,4346,1437,7,38592,228936
3,21,9,10,10.295,2.164,1.35,18696,6390,22,75987,301424
2,24,31,1,47.559,47.679,46.77,840718,108940,317,72399,379593
3,69,9,10,10.654,2.185,1.38,20265,5922,21,75987,301424
2,99,30,1,63.282,63.282,62.44,926909,142955,430,67889,352953
3,81,10,1,9.196,9.196,8.02,33761,13471,62,92122,376763
4,15,13,1,2.029,2.029,1.17,41437,3744,18,65381,285370
1,62,8,2,1.703,1.197,0.52,2439,1207,5,38592,228936
2,8,31,4,47.319,12.424,11.65,241917,64010,105,72417,379534
1,63,8,10,3.258,0.968,0.38,7273,1568,6,38592,228936
3,10,10,4,13.825,4.268,3.2,97945,12425,31,91963,368948
2,71,30,6,50.053,9.123,8.37,436039,64335,149,67907,352896
1,83,9,6,3.968,1.371,0.54,13096,2378,11,48290,292269
2,87,31,6,1.355,0.891,0.11,13229,513,0,72417,379534
1,59,8,4,2.235,1.047,0.4,4183,1526,8,38592,228936
2,90,31,6,62.549,11.308,10.51,579595,82838,174,72417,379534
2,77,30,8,39.163,6.205,5.53,319289,33801,80,67907,352896
4,66,14,4,3.377,1.502,0.64,35767,3339,16,74042,325498
2,85,31,6,43.582,8.046,7.26,694916,57045,140,72417,379534
1,53,8,6,2.709,1.003,0.35,7766,1552,7,38592,228936
4,32,13,10,4.062,1.167,0.48,13354,1965,6,64635,281998
4,87,14,8,6.233,1.589,0.79,60152,3614,18,74042,325498
3,17,10,10,27.313,4.662,3.68,122399,15732,41,91963,368948
1,91,8,2,1.6,1.158,0.46,2274,1140,5,38592,228936
1,55,8,8,3.282,0.995,0.39,9577,1731,8,38592,228936
2,0,30,4,39.874,10.543,9.82,219859,55516,97,67907,352896
3,53,10,1,9.065,9.065,7.85,33761,13471,62,92122,376763
2,8,30,2,55.1,27.97,27.23,865055,110391,310,67907,352896
4,57,14,1,1.948,1.948,0.95,6875,2910,16,74857,329151
3,28,10,2,12.784,6.928,5.89,106638,19104,62,91963,368948
4,34,13,1,1.997,1.997,1.15,41437,3744,18,65381,285370
3,6,9,2,6.007,3.451,2.59,71672,6247,22,75987,301424
2,88,31,10,110.048,15.998,15.26,768725,86258,168,72417,379534
3,58,10,4,14.739,4.491,3.44,103058,13340,35,91963,368948
2,60,31,4,44.447,11.725,10.92,255200,58685,113,72417,379534
1,66,8,6,2.592,0.984,0.34,18613,1505,8,38592,228936
1,95,9,4,2.812,1.307,0.51,6431,1999,9,48290,292269
4,38,13,8,3.051,1.037,0.35,8330,1569,7,64635,281998
1,67,9,8,5.832,1.469,0.73,31992,3926,19,48290,292269
1,76,8,6,2.573,0.982,0.33,7188,1523,7,38592,228936
4,71,13,6,2.566,1.006,0.32,31769,2105,11,64635,281998
3,43,9,1,3.862,3.862,2.88,9306,5450,29,76110,307683
1,87,8,6,2.948,1.11,0.45,7625,1701,7,38592,228936
4,76,13,4,2.085,1.09,0.35,4540,1257,6,64635,281998
1,77,9,8,5.437,1.435,0.68,16691,3219,15,48290,292269
1,63,9,6,4.15,1.39,0.58,39079,2762,13,48290,292269
4,31,13,10,3.071,1.048,0.37,33970,1716,8,64635,281998
2,38,30,1,63.634,63.633,62.78,926909,142955,430,67889,352953
1,88,8,8,3.403,1.009,0.42,22094,1873,9,38592,228936
2,5,30,2,41.344,21.064,20.32,645799,88492,269,67907,352896
4,44,13,8,3.111,1.043,0.36,13271,1938,8,64635,281998
4,61,13,6,2.751,1.041,0.35,33163,1982,11,64635,281998
1,24,9,1,1.316,1.316,0.39,1864,850,5,48410,293019
1,86,9,6,3.581,1.3,0.47,8859,2190,11,48290,292269
2,1,30,4,49.348,12.932,12.19,214899,65739,116,67907,352896
4,56,13,4,2.583,1.206,0.47,21191,2431,11,64635,281998
2,10,30,10,39.389,6.075,5.41,416350,36138,76,67907,352896
4,98,13,8,3.009,1.016,0.33,18229,1704,8,64635,281998
2,87,31,10,44.342,6.797,6.07,510962,38061,78,72417,379534
4,57,14,8,5.48,1.469,0.67,71755,3126,15,74042,325498
2,7,30,4,46.336,12.172,11.43,258299,61770,104,67907,352896
3,7,10,6,24.821,4.981,3.99,215758,16144,45,91963,368948
4,12,14,10,4.753,1.375,0.59,27200,2795,11,74042,325498
1,68,8,6,2.516,0.989,0.32,6772,1500,7,38592,228936
1,21,8,6,2.463,0.96,0.31,8767,1665,8,38592,228936
2,20,31,2,1.678,1.249,0.45,50170,2805,10,72417,379534
4,88,14,8,5.308,1.451,0.65,79884,3517,19,74042,325498
3,90,10,4,17.242,5.117,4.07,111651,17671,39,91963,368948
3,26,10,6,17.962,3.842,2.85,42278,12734,37,91963,368948
2,80,30,1,64.078,64.191,63.32,926909,142955,430,67889,352953
4,68,13,1,2,2,1.16,41437,3744,18,65381,285370
3,39,9,2,3.341,2.113,1.25,7850,4383,14,75987,301424
4,91,14,6,3.519,1.256,0.47,96227,4148,24,74042,325498
2,75,31,6,57.797,10.529,9.69,617555,70438,146,72417,379534
3,32,9,8,10.694,2.183,1.38,31655,6849,28,75987,301424
1,34,9,4,3.289,1.426,0.63,6789,2395,11,48290,292269
3,37,9,1,3.895,3.895,2.92,9306,5450,29,76110,307683
3,77,10,10,24.602,4.306,3.33,90300,13720,44,91963,368948
2,52,30,6,68.533,12.226,11.49,534090,88619,170,67907,352896
2,27,30,6,52.666,9.566,8.81,536683,65187,148,67907,352896
4,56,14,10,5.011,1.414,0.62,48783,2951,11,74042,325498
2,81,31,2,109.456,55.148,54.35,1284594,195767,443,72417,379534
4,8,14,8,4.469,1.315,0.52,53649,2858,14,74042,325498
3,52,9,8,9.764,2.101,1.3,18619,6905,26,75987,301424
2,61,31,2,84.206,42.575,41.78,1084171,157100,376,72417,379534
1,2,9,10,3.299,1.117,0.38,8077,1401,5,48290,292269
1,22,9,8,3.839,1.189,0.45,13202,2085,11,48290,292269
2,6,31,1,47.368,47.5,46.6,840718,108940,317,72399,379593
3,11,9,6,6.92,1.904,1.04,16102,4978,21,75987,301424
1,45,8,2,1.794,1.244,0.56,2505,1345,6,38592,228936
2,60,31,10,39.43,6.105,5.37,165780,33589,66,72417,379534
1,8,9,4,1.838,1.069,0.26,3871,1047,5,48290,292269
4,79,14,4,2.948,1.396,0.53,23164,2665,12,74042,325498
1,27,9,8,5.975,1.518,0.76,35422,3378,13,48290,292269
4,37,13,8,3.704,1.129,0.45,30264,2635,10,64635,281998
2,59,30,4,39.394,10.446,9.7,239644,61032,96,67907,352896
2,51,31,1,47.737,47.738,46.82,840718,108940,317,72399,379593
3,72,10,10,29.705,5.003,4.02,63899,16540,49,91963,368948
4,74,14,1,1.929,1.929,0.97,6875,2910,16,74857,329151
2,40,30,1,64.18,64.18,63.33,926909,142955,430,67889,352953
4,5,13,8,3.316,1.066,0.38,15512,1756,9,64635,281998
4,67,13,4,2.321,1.148,0.41,6330,1670,8,64635,281998
3,54,10,4,23.808,6.789,5.71,159486,18424,41,91963,368948
1,82,9,2,1.56,1.218,0.35,1930,750,3,48290,292269
1,69,9,10,6.747,1.596,0.85,15558,3319,15,48290,292269
4,96,13,8,3.543,1.1,0.42,14230,2008,8,64635,281998
4,59,13,2,1.857,1.314,0.57,25486,4466,20,64635,281998
4,80,13,10,4.11,1.249,0.56,11935,2151,6,64635,281998
4,93,14,8,4.931,1.366,0.57,59083,2732,14,74042,325498
1,14,8,10,3.324,0.997,0.41,5816,1625,7,38592,228936
3,27,10,4,22.746,6.515,5.43,130542,17419,45,91963,368948
4,94,14,8,4.653,1.359,0.57,41983,3223,15,74042,325498
4,18,13,8,3.124,1.06,0.36,20465,1545,7,64635,281998
2,75,30,2,37.937,19.342,18.62,588758,81961,210,67907,352896
4,16,14,10,5.353,1.455,0.64,46256,3664,16,74042,325498
4,44,13,2,1.54,1.149,0.41,4437,1781,6,64635,281998
4,10,13,1,2.025,2.025,1.17,41437,3744,18,65381,285370
2,31,30,1,64.36,64.36,63.52,926909,142955,430,67889,352953
1,60,8,1,1.354,1.364,0.61,2428,1294,11,38692,229592
2,55,30,4,46.414,12.206,11.45,273608,67214,119,67907,352896
3,53,9,10,10.525,2.176,1.38,19865,6238,25,75987,301424
4,65,14,2,1.71,1.291,0.44,28810,2954,17,74042,325498
3,56,9,2,3.851,2.365,1.5,17608,6182,22,75987,301424
4,90,13,2,1.492,1.126,0.39,5274,1945,6,64635,281998
4,41,14,10,6.177,1.599,0.79,51336,3422,11,74042,325498
1,89,9,10,5.31,1.398,0.66,28717,2579,13,48290,292269
2,91,30,1,64.131,64.132,63.3,926909,142955,430,67889,352953
3,68,10,4,15.565,4.703,3.65,34155,13930,33,91963,368948
3,3,10,4,13.144,4.089,3.04,68699,12241,29,91963,368948
3,55,10,4,15.563,4.702,3.65,45680,14769,37,91963,368948
1,75,8,2,1.904,1.314,0.6,2773,1385,6,38592,228936
3,84,10,6,24.065,4.851,3.87,137490,13307,41,91963,368948
4,96,14,6,3.013,1.174,0.38,50138,2763,15,74042,325498
1,72,9,1,1.323,1.333,0.4,1864,850,5,48410,293019
1,35,8,1,1.377,1.377,0.63,2428,1294,11,38692,229592
4,60,13,6,2.257,0.957,0.27,14348,1403,9,64635,281998
2,18,30,10,60.482,8.951,8.28,322815,54779,96,67907,352896
1,26,8,8,3.339,1.004,0.4,7619,1933,9,38592,228936
2,87,31,1,47.591,47.591,46.67,840718,108940,317,72399,379593
3,74,10,1,9.083,9.082,7.88,33761,13471,62,92122,376763
1,8,9,8,4.797,1.332,0.59,22232,2668,13,48290,292269
2,62,30,2,53.086,26.961,26.23,713425,112232,271,67907,352896
3,2,9,1,3.902,3.919,2.92,9306,5450,29,76110,307683
3,51,10,1,9.111,9.115,7.92,33761,13471,62,92122,376763
4,29,13,2,1.514,1.135,0.4,8176,2227,7,64635,281998
3,84,10,2,9.514,5.294,4.25,98030,13359,45,91963,368948
2,37,31,1,47.571,47.571,46.68,840718,108940,317,72399,379593
1,78,9,4,3.041,1.368,0.57,6824,2043,11,48290,292269
2,60,31,8,36.937,5.907,5.18,498335,31881,99,72417,379534
1,31,9,8,3.702,1.17,0.43,14049,1783,10,48290,292269
3,31,9,2,4.111,2.494,1.64,9719,6233,16,75987,301424
2,19,30,8,77.613,11.719,11.03,474929,59525,111,67907,352896
4,27,13,6,3.007,1.084,0.4,32734,1886,10,64635,281998
4,41,13,10,3.418,1.078,0.4,24253,1801,8,64635,281998
2,74,30,8,53.509,8.249,7.58,718719,50675,119,67907,352896
1,73,8,2,1.689,1.198,0.5,2602,1198,6,38592,228936
4,10,14,6,3.306,1.221,0.43,45112,2870,16,74042,325498
4,8,14,1,1.962,1.962,0.95,6875,2910,16,74857,329151
4,32,13,6,2.73,1.034,0.35,26216,1935,10,64635,281998
1,50,9,10,6.436,1.566,0.82,25917,3644,14,48290,292269
4,94,14,6,2.825,1.147,0.35,34767,2754,12,74042,325498
3,93,10,2,9.345,5.214,4.15,31408,13478,31,91963,368948
4,65,13,2,1.552,1.155,0.41,23063,2294,9,64635,281998
1,68,9,6,3.627,1.287,0.48,12916,2090,10,48290,292269
4,80,14,8,4.495,1.328,0.53,33025,3173,14,74042,325498
2,94,31,6,44.981,8.271,7.48,481212,56215,129,72417,379534
1,18,9,1,1.327,1.327,0.39,1864,850,5,48410,293019
3,75,10,10,20.54,3.736,2.74,151868,13042,39,91963,368948
1,49,9,2,2.029,1.44,0.6,2852,1347,6,48290,292269
4,70,13,8,3.701,1.131,0.44,18148,1909,8,64635,281998
2,31,30,8,41.856,6.516,5.84,319711,36605,87,67907,352896
2,21,31,4,38.47,10.225,9.43,251116,53185,106,72417,379534
2,50,31,4,1.085,0.866,0.09,5566,216,0,72417,379534
4,61,14,10,5.014,1.416,0.62,48470,3478,13,74042,325498
2,27,30,8,45.063,7.04,6.36,231354,35527,76,67907,352896
4,77,14,8,7.211,1.713,0.92,71243,4278,16,74042,325498
1,20,9,4,2.739,1.287,0.49,5294,1602,7,48290,292269
4,92,14,1,1.91,1.911,0.94,6875,2910,16,74857,329151
4,55,13,4,2.629,1.232,0.48,9158,2439,10,64635,281998
2,30,31,8,68.325,10.36,9.63,607075,46765,89,72417,379534
4,24,14,10,4.794,1.377,0.58,49015,2091,10,74042,325498
4,31,14,10,4.889,1.398,0.61,36314,3259,12,74042,325498
1,86,9,8,4.055,1.21,0.47,21737,2195,11,48290,292269
1,33,8,4,2.195,1.038,0.39,3670,1399,7,38592,228936
4,2,14,8,5.975,1.545,0.75,103777,2983,12,74042,325498
2,76,30,10,54.965,8.305,7.63,304189,48803,99,67907,352896
3,94,10,10,22.569,4.032,3.06,47992,13628,43,91963,368948
1,93,9,4,2.964,1.354,0.55,6174,2173,9,48290,292269
1,60,9,1,1.312,1.312,0.39,1864,850,5,48410,293019
1,80,8,2,1.841,1.275,0.58,2996,1396,5,38592,228936
1,52,9,4,2.328,1.182,0.39,4682,1626,8,48290,292269
3,90,10,6,19.198,4.036,3.06,126360,15457,44,91963,368948
3,94,9,1,3.883,3.883,2.9,9306,5450,29,76110,307683
2,78,30,2,69.74,35.346,34.59,941819,132683,346,67907,352896
3,2,9,2,3.813,2.348,1.49,15934,5403,17,75987,301424
3,60,10,1,8.995,8.995,7.79,33761,13471,62,92122,376763
4,11,14,2,2.078,1.477,0.62,17388,3305,18,74042,325498
3,53,10,8,25.317,4.468,3.48,42165,13631,35,91963,368948
3,26,10,2,11.564,6.362,5.27,75410,16634,54,91963,368948
2,82,30,4,35.337,9.425,8.68,258969,52672,92,67907,352896
3,70,9,6,10.042,2.433,1.56,48992,7247,30,75987,301424
1,92,8,10,3.737,1.036,0.45,19387,2093,9,38592,228936
1,77,9,4,2.759,1.292,0.5,5423,1886,9,48290,292269
3,27,9,4,7.17,2.472,1.59,16912,6183,22,75987,301424
3,42,9,10,11.362,2.322,1.51,24376,6735,21,75987,301424
3,16,10,1,9.024,9.024,7.8,33761,13471,62,92122,376763
4,87,14,6,3.246,1.211,0.42,38352,2221,9,74042,325498
4,23,13,4,2.29,1.135,0.4,7205,1531,9,64635,281998
3,11,10,6,30.979,5.989,5.02,218342,14807,42,91963,368948
4,56,14,8,4.988,1.384,0.6,82855,2398,12,74042,325498
2,59,30,1,63.31,63.327,62.49,926909,142955,430,67889,352953
3,96,9,2,4.541,2.717,1.85,12150,6733,22,75987,301424
1,91,9,4,2.269,1.181,0.37,4480,1442,7,48290,292269
4,99,13,6,2.445,0.984,0.3,13957,1699,7,64635,281998
4,41,13,2,2.578,1.666,0.93,128232,6084,21,64635,281998
1,90,8,6,2.676,1.001,0.35,11152,1462,8,38592,228936
1,65,9,8,3.817,1.198,0.45,9454,2038,10,48290,292269
4,40,13,1,2.01,2.01,1.17,41437,3744,18,65381,285370
3,44,9,8,9.889,2.096,1.29,22612,6963,26,75987,301424
3,72,9,6,8.147,2.107,1.24,15118,6256,21,75987,301424
1,43,9,6,3.381,1.26,0.44,12533,1988,9,48290,292269
3,84,10,4,13.476,4.174,3.12,65522,13135,48,91963,368948
1,25,8,6,2.952,1.067,0.39,69647,1905,9,38592,228936
3,33,9,6,9.353,2.32,1.44,21337,6170,22,75987,301424
