scenario,instance,solver,total-time,ground-time,solve-time,iteration
zenotravel,p03,fondsat-minisat,42.22503094468266,17.05938983336091,25.165641111321747,15
zenotravel,p03,asp-1,0.795,0.785,0.01,2
zenotravel,p03,asp-1,99.038,5.158000000000001,93.88,10
zenotravel,p03,asp-1,258.584,6.704000000000008,251.88,11
zenotravel,p03,asp-1,730.351,7.441000000000031,722.91,12
zenotravel,p03,asp-1,0.261,0.261,0.0,0
zenotravel,p03,asp-1,2.121,1.9809999999999999,0.14,4
zenotravel,p03,asp-1,5.15,3.5100000000000007,1.64,7
zenotravel,p03,asp-1,31.849,5.109000000000002,26.74,9
zenotravel,p03,asp-1,2290.397,9.157000000000153,2281.24,14
zenotravel,p03,asp-1,2.442,2.222,0.22,5
zenotravel,p03,asp-1,696.134,12.104000000000042,684.03,15
zenotravel,p03,asp-1,0.504,0.504,0.0,1
zenotravel,p03,asp-1,3.176,2.846,0.33,6
zenotravel,p03,asp-1,1.049,1.019,0.03,3
zenotravel,p03,asp-1,9.122,4.402,4.72,8
zenotravel,p03,asp-1,957.924,9.173999999999978,948.75,13
zenotravel,p03,fondsat-glucose,4.5710675017908216,4.302537638694048,0.2685298630967736,1
zenotravel,p03,fondsat-glucose,5.556468334048986,4.0399397178553045,1.516528616193682,2
zenotravel,p03,fondsat-glucose,8.575829388108104,6.448985720984638,2.1268436671234667,3
zenotravel,p03,fondsat-glucose,11.327319251839072,6.889038743916899,4.4382805079221725,4
zenotravel,p03,fondsat-glucose,13.624035033397377,8.374038067180663,5.249996966216713,5
zenotravel,p03,fondsat-glucose,14.95853580813855,10.147244792431593,4.811291015706956,6
zenotravel,p03,fondsat-glucose,16.20193009264767,11.045414275955409,5.156515816692263,7
zenotravel,p03,fondsat-glucose,19.346388685517013,11.593471713829786,7.7529169716872275,8
zenotravel,p03,fondsat-glucose,25.841403614729643,16.580534372013062,9.26086924271658,9
zenotravel,p03,fondsat-glucose,28.688706140965223,21.285378376953304,7.4033277640119195,10
zenotravel,p03,fondsat-glucose,26.996972353663296,16.872162821236998,10.124809532426298,11
zenotravel,p03,fondsat-glucose,35.71042228164151,17.710595131851733,17.99982714978978,12
zenotravel,p03,fondsat-glucose,33.56755143310875,19.80235418304801,13.765197250060737,13
zenotravel,p03,fondsat-glucose,45.238031474873424,18.23015309870243,27.007878376170993,14
zenotravel,p03,fondsat-glucose,35.4082740675658,19.655221823602915,15.753052243962884,15
zenotravel,p04,fondsat-minisat,6.16522460617125,3.4715683376416564,2.693656268529594,1
zenotravel,p04,fondsat-minisat,8.702950513921678,5.007793774828315,3.6951567390933633,2
zenotravel,p04,fondsat-minisat,11.039156218059361,6.2071270970627666,4.832029120996594,3
zenotravel,p04,fondsat-minisat,13.816030947491527,7.977935956791043,5.838094990700483,4
zenotravel,p04,fondsat-minisat,16.775021607987583,9.295920446515083,7.479101161472499,5
zenotravel,p04,fondsat-minisat,18.99649901408702,10.53905097860843,8.457448035478592,6
zenotravel,p04,fondsat-minisat,22.731310090981424,12.137290572747588,10.594019518233836,7
zenotravel,p04,fondsat-minisat,25.712746852077544,13.604600969702005,12.108145882375538,8
zenotravel,p04,fondsat-minisat,30.32243809942156,15.768354652449489,14.554083446972072,9
zenotravel,p04,fondsat-minisat,39.58313121739775,16.996971734799445,22.586159482598305,10
zenotravel,p04,fondsat-minisat,40.801539602689445,19.64374767523259,21.157791927456856,11
zenotravel,p04,asp-1,1.207,1.187,0.02,2
zenotravel,p04,asp-1,254.945,8.144999999999982,246.8,10
zenotravel,p04,asp-1,484.574,9.463999999999999,475.11,11
zenotravel,p04,asp-1,0.348,0.348,0.0,0
zenotravel,p04,asp-1,2.876,2.666,0.21,4
zenotravel,p04,asp-1,7.285,4.8149999999999995,2.47,7
zenotravel,p04,asp-1,87.655,7.2450000000000045,80.41,9
zenotravel,p04,asp-1,3.526,3.066,0.46,5
zenotravel,p04,asp-1,0.652,0.652,0.0,1
zenotravel,p04,asp-1,4.632,3.8819999999999997,0.75,6
zenotravel,p04,asp-1,1.913,1.853,0.06,3
zenotravel,p04,asp-1,17.683,5.753,11.93,8
zenotravel,p04,fondsat-glucose,4.284989576321095,3.925955645740032,0.35903393058106303,1
zenotravel,p04,fondsat-glucose,11.558254719246179,6.712315388023853,4.845939331222326,2
zenotravel,p04,fondsat-glucose,14.613342349417508,8.221694585401565,6.391647764015943,3
zenotravel,p04,fondsat-glucose,16.533644726034254,8.912379030138254,7.621265695896,4
zenotravel,p04,fondsat-glucose,21.382259141188115,11.26897515496239,10.113283986225724,5
zenotravel,p04,fondsat-glucose,20.055849954020232,12.984662123955786,7.071187830064446,6
zenotravel,p04,fondsat-glucose,27.092918609734625,17.401599842123687,9.691318767610937,7
zenotravel,p04,fondsat-glucose,31.81551179336384,19.551713794004172,12.263797999359667,8
zenotravel,p04,fondsat-glucose,36.29556530946866,21.476985402870923,14.818579906597733,9
zenotravel,p04,fondsat-glucose,50.83063296414912,29.224461067002267,21.60617189714685,10
zenotravel,p04,fondsat-glucose,57.01903765508905,34.3286662180908,22.690371436998248,11
tireworld-truck,p71,asp-opt-8,0.173,0.16299999999999998,0.01,2
tireworld-truck,p71,asp-opt-8,2.493,1.293,1.2,10
tireworld-truck,p71,asp-opt-8,181.521,3.870999999999981,177.65,17
tireworld-truck,p71,asp-opt-8,3.648,1.608,2.04,11
tireworld-truck,p71,asp-opt-8,7.959,1.899,6.06,12
tireworld-truck,p71,asp-opt-8,90.141,3.271000000000001,86.87,16
tireworld-truck,p71,asp-opt-8,0.304,0.274,0.03,4
tireworld-truck,p71,asp-opt-8,85.521,5.281000000000006,80.24,19
tireworld-truck,p71,asp-opt-8,0.835,0.725,0.11,7
tireworld-truck,p71,asp-opt-8,1.458,1.138,0.32,9
tireworld-truck,p71,asp-opt-8,30.079,3.019000000000002,27.06,14
tireworld-truck,p71,asp-opt-8,0.432,0.392,0.04,5
tireworld-truck,p71,asp-opt-8,48.781,2.780999999999999,46.0,15
tireworld-truck,p71,asp-opt-8,0.096,0.096,0.0,1
tireworld-truck,p71,asp-opt-8,0.57,0.51,0.06,6
tireworld-truck,p71,asp-opt-8,391.896,4.23599999999999,387.66,18
tireworld-truck,p71,asp-opt-8,0.227,0.217,0.01,3
tireworld-truck,p71,asp-opt-8,1.066,0.896,0.17,8
tireworld-truck,p71,asp-opt-8,16.531,2.2409999999999997,14.29,13
tireworld-truck,p71,asp-plus-opt-1,0.02,0.02,0.0,-1
tireworld-truck,p71,asp-plus-opt-1,0.112,0.112,0.0,2
tireworld-truck,p71,asp-plus-opt-1,2.212,0.9320000000000002,1.28,10
tireworld-truck,p71,asp-plus-opt-1,293.989,2.6189999999999714,291.37,17
tireworld-truck,p71,asp-plus-opt-1,3.437,1.1669999999999998,2.27,11
tireworld-truck,p71,asp-plus-opt-1,16.471,1.4809999999999999,14.99,12
tireworld-truck,p71,asp-plus-opt-1,191.339,2.5289999999999964,188.81,16
tireworld-truck,p71,asp-plus-opt-1,0.027,0.027,0.0,0
tireworld-truck,p71,asp-plus-opt-1,0.22,0.22,0.0,4
tireworld-truck,p71,asp-plus-opt-1,1264.512,3.6319999999998345,1260.88,19
tireworld-truck,p71,asp-plus-opt-1,0.623,0.563,0.06,7
tireworld-truck,p71,asp-plus-opt-1,1.158,0.8079999999999999,0.35,9
tireworld-truck,p71,asp-plus-opt-1,60.784,1.9739999999999966,58.81,14
tireworld-truck,p71,asp-plus-opt-1,0.307,0.297,0.01,5
tireworld-truck,p71,asp-plus-opt-1,103.801,2.290999999999997,101.51,15
tireworld-truck,p71,asp-plus-opt-1,0.048,0.048,0.0,1
tireworld-truck,p71,asp-plus-opt-1,0.441,0.41100000000000003,0.03,6
tireworld-truck,p71,asp-plus-opt-1,712.593,3.022999999999911,709.57,18
tireworld-truck,p71,asp-plus-opt-1,0.135,0.135,0.0,3
tireworld-truck,p71,asp-plus-opt-1,0.786,0.626,0.16,8
tireworld-truck,p71,asp-plus-opt-1,29.864,1.7340000000000018,28.13,13
tireworld-truck,p71,fondsat-minisat,0.1785909878090024,0.13271561777219176,0.045875370036810637,1
tireworld-truck,p71,fondsat-minisat,0.23226426588371396,0.15260873176157475,0.07965553412213922,2
tireworld-truck,p71,fondsat-minisat,0.3368139094673097,0.20943756168708205,0.12737634778022766,3
tireworld-truck,p71,fondsat-minisat,0.5525792548432946,0.3135035461746156,0.239075708668679,4
tireworld-truck,p71,fondsat-minisat,0.6380451358854771,0.38809948693960905,0.24994564894586802,5
tireworld-truck,p71,fondsat-minisat,0.8697250061668456,0.4577448759227991,0.41198013024404645,6
tireworld-truck,p71,fondsat-minisat,1.7906513838097453,0.5912528648041189,1.1993985190056264,7
tireworld-truck,p71,fondsat-minisat,2.800298457965255,1.0693097962066531,1.7309886617586017,8
tireworld-truck,p71,fondsat-minisat,8.872253141831607,1.258001227863133,7.614251913968474,9
tireworld-truck,p71,fondsat-minisat,9.025795556139201,0.8444306659512222,8.181364890187979,10
tireworld-truck,p71,fondsat-minisat,15.828341443557292,1.3685281141661108,14.459813329391181,11
tireworld-truck,p71,fondsat-minisat,63.54283466935158,1.1464621969498694,62.39637247240171,12
tireworld-truck,p71,fondsat-minisat,108.41594029730186,2.4125353852286935,106.00340491207317,13
tireworld-truck,p71,fondsat-minisat,151.0679511539638,1.8356011020950973,149.2323500518687,14
tireworld-truck,p71,fondsat-minisat,389.8633471103385,3.02094888407737,386.84239822626114,15
tireworld-truck,p71,fondsat-minisat,1062.208795545157,1.9036301588639617,1060.305165386293,16
tireworld-truck,p71,fondsat-minisat,1959.0846556629986,2.045645983889699,1957.0390096791089,17
tireworld-truck,p71,fondsat-minisat,6197.506201347802,2.870198620017618,6194.636002727784,18
tireworld-truck,p71,fondsat-minisat,13574.696225049905,2.475636406801641,13572.220588643104,19
tireworld-truck,p71,asp-opt-4,0.147,0.13699999999999998,0.01,2
tireworld-truck,p71,asp-opt-4,2.431,1.451,0.98,10
tireworld-truck,p71,asp-opt-4,239.506,4.186000000000007,235.32,17
tireworld-truck,p71,asp-opt-4,4.239,1.709,2.53,11
tireworld-truck,p71,asp-opt-4,8.473,1.923000000000001,6.55,12
tireworld-truck,p71,asp-opt-4,127.993,3.462999999999994,124.53,16
tireworld-truck,p71,asp-opt-4,0.326,0.316,0.01,4
tireworld-truck,p71,asp-opt-4,808.838,4.937999999999988,803.9,19
tireworld-truck,p71,asp-opt-4,0.869,0.779,0.09,7
tireworld-truck,p71,asp-opt-4,1.639,1.2389999999999999,0.4,9
tireworld-truck,p71,asp-opt-4,36.654,2.6140000000000043,34.04,14
tireworld-truck,p71,asp-opt-4,0.454,0.434,0.02,5
tireworld-truck,p71,asp-opt-4,74.019,3.169000000000011,70.85,15
tireworld-truck,p71,asp-opt-4,0.12,0.12,0.0,1
tireworld-truck,p71,asp-opt-4,0.644,0.604,0.04,6
tireworld-truck,p71,asp-opt-4,699.327,4.386999999999944,694.94,18
tireworld-truck,p71,asp-opt-4,0.299,0.289,0.01,3
tireworld-truck,p71,asp-opt-4,1.177,0.9970000000000001,0.18,8
tireworld-truck,p71,asp-opt-4,15.966,2.276,13.69,13
tireworld-truck,p71,asp-1,0.133,0.133,0.0,2
tireworld-truck,p71,asp-1,7.822,1.9020000000000001,5.92,10
tireworld-truck,p71,asp-1,2717.988,3.867999999999938,2714.12,17
tireworld-truck,p71,asp-1,15.987,1.697000000000001,14.29,11
tireworld-truck,p71,asp-1,39.017,2.6170000000000044,36.4,12
tireworld-truck,p71,asp-1,698.404,4.3840000000000146,694.02,16
tireworld-truck,p71,asp-1,0.372,0.362,0.01,4
tireworld-truck,p71,asp-1,5898.006,6.306000000000495,5891.7,19
tireworld-truck,p71,asp-1,1.253,0.9829999999999999,0.27,7
tireworld-truck,p71,asp-1,2.234,1.184,1.05,9
tireworld-truck,p71,asp-1,220.81,3.259999999999991,217.55,14
tireworld-truck,p71,asp-1,0.396,0.376,0.02,5
tireworld-truck,p71,asp-1,685.142,4.232000000000085,680.91,15
tireworld-truck,p71,asp-1,0.127,0.127,0.0,1
tireworld-truck,p71,asp-1,0.531,0.49100000000000005,0.04,6
tireworld-truck,p71,asp-1,6576.995,5.854999999999563,6571.14,18
tireworld-truck,p71,asp-1,0.373,0.363,0.01,3
tireworld-truck,p71,asp-1,1.14,0.8299999999999998,0.31,8
tireworld-truck,p71,asp-1,69.631,3.3810000000000002,66.25,13
tireworld-truck,p71,fondsat-glucose,0.09808560367673635,0.08665995206683874,0.011425651609897614,1
tireworld-truck,p71,fondsat-glucose,0.1538273706100881,0.13296205084770918,0.02086531976237893,2
tireworld-truck,p71,fondsat-glucose,0.21815011277794838,0.16938358964398503,0.048766523133963346,3
tireworld-truck,p71,fondsat-glucose,0.34237602911889553,0.2795057510957122,0.06287027802318335,4
tireworld-truck,p71,fondsat-glucose,0.6768946941010654,0.5713330060243607,0.10556168807670474,5
tireworld-truck,p71,fondsat-glucose,0.8272155881859362,0.728639149107039,0.09857643907889724,6
tireworld-truck,p71,fondsat-glucose,1.1215394781902432,0.9043749840930104,0.21716449409723282,7
tireworld-truck,p71,fondsat-glucose,1.4259362919256091,1.1381001570262015,0.2878361348994076,8
tireworld-truck,p71,fondsat-glucose,1.8516494249925017,1.15462840301916,0.6970210219733417,9
tireworld-truck,p71,fondsat-glucose,3.2630039271898568,1.593541351146996,1.6694625760428607,10
tireworld-truck,p71,fondsat-glucose,4.174887997098267,1.8751404229551554,2.2997475741431117,11
tireworld-truck,p71,fondsat-glucose,5.768611465580761,1.8805461376905441,3.8880653278902173,12
tireworld-truck,p71,fondsat-glucose,10.245249959640205,1.4404923636466265,8.804757595993578,13
tireworld-truck,p71,fondsat-glucose,23.400545315351337,1.705178101081401,21.695367214269936,14
tireworld-truck,p71,fondsat-glucose,40.913571051787585,1.854299590922892,39.05927146086469,15
tireworld-truck,p71,fondsat-glucose,109.28595682000741,2.5475911661051214,106.73836565390229,16
tireworld-truck,p71,fondsat-glucose,262.2600495656952,2.4954516859725118,259.7645978797227,17
tireworld-truck,p71,fondsat-glucose,893.4380587940104,3.061439414974302,890.3766193790361,18
tireworld-truck,p71,fondsat-glucose,654.5146730407141,5.515964932739735,648.9987081079744,19
tireworld-truck,p71,asp-opt-1,0.268,0.268,0.0,2
tireworld-truck,p71,asp-opt-1,8.233,2.3630000000000004,5.87,10
tireworld-truck,p71,asp-opt-1,1998.807,5.136999999999944,1993.67,17
tireworld-truck,p71,asp-opt-1,20.801,3.040999999999997,17.76,11
tireworld-truck,p71,asp-opt-1,37.98,2.4099999999999966,35.57,12
tireworld-truck,p71,asp-opt-1,920.687,5.41700000000003,915.27,16
tireworld-truck,p71,asp-opt-1,0.607,0.597,0.01,4
tireworld-truck,p71,asp-opt-1,3434.828,5.16800000000012,3429.66,19
tireworld-truck,p71,asp-opt-1,1.567,1.337,0.23,7
tireworld-truck,p71,asp-opt-1,2.893,1.6129999999999998,1.28,9
tireworld-truck,p71,asp-opt-1,352.979,4.31899999999996,348.66,14
tireworld-truck,p71,asp-opt-1,0.776,0.756,0.02,5
tireworld-truck,p71,asp-opt-1,694.899,4.979000000000042,689.92,15
tireworld-truck,p71,asp-opt-1,0.124,0.124,0.0,1
tireworld-truck,p71,asp-opt-1,1.151,1.061,0.09,6
tireworld-truck,p71,asp-opt-1,3508.747,5.986999999999625,3502.76,18
tireworld-truck,p71,asp-opt-1,0.444,0.434,0.01,3
tireworld-truck,p71,asp-opt-1,1.661,1.291,0.37,8
tireworld-truck,p71,asp-opt-1,134.368,3.5079999999999814,130.86,13
tireworld-truck,p71,asp-4,0.217,0.207,0.01,2
tireworld-truck,p71,asp-4,5.085,1.5750000000000002,3.51,10
tireworld-truck,p71,asp-4,548.434,3.3039999999999736,545.13,17
tireworld-truck,p71,asp-4,13.058,1.927999999999999,11.13,11
tireworld-truck,p71,asp-4,18.682,1.532,17.15,12
tireworld-truck,p71,asp-4,249.619,2.6189999999999998,247.0,16
tireworld-truck,p71,asp-4,0.451,0.431,0.02,4
tireworld-truck,p71,asp-4,2129.832,5.141999999999825,2124.69,19
tireworld-truck,p71,asp-4,1.134,0.9839999999999999,0.15,7
tireworld-truck,p71,asp-4,2.486,1.4660000000000002,1.02,9
tireworld-truck,p71,asp-4,81.769,2.0090000000000003,79.76,14
tireworld-truck,p71,asp-4,0.546,0.516,0.03,5
tireworld-truck,p71,asp-4,138.748,2.5180000000000007,136.23,15
tireworld-truck,p71,asp-4,0.11,0.11,0.0,1
tireworld-truck,p71,asp-4,0.821,0.7509999999999999,0.07,6
tireworld-truck,p71,asp-4,1380.649,3.1989999999998417,1377.45,18
tireworld-truck,p71,asp-4,0.294,0.284,0.01,3
tireworld-truck,p71,asp-4,1.534,1.1840000000000002,0.35,8
tireworld-truck,p71,asp-4,34.183,1.9329999999999998,32.25,13
tireworld-truck,p71,asp-8,0.126,0.116,0.01,2
tireworld-truck,p71,asp-8,3.92,1.1999999999999997,2.72,10
tireworld-truck,p71,asp-8,314.86,3.1200000000000045,311.74,17
tireworld-truck,p71,asp-8,6.934,1.3639999999999999,5.57,11
tireworld-truck,p71,asp-8,12.806,1.5259999999999998,11.28,12
tireworld-truck,p71,asp-8,197.234,3.984000000000009,193.25,16
tireworld-truck,p71,asp-8,0.292,0.262,0.03,4
tireworld-truck,p71,asp-8,166.175,5.405000000000001,160.77,19
tireworld-truck,p71,asp-8,0.946,0.726,0.22,7
tireworld-truck,p71,asp-8,1.76,1.06,0.7,9
tireworld-truck,p71,asp-8,53.503,2.0630000000000024,51.44,14
tireworld-truck,p71,asp-8,0.557,0.507,0.05,5
tireworld-truck,p71,asp-8,106.221,2.51100000000001,103.71,15
tireworld-truck,p71,asp-8,0.076,0.076,0.0,1
tireworld-truck,p71,asp-8,0.574,0.504,0.07,6
tireworld-truck,p71,asp-8,767.361,3.6509999999999536,763.71,18
tireworld-truck,p71,asp-8,0.344,0.31399999999999995,0.03,3
tireworld-truck,p71,asp-8,1.067,0.7469999999999999,0.32,8
tireworld-truck,p71,asp-8,26.643,2.6630000000000003,23.98,13
tireworld-truck,p09,asp-opt-8,0.12,0.11,0.01,2
tireworld-truck,p09,asp-opt-8,0.284,0.26399999999999996,0.02,4
tireworld-truck,p09,asp-opt-8,0.565,0.4149999999999999,0.15,7
tireworld-truck,p09,asp-opt-8,1.945,0.7650000000000001,1.18,9
tireworld-truck,p09,asp-opt-8,0.477,0.437,0.04,5
tireworld-truck,p09,asp-opt-8,0.053,0.053,0.0,1
tireworld-truck,p09,asp-opt-8,0.526,0.43600000000000005,0.09,6
tireworld-truck,p09,asp-opt-8,0.149,0.13899999999999998,0.01,3
tireworld-truck,p09,asp-opt-8,1.157,0.617,0.54,8
tireworld-truck,p09,asp-plus-opt-1,0.015,0.015,0.0,-1
tireworld-truck,p09,asp-plus-opt-1,0.053,0.053,0.0,2
tireworld-truck,p09,asp-plus-opt-1,0.026,0.026,0.0,0
tireworld-truck,p09,asp-plus-opt-1,0.233,0.223,0.01,4
tireworld-truck,p09,asp-plus-opt-1,0.486,0.256,0.23,7
tireworld-truck,p09,asp-plus-opt-1,1.707,0.43700000000000006,1.27,9
tireworld-truck,p09,asp-plus-opt-1,0.172,0.152,0.02,5
tireworld-truck,p09,asp-plus-opt-1,0.033,0.033,0.0,1
tireworld-truck,p09,asp-plus-opt-1,0.284,0.22399999999999998,0.06,6
tireworld-truck,p09,asp-plus-opt-1,0.122,0.122,0.0,3
tireworld-truck,p09,asp-plus-opt-1,1.005,0.5049999999999999,0.5,8
tireworld-truck,p09,fondsat-minisat,0.1359536163508892,0.093189163133502,0.0427644532173872,1
tireworld-truck,p09,fondsat-minisat,0.2172646764665842,0.14448089338839054,0.07278378307819366,2
tireworld-truck,p09,fondsat-minisat,0.2847699481062591,0.175718876067549,0.10905107203871012,3
tireworld-truck,p09,fondsat-minisat,0.4587747002951801,0.27049189200624824,0.18828280828893185,4
tireworld-truck,p09,fondsat-minisat,0.7741034021601081,0.3935433980077505,0.3805600041523576,5
tireworld-truck,p09,fondsat-minisat,1.140421707648784,0.47646196326240897,0.663959744386375,6
tireworld-truck,p09,fondsat-minisat,2.9211465567350388,0.31028937781229615,2.6108571789227426,7
tireworld-truck,p09,fondsat-minisat,3.639229747466743,0.389445957262069,3.249783790204674,8
tireworld-truck,p09,fondsat-minisat,2.096396034117788,0.8608642751350999,1.2355317589826882,9
tireworld-truck,p09,asp-opt-4,0.104,0.104,0.0,2
tireworld-truck,p09,asp-opt-4,0.213,0.193,0.02,4
tireworld-truck,p09,asp-opt-4,0.703,0.473,0.23,7
tireworld-truck,p09,asp-opt-4,1.574,0.7440000000000001,0.83,9
tireworld-truck,p09,asp-opt-4,0.337,0.30700000000000005,0.03,5
tireworld-truck,p09,asp-opt-4,0.047,0.047,0.0,1
tireworld-truck,p09,asp-opt-4,0.471,0.351,0.12,6
tireworld-truck,p09,asp-opt-4,0.132,0.12200000000000001,0.01,3
tireworld-truck,p09,asp-opt-4,1.245,0.6150000000000001,0.63,8
tireworld-truck,p09,asp-1,0.086,0.086,0.0,2
tireworld-truck,p09,asp-1,0.218,0.208,0.01,4
tireworld-truck,p09,asp-1,2.001,0.7309999999999999,1.27,7
tireworld-truck,p09,asp-1,2.453,0.9129999999999998,1.54,9
tireworld-truck,p09,asp-1,0.296,0.236,0.06,5
tireworld-truck,p09,asp-1,0.085,0.085,0.0,1
tireworld-truck,p09,asp-1,0.591,0.381,0.21,6
tireworld-truck,p09,asp-1,0.242,0.23199999999999998,0.01,3
tireworld-truck,p09,asp-1,2.33,0.6200000000000001,1.71,8
tireworld-truck,p09,fondsat-glucose,0.10005016205832362,0.08980370778590441,0.010246454272419214,1
tireworld-truck,p09,fondsat-glucose,0.1682591624557972,0.14493228262290359,0.02332687983289361,2
tireworld-truck,p09,fondsat-glucose,0.24013615818694234,0.20522814895957708,0.034908009227365255,3
tireworld-truck,p09,fondsat-glucose,0.3273363271728158,0.2785270940512419,0.048809233121573925,4
tireworld-truck,p09,fondsat-glucose,0.458937237970531,0.3757841340266168,0.08315310394391418,5
tireworld-truck,p09,fondsat-glucose,0.6148978709243238,0.47891122102737427,0.13598664989694953,6
tireworld-truck,p09,fondsat-glucose,0.8665960137732327,0.607801946811378,0.2587940669618547,7
tireworld-truck,p09,fondsat-glucose,1.3172804871574044,0.7570219468325377,0.5602585403248668,8
tireworld-truck,p09,fondsat-glucose,1.6946403440088034,0.8448171960189939,0.8498231479898095,9
tireworld-truck,p09,asp-opt-1,0.134,0.134,0.0,2
tireworld-truck,p09,asp-opt-1,0.205,0.19499999999999998,0.01,4
tireworld-truck,p09,asp-opt-1,1.184,0.5039999999999999,0.68,7
tireworld-truck,p09,asp-opt-1,3.189,0.7690000000000001,2.42,9
tireworld-truck,p09,asp-opt-1,0.352,0.302,0.05,5
tireworld-truck,p09,asp-opt-1,0.085,0.085,0.0,1
tireworld-truck,p09,asp-opt-1,0.589,0.369,0.22,6
tireworld-truck,p09,asp-opt-1,0.209,0.209,0.0,3
tireworld-truck,p09,asp-opt-1,1.764,0.5840000000000001,1.18,8
tireworld-truck,p09,asp-4,0.141,0.13099999999999998,0.01,2
tireworld-truck,p09,asp-4,0.31,0.29,0.02,4
tireworld-truck,p09,asp-4,1.152,0.6019999999999999,0.55,7
tireworld-truck,p09,asp-4,2.525,0.615,1.91,9
tireworld-truck,p09,asp-4,0.423,0.363,0.06,5
tireworld-truck,p09,asp-4,0.083,0.083,0.0,1
tireworld-truck,p09,asp-4,0.621,0.501,0.12,6
tireworld-truck,p09,asp-4,0.209,0.19899999999999998,0.01,3
tireworld-truck,p09,asp-4,1.993,0.7730000000000001,1.22,8
tireworld-truck,p09,asp-8,0.139,0.129,0.01,2
tireworld-truck,p09,asp-8,0.205,0.175,0.03,4
tireworld-truck,p09,asp-8,0.651,0.381,0.27,7
tireworld-truck,p09,asp-8,1.32,0.54,0.78,9
tireworld-truck,p09,asp-8,0.326,0.276,0.05,5
tireworld-truck,p09,asp-8,0.083,0.083,0.0,1
tireworld-truck,p09,asp-8,0.366,0.266,0.1,6
tireworld-truck,p09,asp-8,0.14,0.13,0.01,3
tireworld-truck,p09,asp-8,1.265,0.46499999999999986,0.8,8
tireworld-truck,p09,asp-plus-opt-4,0.014,0.014,0.0,-1
tireworld-truck,p09,asp-plus-opt-4,0.071,0.071,0.0,2
tireworld-truck,p09,asp-plus-opt-4,0.018,0.018,0.0,0
tireworld-truck,p09,asp-plus-opt-4,0.131,0.12100000000000001,0.01,4
tireworld-truck,p09,asp-plus-opt-4,0.474,0.33399999999999996,0.14,7
tireworld-truck,p09,asp-plus-opt-4,1.576,0.5860000000000001,0.99,9
tireworld-truck,p09,asp-plus-opt-4,0.21,0.19,0.02,5
tireworld-truck,p09,asp-plus-opt-4,0.033,0.033,0.0,1
tireworld-truck,p09,asp-plus-opt-4,0.29,0.24999999999999997,0.04,6
tireworld-truck,p09,asp-plus-opt-4,0.098,0.098,0.0,3
tireworld-truck,p09,asp-plus-opt-4,0.72,0.42,0.3,8
tireworld-truck,p56,asp-opt-8,0.144,0.13399999999999998,0.01,2
tireworld-truck,p56,asp-opt-8,3.9,1.4499999999999997,2.45,10
tireworld-truck,p56,asp-opt-8,4.373,1.7030000000000003,2.67,11
tireworld-truck,p56,asp-opt-8,12.246,1.9860000000000007,10.26,12
tireworld-truck,p56,asp-opt-8,126.933,3.723000000000013,123.21,16
tireworld-truck,p56,asp-opt-8,0.378,0.358,0.02,4
tireworld-truck,p56,asp-opt-8,0.945,0.835,0.11,7
tireworld-truck,p56,asp-opt-8,1.82,1.2400000000000002,0.58,9
tireworld-truck,p56,asp-opt-8,64.14,2.539999999999999,61.6,14
tireworld-truck,p56,asp-opt-8,0.459,0.42900000000000005,0.03,5
tireworld-truck,p56,asp-opt-8,155.545,2.894999999999982,152.65,15
tireworld-truck,p56,asp-opt-8,0.077,0.077,0.0,1
tireworld-truck,p56,asp-opt-8,0.692,0.6319999999999999,0.06,6
tireworld-truck,p56,asp-opt-8,0.223,0.203,0.02,3
tireworld-truck,p56,asp-opt-8,1.141,0.9410000000000001,0.2,8
tireworld-truck,p56,asp-opt-8,22.834,2.3939999999999984,20.44,13
tireworld-truck,p56,asp-plus-opt-1,0.014,0.014,0.0,-1
tireworld-truck,p56,asp-plus-opt-1,0.088,0.088,0.0,2
tireworld-truck,p56,asp-plus-opt-1,3.906,1.056,2.85,10
tireworld-truck,p56,asp-plus-opt-1,6.428,1.2880000000000003,5.14,11
tireworld-truck,p56,asp-plus-opt-1,14.133,1.513,12.62,12
tireworld-truck,p56,asp-plus-opt-1,539.141,2.5810000000000173,536.56,16
tireworld-truck,p56,asp-plus-opt-1,0.026,0.026,0.0,0
tireworld-truck,p56,asp-plus-opt-1,0.215,0.215,0.0,4
tireworld-truck,p56,asp-plus-opt-1,0.644,0.5740000000000001,0.07,7
tireworld-truck,p56,asp-plus-opt-1,1.489,0.9090000000000001,0.58,9
tireworld-truck,p56,asp-plus-opt-1,81.37,1.9300000000000068,79.44,14
tireworld-truck,p56,asp-plus-opt-1,0.333,0.313,0.02,5
tireworld-truck,p56,asp-plus-opt-1,271.588,2.1680000000000064,269.42,15
tireworld-truck,p56,asp-plus-opt-1,0.05,0.05,0.0,1
tireworld-truck,p56,asp-plus-opt-1,0.449,0.41900000000000004,0.03,6
tireworld-truck,p56,asp-plus-opt-1,0.134,0.134,0.0,3
tireworld-truck,p56,asp-plus-opt-1,0.998,0.708,0.29,8
tireworld-truck,p56,asp-plus-opt-1,59.966,1.725999999999999,58.24,13
tireworld-truck,p56,fondsat-minisat,0.221464647911489,0.1597729017958045,0.06169174611568451,1
tireworld-truck,p56,fondsat-minisat,0.3300545634701848,0.22981548123061657,0.10023908223956823,2
