scenario,instance,solver,total-time,ground-time,solve-time,iteration
spiky-tireworld,p09,asp-opt-8,0.567,0.5469999999999999,0.02,2
spiky-tireworld,p09,asp-opt-8,5.714,4.114000000000001,1.6,10
spiky-tireworld,p09,asp-opt-8,550.079,12.118999999999915,537.96,17
spiky-tireworld,p09,asp-opt-8,7.875,5.255,2.62,11
spiky-tireworld,p09,asp-opt-8,11.677,6.0569999999999995,5.62,12
spiky-tireworld,p09,asp-opt-8,299.858,10.328000000000031,289.53,16
spiky-tireworld,p09,asp-opt-8,0.936,0.886,0.05,4
spiky-tireworld,p09,asp-opt-8,3427.126,15.706000000000131,3411.42,19
spiky-tireworld,p09,asp-opt-8,2.615,2.395,0.22,7
spiky-tireworld,p09,asp-opt-8,4.361,3.7609999999999997,0.6,9
spiky-tireworld,p09,asp-opt-8,88.869,8.168999999999997,80.7,14
spiky-tireworld,p09,asp-opt-8,1.405,1.335,0.07,5
spiky-tireworld,p09,asp-opt-8,180.237,9.766999999999996,170.47,15
spiky-tireworld,p09,asp-opt-8,0.22,0.22,0.0,1
spiky-tireworld,p09,asp-opt-8,1.909,1.749,0.16,6
spiky-tireworld,p09,asp-opt-8,1198.527,12.667000000000144,1185.86,18
spiky-tireworld,p09,asp-opt-8,6332.987,16.16700000000037,6316.82,20
spiky-tireworld,p09,asp-opt-8,897.886,20.025999999999954,877.86,21
spiky-tireworld,p09,asp-opt-8,0.729,0.699,0.03,3
spiky-tireworld,p09,asp-opt-8,3.3,2.9699999999999998,0.33,8
spiky-tireworld,p09,asp-opt-8,53.698,7.258000000000003,46.44,13
spiky-tireworld,p09,asp-plus-opt-1,0.04,0.04,0.0,-1
spiky-tireworld,p09,asp-plus-opt-1,0.348,0.348,0.0,2
spiky-tireworld,p09,asp-plus-opt-1,4.739,3.449,1.29,10
spiky-tireworld,p09,asp-plus-opt-1,509.738,8.978000000000009,500.76,17
spiky-tireworld,p09,asp-plus-opt-1,7.281,4.090999999999999,3.19,11
spiky-tireworld,p09,asp-plus-opt-1,25.155,4.765000000000001,20.39,12
spiky-tireworld,p09,asp-plus-opt-1,214.553,7.8729999999999905,206.68,16
spiky-tireworld,p09,asp-plus-opt-1,0.083,0.083,0.0,0
spiky-tireworld,p09,asp-plus-opt-1,0.778,0.748,0.03,4
spiky-tireworld,p09,asp-plus-opt-1,1951.466,11.865999999999985,1939.6,19
spiky-tireworld,p09,asp-plus-opt-1,2.034,1.7939999999999998,0.24,7
spiky-tireworld,p09,asp-plus-opt-1,3.772,2.8419999999999996,0.93,9
spiky-tireworld,p09,asp-plus-opt-1,90.523,6.533000000000001,83.99,14
spiky-tireworld,p09,asp-plus-opt-1,1.123,1.073,0.05,5
spiky-tireworld,p09,asp-plus-opt-1,118.688,7.647999999999996,111.04,15
spiky-tireworld,p09,asp-plus-opt-1,0.163,0.163,0.0,1
spiky-tireworld,p09,asp-plus-opt-1,1.44,1.3399999999999999,0.1,6
spiky-tireworld,p09,asp-plus-opt-1,1234.054,10.484000000000151,1223.57,18
spiky-tireworld,p09,asp-plus-opt-1,4777.15,12.960000000000036,4764.19,20
spiky-tireworld,p09,asp-plus-opt-1,2447.31,14.590000000000146,2432.72,21
spiky-tireworld,p09,asp-plus-opt-1,0.555,0.545,0.01,3
spiky-tireworld,p09,asp-plus-opt-1,2.809,2.269,0.54,8
spiky-tireworld,p09,asp-plus-opt-1,43.926,5.996000000000002,37.93,13
spiky-tireworld,p09,fondsat-minisat,0.7850132421590388,0.611298271920532,0.1737149702385068,1
spiky-tireworld,p09,fondsat-minisat,1.2047455296851695,0.8947711428627372,0.3099743868224323,2
spiky-tireworld,p09,fondsat-minisat,1.6618076912127435,1.2158106160350144,0.44599707517772913,3
spiky-tireworld,p09,fondsat-minisat,2.1388734309002757,1.6740638818591833,0.4648095490410924,4
spiky-tireworld,p09,fondsat-minisat,1.8866534070111811,1.2566470480524004,0.6300063589587808,5
spiky-tireworld,p09,fondsat-minisat,2.5498297456651926,1.4755417257547379,1.0742880199104548,6
spiky-tireworld,p09,fondsat-minisat,4.846466716378927,3.3414211980998516,1.5050455182790756,7
spiky-tireworld,p09,fondsat-minisat,3.988209456205368,2.223109221085906,1.765100235119462,8
spiky-tireworld,p09,fondsat-minisat,7.333550272043794,4.656110540963709,2.677439731080085,9
spiky-tireworld,p09,fondsat-minisat,8.612390051130205,5.575869109947234,3.036520941182971,10
spiky-tireworld,p09,fondsat-minisat,9.627290732692927,3.799497211817652,5.827793520875275,11
spiky-tireworld,p09,fondsat-minisat,16.472519524861127,3.830870572011918,12.64164895284921,12
spiky-tireworld,p09,fondsat-minisat,26.84073761710897,4.967932420782745,21.872805196326226,13
spiky-tireworld,p09,fondsat-minisat,58.672542173881084,4.982275487855077,53.69026668602601,14
spiky-tireworld,p09,fondsat-minisat,147.8457628809847,5.970929143950343,141.87483373703435,15
spiky-tireworld,p09,fondsat-minisat,244.45985153783113,7.5356776979751885,236.92417383985594,16
spiky-tireworld,p09,fondsat-minisat,631.7216174611822,7.3602912640199065,624.3613261971623,17
spiky-tireworld,p09,fondsat-minisat,1333.0292243738659,13.845284822862595,1319.1839395510033,18
spiky-tireworld,p09,fondsat-minisat,2345.049304767512,9.763458796776831,2335.285845970735,19
spiky-tireworld,p09,fondsat-minisat,4895.57156707393,10.416777648963034,4885.154789424967,20
spiky-tireworld,p09,fondsat-minisat,10043.612154412083,12.219952047802508,10031.39220236428,21
spiky-tireworld,p09,asp-opt-4,0.79,0.77,0.02,2
spiky-tireworld,p09,asp-opt-4,6.532,4.7620000000000005,1.77,10
spiky-tireworld,p09,asp-opt-4,936.566,16.326000000000022,920.24,17
spiky-tireworld,p09,asp-opt-4,10.745,5.6049999999999995,5.14,11
spiky-tireworld,p09,asp-opt-4,15.356,6.916,8.44,12
spiky-tireworld,p09,asp-opt-4,382.136,14.51600000000002,367.62,16
spiky-tireworld,p09,asp-opt-4,1.106,1.066,0.04,4
spiky-tireworld,p09,asp-opt-4,5035.455,17.904999999999745,5017.55,19
spiky-tireworld,p09,asp-opt-4,3.799,3.569,0.23,7
spiky-tireworld,p09,asp-opt-4,6.252,5.561999999999999,0.69,9
spiky-tireworld,p09,asp-opt-4,79.85,11.049999999999997,68.8,14
spiky-tireworld,p09,asp-opt-4,1.603,1.503,0.1,5
spiky-tireworld,p09,asp-opt-4,138.784,12.073999999999998,126.71,15
spiky-tireworld,p09,asp-opt-4,0.404,0.404,0.0,1
spiky-tireworld,p09,asp-opt-4,2.108,2.0180000000000002,0.09,6
spiky-tireworld,p09,asp-opt-4,2292.951,15.021000000000186,2277.93,18
spiky-tireworld,p09,asp-opt-4,39130.371,20.510999999998603,39109.86,20
spiky-tireworld,p09,asp-opt-4,657.84,22.25,635.59,21
spiky-tireworld,p09,asp-opt-4,0.892,0.872,0.02,3
spiky-tireworld,p09,asp-opt-4,5.228,4.728,0.5,8
spiky-tireworld,p09,asp-opt-4,27.101,8.480999999999998,18.62,13
spiky-tireworld,p09,asp-1,0.554,0.544,0.01,2
spiky-tireworld,p09,asp-1,5.916,4.006,1.91,10
spiky-tireworld,p09,asp-1,2431.412,8.971999999999753,2422.44,17
spiky-tireworld,p09,asp-1,11.755,4.995000000000001,6.76,11
spiky-tireworld,p09,asp-1,21.103,6.503000000000002,14.6,12
spiky-tireworld,p09,asp-1,774.009,8.359000000000037,765.65,16
spiky-tireworld,p09,asp-1,1.127,1.097,0.03,4
spiky-tireworld,p09,asp-1,9691.309,12.338999999999942,9678.97,19
spiky-tireworld,p09,asp-1,2.27,2.11,0.16,7
spiky-tireworld,p09,asp-1,3.639,3.029,0.61,9
spiky-tireworld,p09,asp-1,148.401,6.761000000000024,141.64,14
spiky-tireworld,p09,asp-1,1.413,1.343,0.07,5
spiky-tireworld,p09,asp-1,393.413,7.393000000000029,386.02,15
spiky-tireworld,p09,asp-1,0.243,0.243,0.0,1
spiky-tireworld,p09,asp-1,1.588,1.508,0.08,6
spiky-tireworld,p09,asp-1,5260.703,10.563000000000102,5250.14,18
spiky-tireworld,p09,asp-1,21854.39,12.470000000001164,21841.92,20
spiky-tireworld,p09,asp-1,4134.266,15.52599999999984,4118.74,21
spiky-tireworld,p09,asp-1,0.781,0.771,0.01,3
spiky-tireworld,p09,asp-1,3.319,2.739,0.58,8
spiky-tireworld,p09,asp-1,95.032,8.88199999999999,86.15,13
spiky-tireworld,p09,fondsat-glucose,0.3459364911541343,0.32325767586007714,0.02267881529405713,1
spiky-tireworld,p09,fondsat-glucose,0.8874520789831877,0.7059710239991546,0.1814810549840331,2
spiky-tireworld,p09,fondsat-glucose,1.532525117509067,1.2038408159278333,0.32868430158123374,3
spiky-tireworld,p09,fondsat-glucose,2.0869816900230944,1.5858784620650113,0.5011032279580832,4
spiky-tireworld,p09,fondsat-glucose,2.6549886567518115,2.2102516018785536,0.4447370548732579,5
spiky-tireworld,p09,fondsat-glucose,3.0469699422828853,2.3660734430886805,0.6808964991942048,6
spiky-tireworld,p09,fondsat-glucose,3.8148395381867886,2.4126751669682562,1.4021643712185323,7
spiky-tireworld,p09,fondsat-glucose,4.449851389974356,2.554770037997514,1.8950813519768417,8
spiky-tireworld,p09,fondsat-glucose,5.467547304928303,3.2144237919710577,2.253123512957245,9
spiky-tireworld,p09,fondsat-glucose,7.208000989630818,3.5791227878071368,3.6288782018236816,10
spiky-tireworld,p09,fondsat-glucose,6.524811154231429,3.654089794959873,2.870721359271556,11
spiky-tireworld,p09,fondsat-glucose,9.424365896265954,5.086767624132335,4.337598272133619,12
spiky-tireworld,p09,fondsat-glucose,15.046721471939236,5.417882019653916,9.62883945228532,13
spiky-tireworld,p09,fondsat-glucose,16.74455173034221,5.3689472572878,11.375604473054409,14
spiky-tireworld,p09,fondsat-glucose,36.460783139802516,8.853667728137225,27.60711541166529,15
spiky-tireworld,p09,fondsat-glucose,59.45683460030705,11.012059973552823,48.444774626754224,16
spiky-tireworld,p09,fondsat-glucose,93.58948724064976,9.801047469954938,83.78843977069482,17
spiky-tireworld,p09,fondsat-glucose,178.16551494505256,13.333609214052558,164.831905731,18
spiky-tireworld,p09,fondsat-glucose,390.68278720229864,13.673003606963903,377.00978359533474,19
spiky-tireworld,p09,fondsat-glucose,849.0877437181771,16.94902069028467,832.1387230278924,20
spiky-tireworld,p09,fondsat-glucose,640.3451838009059,11.429523846134543,628.9156599547714,21
spiky-tireworld,p09,asp-opt-1,0.982,0.972,0.01,2
spiky-tireworld,p09,asp-opt-1,15.088,5.267999999999999,9.82,10
spiky-tireworld,p09,asp-opt-1,2540.472,13.192000000000007,2527.28,17
spiky-tireworld,p09,asp-opt-1,13.37,6.839999999999999,6.53,11
spiky-tireworld,p09,asp-opt-1,48.349,6.608999999999995,41.74,12
spiky-tireworld,p09,asp-opt-1,1266.845,13.654999999999973,1253.19,16
spiky-tireworld,p09,asp-opt-1,1.599,1.569,0.03,4
spiky-tireworld,p09,asp-opt-1,12146.766,23.306000000000495,12123.46,19
spiky-tireworld,p09,asp-opt-1,4.019,3.789,0.23,7
spiky-tireworld,p09,asp-opt-1,4.988,3.9880000000000004,1.0,9
spiky-tireworld,p09,asp-opt-1,292.432,10.25200000000001,282.18,14
spiky-tireworld,p09,asp-opt-1,2.38,2.32,0.06,5
spiky-tireworld,p09,asp-opt-1,381.571,12.231000000000051,369.34,15
spiky-tireworld,p09,asp-opt-1,0.403,0.403,0.0,1
spiky-tireworld,p09,asp-opt-1,2.809,2.7190000000000003,0.09,6
spiky-tireworld,p09,asp-opt-1,4937.082,14.74200000000019,4922.34,18
spiky-tireworld,p09,asp-opt-1,24252.079,31.689000000002125,24220.39,20
spiky-tireworld,p09,asp-opt-1,1052.876,32.096000000000004,1020.78,21
spiky-tireworld,p09,asp-opt-1,1.256,1.246,0.01,3
spiky-tireworld,p09,asp-opt-1,4.1,3.26,0.84,8
spiky-tireworld,p09,asp-opt-1,98.855,8.545000000000002,90.31,13
spiky-tireworld,p09,asp-4,0.752,0.722,0.03,2
spiky-tireworld,p09,asp-4,9.791,5.891,3.9,10
spiky-tireworld,p09,asp-4,1892.775,15.375,1877.4,17
spiky-tireworld,p09,asp-4,13.482,6.991999999999999,6.49,11
spiky-tireworld,p09,asp-4,26.723,7.632999999999999,19.09,12
spiky-tireworld,p09,asp-4,706.43,15.009999999999991,691.42,16
spiky-tireworld,p09,asp-4,1.265,1.145,0.12,4
spiky-tireworld,p09,asp-4,10436.629,18.59900000000016,10418.03,19
spiky-tireworld,p09,asp-4,3.105,2.655,0.45,7
spiky-tireworld,p09,asp-4,6.435,4.935,1.5,9
spiky-tireworld,p09,asp-4,110.44,11.89,98.55,14
spiky-tireworld,p09,asp-4,2.389,2.239,0.15,5
spiky-tireworld,p09,asp-4,305.696,12.366000000000042,293.33,15
spiky-tireworld,p09,asp-4,0.319,0.319,0.0,1
spiky-tireworld,p09,asp-4,3.066,2.796,0.27,6
spiky-tireworld,p09,asp-4,5119.559,16.009000000000015,5103.55,18
spiky-tireworld,p09,asp-4,29979.969,14.119000000002416,29965.85,20
spiky-tireworld,p09,asp-4,1195.562,22.401999999999816,1173.16,21
spiky-tireworld,p09,asp-4,0.887,0.817,0.07,3
spiky-tireworld,p09,asp-4,4.797,3.3069999999999995,1.49,8
spiky-tireworld,p09,asp-4,56.289,10.029000000000003,46.26,13
spiky-tireworld,p09,asp-8,0.598,0.518,0.08,2
spiky-tireworld,p09,asp-8,9.843,5.543,4.3,10
spiky-tireworld,p09,asp-8,978.212,10.741999999999962,967.47,17
spiky-tireworld,p09,asp-8,11.483,5.003,6.48,11
spiky-tireworld,p09,asp-8,21.101,7.670999999999999,13.43,12
spiky-tireworld,p09,asp-8,596.238,13.328000000000088,582.91,16
spiky-tireworld,p09,asp-8,1.091,0.901,0.19,4
spiky-tireworld,p09,asp-8,3485.976,18.45600000000013,3467.52,19
spiky-tireworld,p09,asp-8,4.215,3.255,0.96,7
spiky-tireworld,p09,asp-8,6.479,3.759,2.72,9
spiky-tireworld,p09,asp-8,127.132,10.082000000000008,117.05,14
spiky-tireworld,p09,asp-8,1.927,1.487,0.44,5
spiky-tireworld,p09,asp-8,391.76,10.819999999999993,380.94,15
spiky-tireworld,p09,asp-8,0.405,0.405,0.0,1
spiky-tireworld,p09,asp-8,2.725,2.2350000000000003,0.49,6
spiky-tireworld,p09,asp-8,2115.831,15.151000000000295,2100.68,18
spiky-tireworld,p09,asp-8,8696.627,19.787000000000262,8676.84,20
spiky-tireworld,p09,asp-8,1291.692,21.322000000000116,1270.37,21
spiky-tireworld,p09,asp-8,0.749,0.619,0.13,3
spiky-tireworld,p09,asp-8,4.951,3.3409999999999993,1.61,8
spiky-tireworld,p09,asp-8,33.38,8.480000000000004,24.9,13
spiky-tireworld,p01,asp-opt-8,0.207,0.19699999999999998,0.01,2
spiky-tireworld,p01,asp-opt-8,1.55,1.29,0.26,10
spiky-tireworld,p01,asp-opt-8,55.687,3.1969999999999956,52.49,17
spiky-tireworld,p01,asp-opt-8,1.963,1.493,0.47,11
spiky-tireworld,p01,asp-opt-8,2.714,1.7839999999999998,0.93,12
spiky-tireworld,p01,asp-opt-8,39.316,2.906000000000006,36.41,16
spiky-tireworld,p01,asp-opt-8,0.299,0.27899999999999997,0.02,4
spiky-tireworld,p01,asp-opt-8,244.171,4.34099999999998,239.83,19
spiky-tireworld,p01,asp-opt-8,0.736,0.656,0.08,7
spiky-tireworld,p01,asp-opt-8,1.169,0.999,0.17,9
spiky-tireworld,p01,asp-opt-8,8.917,2.497,6.42,14
spiky-tireworld,p01,asp-opt-8,0.379,0.349,0.03,5
spiky-tireworld,p01,asp-opt-8,23.595,2.625,20.97,15
spiky-tireworld,p01,asp-opt-8,0.102,0.102,0.0,1
spiky-tireworld,p01,asp-opt-8,0.486,0.446,0.04,6
spiky-tireworld,p01,asp-opt-8,124.191,3.9710000000000036,120.22,18
spiky-tireworld,p01,asp-opt-8,773.979,5.908999999999992,768.07,20
spiky-tireworld,p01,asp-opt-8,142.197,5.037000000000006,137.16,21
spiky-tireworld,p01,asp-opt-8,0.215,0.205,0.01,3
spiky-tireworld,p01,asp-opt-8,0.873,0.783,0.09,8
spiky-tireworld,p01,asp-opt-8,5.629,2.1689999999999996,3.46,13
spiky-tireworld,p01,asp-plus-opt-1,0.013,0.013,0.0,-1
spiky-tireworld,p01,asp-plus-opt-1,0.089,0.089,0.0,2
spiky-tireworld,p01,asp-plus-opt-1,1.288,1.018,0.27,10
spiky-tireworld,p01,asp-plus-opt-1,45.182,2.372,42.81,17
spiky-tireworld,p01,asp-plus-opt-1,2.184,1.314,0.87,11
spiky-tireworld,p01,asp-plus-opt-1,3.712,1.8320000000000003,1.88,12
spiky-tireworld,p01,asp-plus-opt-1,23.238,2.2979999999999983,20.94,16
spiky-tireworld,p01,asp-plus-opt-1,0.025,0.025,0.0,0
spiky-tireworld,p01,asp-plus-opt-1,0.199,0.189,0.01,4
spiky-tireworld,p01,asp-plus-opt-1,208.816,2.936000000000007,205.88,19
spiky-tireworld,p01,asp-plus-opt-1,0.523,0.453,0.07,7
spiky-tireworld,p01,asp-plus-opt-1,1.086,0.9060000000000001,0.18,9
spiky-tireworld,p01,asp-plus-opt-1,6.445,1.6550000000000002,4.79,14
spiky-tireworld,p01,asp-plus-opt-1,0.337,0.327,0.01,5
spiky-tireworld,p01,asp-plus-opt-1,12.138,2.138,10.0,15
spiky-tireworld,p01,asp-plus-opt-1,0.043,0.043,0.0,1
spiky-tireworld,p01,asp-plus-opt-1,0.577,0.5569999999999999,0.02,6
spiky-tireworld,p01,asp-plus-opt-1,98.356,2.9059999999999917,95.45,18
spiky-tireworld,p01,asp-plus-opt-1,407.839,3.38900000000001,404.45,20
spiky-tireworld,p01,asp-plus-opt-1,26.379,3.9190000000000005,22.46,21
spiky-tireworld,p01,asp-plus-opt-1,0.276,0.276,0.0,3
spiky-tireworld,p01,asp-plus-opt-1,0.653,0.603,0.05,8
spiky-tireworld,p01,asp-plus-opt-1,6.173,1.9429999999999996,4.23,13
spiky-tireworld,p01,fondsat-minisat,0.19160923594608903,0.13914649607613683,0.0524627398699522,1
spiky-tireworld,p01,fondsat-minisat,0.3179495856165886,0.22985924035310745,0.08809034526348114,2
spiky-tireworld,p01,fondsat-minisat,0.4296352881938219,0.3018954084254801,0.12773987976834178,3
spiky-tireworld,p01,fondsat-minisat,0.5833308058790863,0.4052510312758386,0.17807977460324764,4
spiky-tireworld,p01,fondsat-minisat,0.751373000908643,0.5056681050918996,0.24570489581674337,5
spiky-tireworld,p01,fondsat-minisat,0.998386503662914,0.6665859627537429,0.3318005409091711,6
spiky-tireworld,p01,fondsat-minisat,1.4667235659435391,0.838883716147393,0.6278398497961462,7
spiky-tireworld,p01,fondsat-minisat,1.7361497674137354,1.0190674304030836,0.7170823370106518,8
spiky-tireworld,p01,fondsat-minisat,2.373083122074604,1.1843471704050899,1.1887359516695142,9
spiky-tireworld,p01,fondsat-minisat,3.5213763476349413,1.4353232556022704,2.086053092032671,10
spiky-tireworld,p01,fondsat-minisat,3.149614904075861,1.7095059477724135,1.4401089563034475,11
spiky-tireworld,p01,fondsat-minisat,4.629247569013387,1.1158399400301278,3.513407628983259,12
spiky-tireworld,p01,fondsat-minisat,10.18625565385446,2.2915565338917077,7.894699119962752,13
spiky-tireworld,p01,fondsat-minisat,19.99191416054964,1.8003387367352843,18.191575423814356,14
spiky-tireworld,p01,fondsat-minisat,27.162085544783622,2.923713522963226,24.238372021820396,15
spiky-tireworld,p01,fondsat-minisat,58.236857236828655,2.0084693818353117,56.22838785499334,16
spiky-tireworld,p01,fondsat-minisat,122.96584858652204,1.927222837228328,121.03862574929371,17
spiky-tireworld,p01,fondsat-minisat,279.8562484467402,4.133363930974156,275.72288451576605,18
spiky-tireworld,p01,fondsat-minisat,683.1775671835057,3.2649535462260246,679.9126136372797,19
spiky-tireworld,p01,fondsat-minisat,1082.6402123728767,4.163659695070237,1078.4765526778065,20
spiky-tireworld,p01,fondsat-minisat,1753.7623291597702,4.550177952740341,1749.2121512070298,21
spiky-tireworld,p01,asp-opt-4,0.159,0.149,0.01,2
spiky-tireworld,p01,asp-opt-4,1.629,1.279,0.35,10
spiky-tireworld,p01,asp-opt-4,75.775,3.6750000000000114,72.1,17
spiky-tireworld,p01,asp-opt-4,2.51,1.6199999999999997,0.89,11
spiky-tireworld,p01,asp-opt-4,3.118,1.8279999999999998,1.29,12
spiky-tireworld,p01,asp-opt-4,29.551,3.2509999999999977,26.3,16
spiky-tireworld,p01,asp-opt-4,0.304,0.284,0.02,4
spiky-tireworld,p01,asp-opt-4,359.963,6.143000000000029,353.82,19
spiky-tireworld,p01,asp-opt-4,0.87,0.79,0.08,7
spiky-tireworld,p01,asp-opt-4,1.264,1.094,0.17,9
spiky-tireworld,p01,asp-opt-4,7.198,2.418,4.78,14
spiky-tireworld,p01,asp-opt-4,0.447,0.41700000000000004,0.03,5
spiky-tireworld,p01,asp-opt-4,16.825,3.3649999999999984,13.46,15
spiky-tireworld,p01,asp-opt-4,0.101,0.101,0.0,1
spiky-tireworld,p01,asp-opt-4,0.564,0.5239999999999999,0.04,6
spiky-tireworld,p01,asp-opt-4,137.042,4.391999999999996,132.65,18
spiky-tireworld,p01,asp-opt-4,1172.896,7.05600000000004,1165.84,20
spiky-tireworld,p01,asp-opt-4,80.955,6.984999999999999,73.97,21
spiky-tireworld,p01,asp-opt-4,0.198,0.188,0.01,3
spiky-tireworld,p01,asp-opt-4,1.116,1.026,0.09,8
spiky-tireworld,p01,asp-opt-4,4.699,2.1189999999999998,2.58,13
spiky-tireworld,p01,asp-1,0.146,0.146,0.0,2
spiky-tireworld,p01,asp-1,1.468,0.958,0.51,10
spiky-tireworld,p01,asp-1,208.452,2.7620000000000005,205.69,17
spiky-tireworld,p01,asp-1,2.313,1.233,1.08,11
spiky-tireworld,p01,asp-1,4.649,1.509,3.14,12
spiky-tireworld,p01,asp-1,161.064,3.343999999999994,157.72,16
spiky-tireworld,p01,asp-1,0.267,0.257,0.01,4
spiky-tireworld,p01,asp-1,1193.238,3.6180000000001655,1189.62,19
spiky-tireworld,p01,asp-1,0.555,0.515,0.04,7
spiky-tireworld,p01,asp-1,1.084,0.914,0.17,9
spiky-tireworld,p01,asp-1,21.733,1.972999999999999,19.76,14
spiky-tireworld,p01,asp-1,0.299,0.289,0.01,5
spiky-tireworld,p01,asp-1,54.639,2.199000000000005,52.44,15
spiky-tireworld,p01,asp-1,0.069,0.069,0.0,1
spiky-tireworld,p01,asp-1,0.417,0.39699999999999996,0.02,6
spiky-tireworld,p01,asp-1,567.159,3.7490000000000236,563.41,18
spiky-tireworld,p01,asp-1,2818.036,7.55600000000004,2810.48,20
spiky-tireworld,p01,asp-1,130.235,5.565000000000012,124.67,21
spiky-tireworld,p01,asp-1,0.173,0.173,0.0,3
spiky-tireworld,p01,asp-1,0.725,0.645,0.08,8
spiky-tireworld,p01,asp-1,11.957,1.6370000000000005,10.32,13
spiky-tireworld,p01,fondsat-glucose,0.14954560296609998,0.13977343495935202,0.009772168006747961,1
spiky-tireworld,p01,fondsat-glucose,0.2186087602749467,0.19348908122628927,0.025119679048657417,2
spiky-tireworld,p01,fondsat-glucose,0.2027659839950502,0.16536118928343058,0.037404794711619616,3
spiky-tireworld,p01,fondsat-glucose,0.2759633883833885,0.22718534572049975,0.048778042662888765,4
spiky-tireworld,p01,fondsat-glucose,0.5900073233060539,0.4894573912024498,0.10054993210360408,5
spiky-tireworld,p01,fondsat-glucose,0.8197340397164226,0.6799315353855491,0.1398025043308735,6
spiky-tireworld,p01,fondsat-glucose,0.9817722858861089,0.8474691119045019,0.13430317398160696,7
spiky-tireworld,p01,fondsat-glucose,1.0981560228392482,0.8283090121112764,0.2698470107279718,8
spiky-tireworld,p01,fondsat-glucose,1.1117066047154367,0.7091703028418124,0.4025363018736243,9
spiky-tireworld,p01,fondsat-glucose,1.909770124591887,1.3463758626021445,0.5633942619897425,10
spiky-tireworld,p01,fondsat-glucose,2.514037197921425,1.7611386417411268,0.7528985561802983,11
spiky-tireworld,p01,fondsat-glucose,3.467305526137352,2.1148441890254617,1.3524613371118903,12
spiky-tireworld,p01,fondsat-glucose,2.6946489908732474,1.4666628739796579,1.2279861168935895,13
spiky-tireworld,p01,fondsat-glucose,3.8330970858223736,1.4489079848863184,2.384189100936055,14
spiky-tireworld,p01,fondsat-glucose,5.799503542017192,1.821220870129764,3.9782826718874276,15
spiky-tireworld,p01,fondsat-glucose,11.228422716259956,2.4240273502655327,8.804395365994424,16
spiky-tireworld,p01,fondsat-glucose,17.058844158425927,3.6085223704576492,13.450321787968278,17
spiky-tireworld,p01,fondsat-glucose,39.46757561713457,4.026114922948182,35.44146069418639,18
spiky-tireworld,p01,fondsat-glucose,76.74365197261795,4.479910062626004,72.26374190999195,19
spiky-tireworld,p01,fondsat-glucose,140.23968148138374,2.911302232183516,137.32837924920022,20
spiky-tireworld,p01,fondsat-glucose,297.59553977195174,3.096839413046837,294.4987003589049,21
spiky-tireworld,p01,asp-opt-1,0.233,0.233,0.0,2
spiky-tireworld,p01,asp-opt-1,2.586,1.8459999999999999,0.74,10
spiky-tireworld,p01,asp-opt-1,216.972,4.942000000000007,212.03,17
spiky-tireworld,p01,asp-opt-1,3.249,1.8690000000000002,1.38,11
spiky-tireworld,p01,asp-opt-1,6.299,1.7490000000000006,4.55,12
spiky-tireworld,p01,asp-opt-1,76.96,4.459999999999994,72.5,16
spiky-tireworld,p01,asp-opt-1,0.459,0.449,0.01,4
spiky-tireworld,p01,asp-opt-1,1034.394,5.463999999999942,1028.93,19
spiky-tireworld,p01,asp-opt-1,0.757,0.717,0.04,7
spiky-tireworld,p01,asp-opt-1,1.579,1.2389999999999999,0.34,9
spiky-tireworld,p01,asp-opt-1,43.496,3.236000000000004,40.26,14
spiky-tireworld,p01,asp-opt-1,0.403,0.393,0.01,5
spiky-tireworld,p01,asp-opt-1,33.088,2.7680000000000007,30.32,15
spiky-tireworld,p01,asp-opt-1,0.115,0.115,0.0,1
spiky-tireworld,p01,asp-opt-1,0.849,0.8089999999999999,0.04,6
spiky-tireworld,p01,asp-opt-1,494.913,5.073000000000036,489.84,18
spiky-tireworld,p01,asp-opt-1,2029.915,5.714999999999918,2024.2,20
spiky-tireworld,p01,asp-opt-1,2033.411,8.941000000000031,2024.47,21
spiky-tireworld,p01,asp-opt-1,0.258,0.258,0.0,3
spiky-tireworld,p01,asp-opt-1,1.399,1.249,0.15,8
spiky-tireworld,p01,asp-opt-1,11.893,2.3930000000000007,9.5,13
spiky-tireworld,p01,asp-4,0.212,0.20199999999999999,0.01,2
spiky-tireworld,p01,asp-4,1.809,1.149,0.66,10
spiky-tireworld,p01,asp-4,100.619,3.0589999999999975,97.56,17
spiky-tireworld,p01,asp-4,2.248,1.2880000000000003,0.96,11
spiky-tireworld,p01,asp-4,4.42,1.52,2.9,12
spiky-tireworld,p01,asp-4,51.163,2.702999999999996,48.46,16
spiky-tireworld,p01,asp-4,0.476,0.45599999999999996,0.02,4
spiky-tireworld,p01,asp-4,870.272,4.192000000000007,866.08,19
spiky-tireworld,p01,asp-4,1.101,1.001,0.1,7
spiky-tireworld,p01,asp-4,1.269,1.029,0.24,9
spiky-tireworld,p01,asp-4,16.992,1.9720000000000013,15.02,14
spiky-tireworld,p01,asp-4,0.45,0.42000000000000004,0.03,5
spiky-tireworld,p01,asp-4,27.506,2.6260000000000012,24.88,15
spiky-tireworld,p01,asp-4,0.122,0.122,0.0,1
spiky-tireworld,p01,asp-4,0.576,0.5259999999999999,0.05,6
spiky-tireworld,p01,asp-4,221.898,3.2280000000000086,218.67,18
spiky-tireworld,p01,asp-4,2142.323,3.4429999999997563,2138.88,20
